# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
CADBPJ010000046.1	cds	1709	2137	-	BBJOLO_00455	159.0	5.4e-49	0.986	0.828	0.564	UniRef:UniRef50_D9R9V7
CADBPJ010000046.1	cds	2134	2529	-	BBJOLO_00456	-	-	-	-	-	-
CADBPJ010000046.1	cds	2636	3388	-	BBJOLO_00457	-	-	-	-	-	-
CADBPJ010000046.1	cds	3410	4528	-	BBJOLO_00458	-	-	-	-	-	-
CADBPJ010000046.1	cds	4553	5386	-	BBJOLO_00459	-	-	-	-	-	-
CADBPJ010000046.1	cds	5404	6420	-	BBJOLO_00460	371.0	1.5e-126	1.0	0.944	0.553	UniRef:UniRef50_F4BQH5
CADBPJ010000046.1	cds	6441	8246	-	BBJOLO_00461	589.0	8.0e-204	0.948	0.877	0.553	UniRef:UniRef50_A0A1V5X8L3
CADBPJ010000047.1	cds	37	1416	+	BBJOLO_00462	-	-	-	-	-	-
CADBPJ010000047.1	cds	1484	2641	+	BBJOLO_00463	-	-	-	-	-	-
CADBPJ010000047.1	cds	2628	3851	+	BBJOLO_00464	-	-	-	-	-	-
CADBPJ010000047.1	cds	3853	4404	+	BBJOLO_00465	-	-	-	-	-	-
CADBPJ010000047.1	cds	4582	5727	+	BBJOLO_00466	-	-	-	-	-	-
CADBPJ010000047.1	cds	5849	6127	-	BBJOLO_00467	-	-	-	-	-	-
CADBPJ010000047.1	cds	6128	6799	-	BBJOLO_00468	250.0	4.6e-82	0.991	0.850	0.543	UniRef:UniRef50_A0A1C7I664
CADBPJ010000047.1	cds	7010	7309	+	BBJOLO_00469	-	-	-	-	-	-
CADBPJ010000047.1	cds	7583	7885	+	BBJOLO_00470	128.0	7.3e-38	1.010	0.828	0.634	UniRef:UniRef50_N2BEG8
CADBPJ010000047.1	cds	8392	8652	-	BBJOLO_00471	-	-	-	-	-	-
CADBPJ010000047.1	cds	10156	10560	-	BBJOLO_00472	-	-	-	-	-	-
CADBPJ010000048.1	cds	394	2367	+	BBJOLO_00473	-	-	-	-	-	-
CADBPJ010000048.1	cds	2390	3238	+	BBJOLO_00474	-	-	-	-	-	-
CADBPJ010000048.1	cds	3192	3389	-	BBJOLO_00475	-	-	-	-	-	-
CADBPJ010000048.1	cds	3541	4374	-	BBJOLO_00476	-	-	-	-	-	-
CADBPJ010000048.1	cds	4491	6179	+	BBJOLO_00477	-	-	-	-	-	-
CADBPJ010000048.1	cds	6249	6419	-	BBJOLO_00478	-	-	-	-	-	-
CADBPJ010000049.1	cds	118	1248	-	BBJOLO_00479	-	-	-	-	-	-
CADBPJ010000049.1	cds	1283	1981	-	BBJOLO_00480	-	-	-	-	-	-
CADBPJ010000050.1	cds	233	1513	+	BBJOLO_00481	-	-	-	-	-	-
CADBPJ010000050.1	cds	1514	2476	+	BBJOLO_00482	-	-	-	-	-	-
CADBPJ010000051.1	cds	881	1777	-	BBJOLO_00483	359.0	2.7e-123	1.017	0.993	0.597	UniRef:UniRef50_R5EFH2
CADBPJ010000051.1	cds	1761	2156	-	BBJOLO_00484	130.0	6.8e-38	0.924	0.877	0.562	UniRef:UniRef50_A0A1J5NVT7
CADBPJ010000052.1	cds	155	1222	+	BBJOLO_00485	-	-	-	-	-	-
CADBPJ010000052.1	cds	1461	2363	-	BBJOLO_00486	-	-	-	-	-	-
CADBPJ010000053.1	cds	33	566	+	BBJOLO_00487	-	-	-	-	-	-
CADBPJ010000053.1	cds	660	2912	+	BBJOLO_00488	844.0	1.2e-297	0.997	0.821	0.580	UniRef:UniRef50_P29849
CADBPJ010000054.1	cds	949	2178	+	BBJOLO_00489	-	-	-	-	-	-
CADBPJ010000054.1	cds	2238	6554	+	BBJOLO_00490	1603.0	0.0	1.038	0.911	0.549	UniRef:UniRef50_A0A151ARM4
CADBPJ010000054.1	cds	6695	6940	-	BBJOLO_00491	79.3	2.2e-19	1.0	1.012	0.543	UniRef:UniRef50_A0A1G8KGK1
CADBPJ010000055.1	cds	33	266	+	BBJOLO_00492	-	-	-	-	-	-
CADBPJ010000055.1	cds	278	2188	+	BBJOLO_00493	-	-	-	-	-	-
CADBPJ010000055.1	cds	2192	2929	+	BBJOLO_00494	-	-	-	-	-	-
CADBPJ010000055.1	cds	2944	4116	+	BBJOLO_00495	-	-	-	-	-	-
CADBPJ010000055.1	cds	4116	4940	+	BBJOLO_00496	-	-	-	-	-	-
CADBPJ010000055.1	cds	4953	5234	+	BBJOLO_00497	-	-	-	-	-	-
CADBPJ010000055.1	cds	5237	5683	+	BBJOLO_00498	171.0	1.3e-53	0.946	0.892	0.614	UniRef:UniRef50_A0A412MBN6
CADBPJ010000055.1	cds	5661	6356	+	BBJOLO_00499	-	-	-	-	-	-
CADBPJ010000056.1	cds	36	284	+	BBJOLO_00500	100.0	1.1e-27	0.951	0.812	0.590	UniRef:UniRef50_B0MH81
CADBPJ010000056.1	cds	340	834	+	BBJOLO_00501	-	-	-	-	-	-
CADBPJ010000056.1	cds	1009	2292	+	BBJOLO_00502	479.0	3.4e-166	0.981	0.927	0.573	UniRef:UniRef50_A0A1V4SH18
CADBPJ010000056.1	cds	2322	3482	+	BBJOLO_00503	-	-	-	-	-	-
CADBPJ010000056.1	cds	3616	4062	+	BBJOLO_00504	-	-	-	-	-	-
CADBPJ010000056.1	cds	4078	5118	+	BBJOLO_00505	322.0	2.2e-107	1.0	1.003	0.526	UniRef:UniRef50_A0A7X8K5U7
CADBPJ010000056.1	cds	5141	5392	+	BBJOLO_00506	-	-	-	-	-	-
CADBPJ010000056.1	cds	5389	5691	+	BBJOLO_00507	-	-	-	-	-	-
CADBPJ010000056.1	cds	5719	8190	+	BBJOLO_00508	944.0	0.0	0.843	0.817	0.719	UniRef:UniRef50_B2TJ55
CADBPJ010000056.1	cds	8429	8761	+	BBJOLO_00509	142.0	4.5e-43	0.973	0.829	0.626	UniRef:UniRef50_H2JH36
CADBPJ010000056.1	cds	8834	9778	+	BBJOLO_00510	-	-	-	-	-	-
CADBPJ010000056.1	cds	9778	10641	+	BBJOLO_00511	-	-	-	-	-	-
CADBPJ010000056.1	cds	10652	11551	+	BBJOLO_00512	-	-	-	-	-	-
CADBPJ010000057.1	cds	40	195	+	BBJOLO_00513	-	-	-	-	-	-
CADBPJ010000057.1	cds	216	797	+	BBJOLO_00514	-	-	-	-	-	-
CADBPJ010000057.1	cds	815	1069	+	BBJOLO_00515	-	-	-	-	-	-
CADBPJ010000057.1	cds	1078	1608	+	BBJOLO_00516	-	-	-	-	-	-
CADBPJ010000058.1	cds	321	1868	-	BBJOLO_00517	-	-	-	-	-	-
CADBPJ010000058.1	cds	1907	3352	-	BBJOLO_00518	-	-	-	-	-	-
CADBPJ010000058.1	cds	3413	4297	-	BBJOLO_00519	328.0	4.9e-111	0.997	0.924	0.536	UniRef:UniRef50_A0A0Q9TXL8
CADBPJ010000058.1	cds	4314	5255	-	BBJOLO_00520	333.0	1.7e-112	0.939	0.919	0.554	UniRef:UniRef50_A0A0J1G8T8
CADBPJ010000059.1	cds	1829	3637	-	BBJOLO_00521	719.0	8.8e-254	0.988	0.814	0.598	UniRef:UniRef50_Q89BJ8
CADBPJ010000060.1	cds	331	774	+	BBJOLO_00522	176.0	9.0e-56	0.918	0.865	0.533	UniRef:UniRef50_A0A0B7MDR9
CADBPJ010000060.1	cds	762	1736	+	BBJOLO_00523	382.0	5.1e-131	1.127	0.989	0.521	UniRef:UniRef50_R7EW01
CADBPJ010000060.1	cds	1740	2771	+	BBJOLO_00524	449.0	7.7e-157	1.058	0.986	0.612	UniRef:UniRef50_C6LCJ5
CADBPJ010000060.1	cds	2773	3627	+	BBJOLO_00525	497.0	4.0e-178	0.989	0.946	0.826	UniRef:UniRef50_R9ME49
CADBPJ010000060.1	cds	3645	4319	+	BBJOLO_00526	343.0	4.1e-119	0.996	0.925	0.726	UniRef:UniRef50_A0A7U9NEB7
CADBPJ010000060.1	cds	4335	5930	+	BBJOLO_00527	648.0	7.1e-229	1.004	0.890	0.638	UniRef:UniRef50_F4LJR3
CADBPJ010000060.1	cds	6015	7268	+	BBJOLO_00528	474.0	1.7e-164	1.012	0.948	0.626	UniRef:UniRef50_A0A0F0C7L2
CADBPJ010000060.1	cds	7408	7968	-	BBJOLO_00529	177.0	1.1e-54	1.0	0.935	0.511	UniRef:UniRef50_A0A1F2PIG4
CADBPJ010000060.1	cds	7965	8516	-	BBJOLO_00530	192.0	1.3e-60	0.978	0.840	0.553	UniRef:UniRef50_A0A1Y4EYJ8
CADBPJ010000060.1	cds	8519	9997	-	BBJOLO_00531	602.0	4.1e-212	1.0	0.885	0.573	UniRef:UniRef50_F1T4M1
CADBPJ010000060.1	cds	10150	10743	+	BBJOLO_00532	-	-	-	-	-	-
CADBPJ010000060.1	cds	11065	11601	-	BBJOLO_00533	209.0	2.7e-67	0.983	0.841	0.611	UniRef:UniRef50_A0A6N8I240
CADBPJ010000060.1	cds	11882	12556	+	BBJOLO_00534	214.0	3.9e-68	0.875	0.831	0.546	UniRef:UniRef50_A0A1W6WGC2
CADBPJ010000060.1	cds	12578	13789	+	BBJOLO_00535	-	-	-	-	-	-
CADBPJ010000060.1	cds	13801	14856	+	BBJOLO_00536	-	-	-	-	-	-
CADBPJ010000060.1	cds	14899	15855	+	BBJOLO_00537	350.0	6.4e-119	0.994	0.924	0.554	UniRef:UniRef50_A5N4K8
CADBPJ010000060.1	cds	15958	17421	+	BBJOLO_00538	632.0	5.2e-225	0.986	0.994	0.667	UniRef:UniRef50_A0A841R225
CADBPJ010000060.1	cds	17941	19275	+	BBJOLO_00539	-	-	-	-	-	-
CADBPJ010000060.1	cds	19489	20163	+	BBJOLO_00540	258.0	1.7e-85	0.969	0.858	0.585	UniRef:UniRef50_A0A829Z8J0
CADBPJ010000061.1	cds	265	1278	-	BBJOLO_00541	407.0	1.9e-140	1.0	0.878	0.623	UniRef:UniRef50_P0C0G6
CADBPJ010000061.1	cds	1435	4560	-	BBJOLO_00542	1485.0	0.0	1.023	0.954	0.668	UniRef:UniRef50_Q899C3
CADBPJ010000061.1	cds	4840	5787	+	BBJOLO_00543	417.0	1.6e-145	1.0	0.943	0.676	UniRef:UniRef50_A0A174KZ03
CADBPJ010000061.1	cds	5839	6633	+	BBJOLO_00544	370.0	7.0e-128	0.992	0.845	0.660	UniRef:UniRef50_A0A1J0GP39
CADBPJ010000061.1	cds	6626	7006	+	BBJOLO_00545	163.0	2.9e-51	0.968	0.917	0.631	UniRef:UniRef50_D4LCA5
CADBPJ010000062.1	cds	190	1098	+	BBJOLO_00546	428.0	3.3e-150	0.980	0.925	0.696	UniRef:UniRef50_R6DUR3
CADBPJ010000062.1	cds	1332	2822	+	BBJOLO_00547	606.0	2.8e-213	1.0	0.878	0.619	UniRef:UniRef50_B8E1T6
CADBPJ010000062.1	cds	2834	3829	+	BBJOLO_00548	-	-	-	-	-	-
CADBPJ010000062.1	cds	3829	4872	+	BBJOLO_00549	310.0	2.1e-102	0.942	0.953	0.517	UniRef:UniRef50_A9KIX0
CADBPJ010000062.1	cds	4940	5977	+	BBJOLO_00550	362.0	2.0e-122	0.893	0.824	0.610	UniRef:UniRef50_W4EPL9
CADBPJ010000062.1	cds	6125	7807	+	BBJOLO_00551	-	-	-	-	-	-
CADBPJ010000062.1	cds	7800	9263	+	BBJOLO_00552	-	-	-	-	-	-
CADBPJ010000062.1	cds	9303	10220	-	BBJOLO_00553	338.0	9.6e-114	0.997	0.824	0.625	UniRef:UniRef50_Q97I65
CADBPJ010000062.1	cds	10258	11031	-	BBJOLO_00554	329.0	1.1e-111	1.031	0.815	0.634	UniRef:UniRef50_Q9PNB3
CADBPJ010000063.1	cds	5	1648	+	BBJOLO_00555	524.0	4.1e-179	0.996	0.837	0.508	UniRef:UniRef50_A0A520G867
CADBPJ010000063.1	cds	1793	3460	+	BBJOLO_00556	676.0	2.0e-238	0.996	0.820	0.590	UniRef:UniRef50_A0A942W2W6
CADBPJ010000063.1	cds	4136	4774	-	BBJOLO_00557	223.0	6.0e-72	0.995	0.890	0.531	UniRef:UniRef50_B1CBW8
CADBPJ010000063.1	cds	4789	5337	-	BBJOLO_00558	-	-	-	-	-	-
CADBPJ010000063.1	cds	5334	6656	-	BBJOLO_00559	465.0	1.8e-160	1.005	0.971	0.552	UniRef:UniRef50_A6TRJ4
CADBPJ010000063.1	cds	6646	7137	-	BBJOLO_00560	-	-	-	-	-	-
CADBPJ010000063.1	cds	7134	8333	-	BBJOLO_00561	-	-	-	-	-	-
CADBPJ010000063.1	cds	8349	9596	-	BBJOLO_00562	505.0	1.5e-176	0.969	0.889	0.624	UniRef:UniRef50_A0A373Q9D5
CADBPJ010000063.1	cds	9655	10440	-	BBJOLO_00563	218.0	1.8e-68	0.996	0.893	0.519	UniRef:UniRef50_B3QP89
CADBPJ010000063.1	cds	10622	11545	+	BBJOLO_00564	292.0	5.2e-96	0.997	0.882	0.539	UniRef:UniRef50_C4Z560
CADBPJ010000063.1	cds	11547	12317	+	BBJOLO_00565	-	-	-	-	-	-
CADBPJ010000063.1	cds	12314	13423	+	BBJOLO_00566	-	-	-	-	-	-
CADBPJ010000064.1	cds	83	745	+	BBJOLO_00567	-	-	-	-	-	-
CADBPJ010000065.1	cds	109	1935	+	BBJOLO_00568	-	-	-	-	-	-
CADBPJ010000065.1	cds	1932	2843	+	BBJOLO_00569	341.0	9.9e-116	0.980	0.905	0.582	UniRef:UniRef50_I7LFN2
CADBPJ010000065.1	cds	2862	3116	-	BBJOLO_00570	-	-	-	-	-	-
CADBPJ010000065.1	cds	3117	3464	-	BBJOLO_00571	-	-	-	-	-	-
CADBPJ010000065.1	cds	3481	3696	-	BBJOLO_00572	-	-	-	-	-	-
CADBPJ010000065.1	cds	4072	4377	-	BBJOLO_00573	-	-	-	-	-	-
CADBPJ010000066.1	cds	624	1316	-	BBJOLO_00574	302.0	1.2e-102	0.987	0.919	0.674	UniRef:UniRef50_R9IYR6
CADBPJ010000066.1	ncRNA-region	1379	1462	-	-	66.1	1.8e-10	-	-	-	RFAM:RF01051
CADBPJ010000066.1	cds	1468	2619	-	BBJOLO_00575	-	-	-	-	-	-
CADBPJ010000066.1	cds	2657	3352	-	BBJOLO_00576	-	-	-	-	-	-
CADBPJ010000067.1	cds	218	487	+	BBJOLO_00577	-	-	-	-	-	-
CADBPJ010000067.1	cds	696	2069	-	BBJOLO_00578	-	-	-	-	-	-
CADBPJ010000067.1	cds	2200	2487	+	BBJOLO_00579	-	-	-	-	-	-
CADBPJ010000067.1	cds	2694	3119	-	BBJOLO_00580	-	-	-	-	-	-
CADBPJ010000067.1	cds	3204	3395	+	BBJOLO_00581	-	-	-	-	-	-
CADBPJ010000067.1	cds	3776	4441	-	BBJOLO_00582	-	-	-	-	-	-
CADBPJ010000067.1	cds	4730	5275	-	BBJOLO_00583	-	-	-	-	-	-
CADBPJ010000068.1	cds	118	1455	-	BBJOLO_00584	430.0	1.0e-146	1.020	1.013	0.524	UniRef:UniRef50_A0A0S2W7A7
CADBPJ010000068.1	cds	1416	1745	-	BBJOLO_00585	126.0	4.7e-37	1.0	0.865	0.606	UniRef:UniRef50_A0A3E2TBP7
CADBPJ010000069.1	cds	222	917	-	BBJOLO_00586	247.0	8.7e-81	1.147	0.996	0.547	UniRef:UniRef50_F7JK84
CADBPJ010000069.1	cds	1005	1664	+	BBJOLO_00587	-	-	-	-	-	-
CADBPJ010000070.1	cds	392	1231	-	BBJOLO_00588	343.0	2.5e-117	0.928	0.899	0.656	UniRef:UniRef50_A0A096D9K3
CADBPJ010000070.1	cds	1350	1625	-	BBJOLO_00589	112.0	3.8e-32	1.0	0.978	0.593	UniRef:UniRef50_A0A1F9MR57
CADBPJ010000070.1	cds	1622	1897	-	BBJOLO_00590	87.4	4.1e-22	1.0	0.867	0.505	UniRef:UniRef50_A0A1S9CNV5
CADBPJ010000070.1	cds	2000	2311	-	BBJOLO_00591	124.0	2.5e-36	0.942	0.815	0.660	UniRef:UniRef50_A0A140L9A7
CADBPJ010000070.1	cds	2268	2903	-	BBJOLO_00592	-	-	-	-	-	-
CADBPJ010000070.1	cds	3058	4869	-	BBJOLO_00593	593.0	2.0e-205	1.003	0.957	0.516	UniRef:UniRef50_R9J9L7
CADBPJ010000071.1	cds	188	3403	-	BBJOLO_00594	-	-	-	-	-	-
CADBPJ010000071.1	cds	3516	4295	+	BBJOLO_00595	-	-	-	-	-	-
CADBPJ010000071.1	tRNA	4638	4715	-	BBJOLO_00596	73.8	-	-	-	-	-
CADBPJ010000071.1	tRNA	4723	4810	-	BBJOLO_00597	61.6	-	-	-	-	-
CADBPJ010000072.1	cds	18	896	+	BBJOLO_00598	-	-	-	-	-	-
CADBPJ010000072.1	cds	903	1892	+	BBJOLO_00599	-	-	-	-	-	-
CADBPJ010000073.1	cds	118	810	+	BBJOLO_00600	283.0	2.3e-95	0.987	0.966	0.678	UniRef:UniRef50_A0A3C1A5G5
CADBPJ010000073.1	cds	807	1187	+	BBJOLO_00601	-	-	-	-	-	-
CADBPJ010000073.1	cds	1295	1903	+	BBJOLO_00602	-	-	-	-	-	-
CADBPJ010000073.1	cds	2079	2852	+	BBJOLO_00603	-	-	-	-	-	-
CADBPJ010000073.1	cds	2849	3484	-	BBJOLO_00604	217.0	1.5e-69	1.0	0.854	0.517	UniRef:UniRef50_Q8Y6R8
CADBPJ010000073.1	cds	3475	4686	-	BBJOLO_00605	481.0	1.9e-167	0.995	0.881	0.603	UniRef:UniRef50_D9R3G9
CADBPJ010000073.1	cds	4686	5558	-	BBJOLO_00606	366.0	1.3e-125	1.038	0.883	0.571	UniRef:UniRef50_C0C677
CADBPJ010000073.1	cds	5657	6655	-	BBJOLO_00607	-	-	-	-	-	-
CADBPJ010000074.1	cds	24	1133	+	BBJOLO_00608	-	-	-	-	-	-
CADBPJ010000074.1	cds	1199	2728	-	BBJOLO_00609	564.0	3.6e-197	0.994	0.949	0.549	UniRef:UniRef50_A0A5K7YJU7
CADBPJ010000074.1	cds	2873	3175	+	BBJOLO_00610	98.6	2.9e-26	0.980	0.860	0.520	UniRef:UniRef50_W6SG26
CADBPJ010000074.1	cds	3172	3768	+	BBJOLO_00611	-	-	-	-	-	-
CADBPJ010000074.1	cds	3768	4346	+	BBJOLO_00612	-	-	-	-	-	-
CADBPJ010000074.1	cds	4343	4675	+	BBJOLO_00613	-	-	-	-	-	-
CADBPJ010000075.1	cds	1	1446	+	BBJOLO_00614	-	-	-	-	-	-
CADBPJ010000075.1	cds	1620	4211	-	BBJOLO_00615	1018.0	0.0	0.999	0.931	0.595	UniRef:UniRef50_A0A9X2S3D9
CADBPJ010000075.1	cds	4427	6586	-	BBJOLO_00616	-	-	-	-	-	-
CADBPJ010000075.1	cds	6745	10170	-	BBJOLO_00617	-	-	-	-	-	-
CADBPJ010000075.1	cds	10192	12927	-	BBJOLO_00618	-	-	-	-	-	-
CADBPJ010000075.1	cds	12929	15865	-	BBJOLO_00619	-	-	-	-	-	-
CADBPJ010000076.1	cds	20	604	+	BBJOLO_00620	-	-	-	-	-	-
CADBPJ010000076.1	cds	658	1179	+	BBJOLO_00621	-	-	-	-	-	-
CADBPJ010000076.1	ncRNA	1300	1411	+	BBJOLO_00622	86.9	7.9e-16	-	-	-	RFAM:RF02966
CADBPJ010000076.1	cds	1581	2039	+	BBJOLO_00623	191.0	3.1e-61	0.862	0.809	0.656	UniRef:UniRef50_S0INM1
CADBPJ010000076.1	cds	2036	2590	+	BBJOLO_00624	-	-	-	-	-	-
CADBPJ010000076.1	cds	2587	2970	+	BBJOLO_00625	135.0	5.2e-40	0.969	0.932	0.520	UniRef:UniRef50_A0A426DG44
CADBPJ010000076.1	cds	3217	4317	+	BBJOLO_00626	-	-	-	-	-	-
CADBPJ010000076.1	cds	4452	4937	+	BBJOLO_00627	151.0	1.9e-45	0.981	0.913	0.500	UniRef:UniRef50_A0A1Y4S8L3
CADBPJ010000076.1	cds	5073	5918	+	BBJOLO_00628	297.0	5.3e-99	0.979	0.876	0.542	UniRef:UniRef50_A8RQ89
CADBPJ010000076.1	cds	6353	6919	+	BBJOLO_00629	-	-	-	-	-	-
CADBPJ010000076.1	cds	7015	8493	+	BBJOLO_00630	-	-	-	-	-	-
CADBPJ010000076.1	cds	8435	8539	+	BBJOLO_00631	-	-	-	-	-	-
CADBPJ010000076.1	cds	8502	9209	+	BBJOLO_00632	-	-	-	-	-	-
CADBPJ010000076.1	cds	9206	9706	+	BBJOLO_00633	90.9	1.3e-21	0.988	0.965	0.512	UniRef:UniRef50_A0A2K4ZI57
CADBPJ010000076.1	cds	9735	10421	+	BBJOLO_00634	252.0	5.5e-83	0.982	0.885	0.540	UniRef:UniRef50_A6LIK5
CADBPJ010000076.1	cds	10418	11119	+	BBJOLO_00635	-	-	-	-	-	-
CADBPJ010000076.1	cds	11121	12323	+	BBJOLO_00636	425.0	1.3e-145	1.008	0.942	0.531	UniRef:UniRef50_K6A4L2
CADBPJ010000076.1	cds	12336	13355	+	BBJOLO_00637	389.0	1.4e-133	1.018	0.977	0.519	UniRef:UniRef50_K5YB83
CADBPJ010000076.1	cds	13376	14554	+	BBJOLO_00638	-	-	-	-	-	-
CADBPJ010000076.1	cds	14556	15575	+	BBJOLO_00639	-	-	-	-	-	-
CADBPJ010000076.1	cds	15585	16799	+	BBJOLO_00640	-	-	-	-	-	-
CADBPJ010000076.1	cds	16796	17893	+	BBJOLO_00641	325.0	7.4e-108	1.016	0.987	0.501	UniRef:UniRef50_A0A645BA60
CADBPJ010000076.1	cds	17911	19377	+	BBJOLO_00642	-	-	-	-	-	-
CADBPJ010000076.1	cds	19343	20230	+	BBJOLO_00643	-	-	-	-	-	-
CADBPJ010000076.1	cds	20194	20304	+	BBJOLO_00644	-	-	-	-	-	-
CADBPJ010000076.1	cds	20243	21295	+	BBJOLO_00645	-	-	-	-	-	-
CADBPJ010000077.1	cds	225	680	-	BBJOLO_00646	-	-	-	-	-	-
CADBPJ010000077.1	cds	1002	3305	+	BBJOLO_00647	-	-	-	-	-	-
CADBPJ010000078.1	cds	786	2363	-	BBJOLO_00648	-	-	-	-	-	-
CADBPJ010000078.1	cds	2378	2638	-	BBJOLO_00649	-	-	-	-	-	-
CADBPJ010000078.1	cds	2705	3886	-	BBJOLO_00650	-	-	-	-	-	-
CADBPJ010000078.1	cds	3905	4309	-	BBJOLO_00651	-	-	-	-	-	-
CADBPJ010000078.1	cds	4423	4674	+	BBJOLO_00652	-	-	-	-	-	-
CADBPJ010000078.1	cds	4690	4845	+	BBJOLO_00653	-	-	-	-	-	-
CADBPJ010000078.1	cds	4846	6255	+	BBJOLO_00654	503.0	8.3e-174	0.959	0.838	0.547	UniRef:UniRef50_E2ZIA4
CADBPJ010000079.1	cds	605	1132	-	BBJOLO_00655	200.0	3.3e-64	0.931	0.845	0.546	UniRef:UniRef50_A0A9D5TPN5
CADBPJ010000079.1	cds	1257	1415	+	BBJOLO_00656	-	-	-	-	-	-
CADBPJ010000079.1	cds	1412	2257	-	BBJOLO_00657	294.0	9.4e-98	0.975	0.895	0.533	UniRef:UniRef50_G5ID87
CADBPJ010000079.1	cds	2696	3046	-	BBJOLO_00658	-	-	-	-	-	-
CADBPJ010000079.1	cds	4079	4513	-	BBJOLO_00659	137.0	2.1e-40	0.938	0.833	0.563	UniRef:UniRef50_R5IH22
CADBPJ010000079.1	cds	4513	4710	-	BBJOLO_00660	-	-	-	-	-	-
CADBPJ010000080.1	cds	386	1687	+	BBJOLO_00661	486.0	2.2e-168	1.002	0.902	0.571	UniRef:UniRef50_A0A1Q9JQX6
CADBPJ010000080.1	cds	1684	2433	+	BBJOLO_00662	291.0	1.5e-97	0.984	0.904	0.584	UniRef:UniRef50_A0A3A9SU65
CADBPJ010000080.1	cds	2525	2662	+	BBJOLO_00663	-	-	-	-	-	-
CADBPJ010000080.1	cds	2649	3326	+	BBJOLO_00664	-	-	-	-	-	-
CADBPJ010000080.1	cds	3323	4141	+	BBJOLO_00665	-	-	-	-	-	-
CADBPJ010000080.1	cds	4143	4487	+	BBJOLO_00666	-	-	-	-	-	-
CADBPJ010000080.1	cds	4595	4822	+	BBJOLO_00667	-	-	-	-	-	-
CADBPJ010000080.1	cds	4878	5756	+	BBJOLO_00668	361.0	3.2e-124	1.0	0.973	0.596	UniRef:UniRef50_A0A200JF10
CADBPJ010000080.1	cds	5839	6033	+	BBJOLO_00669	-	-	-	-	-	-
CADBPJ010000080.1	cds	6082	6279	+	BBJOLO_00670	84.7	7.3e-22	0.923	0.811	0.633	UniRef:UniRef50_A3CPB0
CADBPJ010000080.1	cds	6284	6823	+	BBJOLO_00671	-	-	-	-	-	-
CADBPJ010000081.1	cds	126	377	-	BBJOLO_00672	90.9	9.5e-24	0.916	0.809	0.553	UniRef:UniRef50_Q0AZQ0
CADBPJ010000081.1	cds	512	1768	-	BBJOLO_00673	-	-	-	-	-	-
CADBPJ010000081.1	cds	1843	2688	-	BBJOLO_00674	-	-	-	-	-	-
CADBPJ010000081.1	cds	2695	3885	-	BBJOLO_00675	-	-	-	-	-	-
CADBPJ010000081.1	cds	3866	4558	-	BBJOLO_00676	256.0	5.5e-85	0.974	0.982	0.545	UniRef:UniRef50_A0A928NCM8
CADBPJ010000081.1	cds	4561	5304	-	BBJOLO_00677	277.0	2.8e-92	0.980	0.927	0.537	UniRef:UniRef50_D3T4E0
CADBPJ010000081.1	cds	5294	6640	-	BBJOLO_00678	536.0	1.3e-187	0.958	0.879	0.606	UniRef:UniRef50_A0A3C1SJ93
CADBPJ010000081.1	cds	6686	8896	-	BBJOLO_00679	780.0	2.9e-275	0.981	0.960	0.558	UniRef:UniRef50_G1WL84
CADBPJ010000082.1	cds	42	887	+	BBJOLO_00680	-	-	-	-	-	-
CADBPJ010000082.1	cds	1338	1817	-	BBJOLO_00681	-	-	-	-	-	-
CADBPJ010000082.1	cds	1819	2811	-	BBJOLO_00682	-	-	-	-	-	-
CADBPJ010000082.1	cds	2944	4182	-	BBJOLO_00683	-	-	-	-	-	-
CADBPJ010000082.1	cds	4189	6390	-	BBJOLO_00684	957.0	0.0	1.0	0.971	0.632	UniRef:UniRef50_A0A928LDU4
CADBPJ010000082.1	cds	6383	6607	-	BBJOLO_00685	92.8	6.8e-25	1.014	1.0	0.573	UniRef:UniRef50_B5CMH3
CADBPJ010000082.1	cds	6768	7325	-	BBJOLO_00686	-	-	-	-	-	-
CADBPJ010000082.1	cds	7421	7711	-	BBJOLO_00687	-	-	-	-	-	-
CADBPJ010000082.1	cds	7716	8090	-	BBJOLO_00688	-	-	-	-	-	-
CADBPJ010000082.1	cds	8514	9143	-	BBJOLO_00689	324.0	4.7e-112	0.995	0.900	0.784	UniRef:UniRef50_A0A0H2UR89
CADBPJ010000082.1	cds	9368	9751	-	BBJOLO_00690	154.0	1.3e-47	0.929	0.819	0.568	UniRef:UniRef50_D4CSB2
CADBPJ010000083.1	cds	191	1216	+	BBJOLO_00691	486.0	8.0e-171	0.988	0.802	0.677	UniRef:UniRef50_A0A7G9FEI8
CADBPJ010000083.1	cds	1328	1912	+	BBJOLO_00692	-	-	-	-	-	-
CADBPJ010000083.1	cds	2164	2385	+	BBJOLO_00693	-	-	-	-	-	-
CADBPJ010000083.1	cds	2445	2909	+	BBJOLO_00694	191.0	2.5e-61	0.981	0.863	0.570	UniRef:UniRef50_A0A1I2JBN7
CADBPJ010000083.1	cds	2890	4260	+	BBJOLO_00695	459.0	1.3e-157	0.993	0.989	0.536	UniRef:UniRef50_A0A7X5KPW2
