# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
CADBPJ010000138.1	cds	448	1044	+	BBJOLO_01015		Cytidylate kinase	SO:0001217, UniRef:UniRef50_A0A1E3A6R7
CADBPJ010000138.1	cds	1071	2480	+	BBJOLO_01016		Amidophosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0A174NVQ0
CADBPJ010000139.1	tRNA	92	168	-	BBJOLO_01017	trnR	tRNA-Arg(ccg)	SO:0001036
CADBPJ010000139.1	cds	216	1364	-	BBJOLO_01018	ftsZ	Cell division protein FtsZ	SO:0001217, UniRef:UniRef50_A0A562J0X6
CADBPJ010000139.1	cds	1900	2871	-	BBJOLO_01019		hypothetical protein	PFAM:PF08478.15
CADBPJ010000139.1	cds	2884	4065	-	BBJOLO_01020		UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1	SO:0001217, UniRef:UniRef50_Q67Q46
CADBPJ010000140.1	cds	9	1256	+	BBJOLO_01021		hypothetical protein	
CADBPJ010000140.1	cds	1253	1657	+	BBJOLO_01022		hypothetical protein	
CADBPJ010000141.1	cds	375	1289	+	BBJOLO_01023		hypothetical protein	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF12833.13
CADBPJ010000141.1	cds	1604	2230	-	BBJOLO_01024		VWFA domain-containing protein	SO:0001217, UniRef:UniRef50_R5KUQ9
CADBPJ010000142.1	cds	4	486	+	BBJOLO_01025		hypothetical protein	
CADBPJ010000142.1	cds	483	1343	+	BBJOLO_01026		hypothetical protein	PFAM:PF00535.33
CADBPJ010000142.1	cds	1386	2474	+	BBJOLO_01027		hypothetical protein	
CADBPJ010000143.1	cds	218	847	-	BBJOLO_01028	lexA	LexA repressor	SO:0001217, UniRef:UniRef50_A3DDH9
CADBPJ010000143.1	cds	1191	1493	+	BBJOLO_01029		hypothetical protein	PFAM:PF01250.22
CADBPJ010000143.1	cds	1511	1990	+	BBJOLO_01030		hypothetical protein	PFAM:PF00436.31
CADBPJ010000143.1	cds	2029	2274	+	BBJOLO_01031		Small ribosomal subunit protein bS18	SO:0001217, UniRef:UniRef50_A0A084JD97
CADBPJ010000143.1	cds	2391	2918	-	BBJOLO_01032		hypothetical protein	
CADBPJ010000143.1	cds	3040	3732	-	BBJOLO_01033	ulaF	putative L-ribulose-5-phosphate 4-epimerase UlaF	SO:0001217, UniRef:UniRef50_P75289
CADBPJ010000143.1	cds	3928	4641	+	BBJOLO_01034		hypothetical protein	PFAM:PF00455.28, PFAM:PF08220.18
CADBPJ010000143.1	cds	4843	5496	+	BBJOLO_01035		hypothetical protein	
CADBPJ010000143.1	cds	5511	6815	+	BBJOLO_01036		ATP phosphoribosyltransferase regulatory subunit	SO:0001217, UniRef:UniRef50_A0A9D1MA53
CADBPJ010000144.1	ncRNA-region	1	133	+			(5' truncated) Lysine riboswitch aptamer	RFAM:RF00168, SO:0000035
CADBPJ010000144.1	cds	207	1313	+	BBJOLO_01037		aspartate-semialdehyde dehydrogenase	SO:0001217, UniRef:UniRef50_A0A7X6CTK8
CADBPJ010000144.1	cds	1522	2406	+	BBJOLO_01038		4-hydroxy-tetrahydrodipicolinate synthase	SO:0001217, UniRef:UniRef50_Q891S3
CADBPJ010000144.1	cds	2429	3190	+	BBJOLO_01039		4-hydroxy-tetrahydrodipicolinate reductase	SO:0001217, UniRef:UniRef50_A0A1S1V6G0
CADBPJ010000144.1	cds	3620	4102	+	BBJOLO_01040		Lrp/AsnC family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A928RAS5
CADBPJ010000144.1	cds	4099	5271	+	BBJOLO_01041		Aminotransferase	SO:0001217, UniRef:UniRef50_D9TSB1
CADBPJ010000145.1	cds	5	1180	+	BBJOLO_01042		Oxaloacetate decarboxylase subunit alpha	SO:0001217, UniRef:UniRef50_A0A351F8X7
CADBPJ010000145.1	cds	1216	1752	-	BBJOLO_01043		hypothetical protein	
CADBPJ010000145.1	cds	1818	2759	+	BBJOLO_01044		hypothetical protein	PFAM:PF13308.11
CADBPJ010000145.1	cds	2791	5016	+	BBJOLO_01045		alpha-L-rhamnosidase	SO:0001217, UniRef:UniRef50_A0A416CIT4
CADBPJ010000145.1	cds	5222	5683	-	BBJOLO_01046		Superoxide dismutase copper/zinc binding domain-containing protein	SO:0001217, UniRef:UniRef50_R9KEK4
CADBPJ010000145.1	cds	5785	6258	-	BBJOLO_01047		SsrA-binding protein	SO:0001217, UniRef:UniRef50_Q81XA8
CADBPJ010000145.1	cds	6430	7782	+	BBJOLO_01048		Glucose-6-phosphate isomerase	SO:0001217, UniRef:UniRef50_Q5WDX0
CADBPJ010000145.1	cds	7853	8266	+	BBJOLO_01049	pilT	Twitching motility protein PilT	SO:0001217, UniRef:UniRef50_A0A9D1SF19
CADBPJ010000145.1	cds	8414	9916	+	BBJOLO_01050		Threonine synthase	SO:0001217, UniRef:UniRef50_A0A402BX18
CADBPJ010000145.1	cds	9931	11214	+	BBJOLO_01051		Galactokinase	SO:0001217, UniRef:UniRef50_R9M2S8
CADBPJ010000145.1	cds	11246	11923	-	BBJOLO_01052		Transcriptional regulatory protein	SO:0001217, UniRef:UniRef50_A0A1C6EQW1
CADBPJ010000145.1	cds	11923	13542	-	BBJOLO_01053		hypothetical protein	PFAM:PF00989.32, PFAM:PF02518.31, PFAM:PF13188.13, PFAM:PF13426.13, PFAM:PF14501.12, PFAM:PF14689.11
CADBPJ010000145.1	cds	13734	14048	+	BBJOLO_01054		hypothetical protein	
CADBPJ010000145.1	cds	14045	14614	+	BBJOLO_01055		hypothetical protein	
CADBPJ010000145.1	cds	14652	15428	+	BBJOLO_01056		hypothetical protein	
CADBPJ010000145.1	cds	15453	16505	+	BBJOLO_01057		hypothetical protein	
CADBPJ010000145.1	cds	16616	17899	+	BBJOLO_01058		Aminotransferase class I/classII domain-containing protein	SO:0001217, UniRef:UniRef50_N2AH18
CADBPJ010000145.1	cds	17974	18552	+	BBJOLO_01059		hypothetical protein	
CADBPJ010000145.1	cds	18683	19567	+	BBJOLO_01060	xerC	Tyrosine recombinase XerC	SO:0001217, UniRef:UniRef50_A0A373QBM2
CADBPJ010000145.1	cds	19635	20768	+	BBJOLO_01061		serine-type D-Ala-D-Ala carboxypeptidase	SO:0001217, UniRef:UniRef50_A0A1Q6Q9M9
CADBPJ010000145.1	cds	20850	21668	+	BBJOLO_01062		Asp23/Gls24 family envelope stress response protein	SO:0001217, UniRef:UniRef50_A0A373QBP2
CADBPJ010000145.1	cds	21760	23433	+	BBJOLO_01063		Acetolactate synthase	SO:0001217, UniRef:UniRef50_A0A3C0NZL8
CADBPJ010000146.1	cds	1045	2220	-	BBJOLO_01064		hypothetical protein	PFAM:PF01266.30, PFAM:PF07992.20, PFAM:PF13450.12
CADBPJ010000146.1	cds	2236	3369	-	BBJOLO_01065		hypothetical protein	PFAM:PF01408.29, PFAM:PF02894.22, PFAM:PF22725.1
CADBPJ010000146.1	cds	3395	4471	-	BBJOLO_01066		hypothetical protein	PFAM:PF01408.29, PFAM:PF22725.1
CADBPJ010000146.1	cds	4486	5472	-	BBJOLO_01067		Oxidoreductase	SO:0001217, UniRef:UniRef50_A0A1C7GLQ3
CADBPJ010000147.1	cds	637	1047	-	BBJOLO_01068		hypothetical protein	PFAM:PF01029.23
CADBPJ010000147.1	cds	1120	2262	-	BBJOLO_01069		RNA methyltransferase	SO:0001217, UniRef:UniRef50_A0A353EYJ9
CADBPJ010000147.1	cds	2264	4483	-	BBJOLO_01070		hypothetical protein	PFAM:PF00575.29, PFAM:PF00773.24, PFAM:PF08206.17, PFAM:PF17876.7
CADBPJ010000147.1	cds	4517	5020	-	BBJOLO_01071		hypothetical protein	PFAM:PF01202.28
CADBPJ010000147.1	cds	5017	5871	-	BBJOLO_01072		Shikimate dehydrogenase (NADP(+))	SO:0001217, UniRef:UniRef50_A0A9D1MDQ1
CADBPJ010000147.1	cds	5883	6554	-	BBJOLO_01073		hypothetical protein	
CADBPJ010000147.1	cds	6682	7746	+	BBJOLO_01074		hypothetical protein	
CADBPJ010000147.1	cds	7736	8602	-	BBJOLO_01075		hypothetical protein	PFAM:PF00892.27
CADBPJ010000147.1	cds	8716	9993	-	BBJOLO_01076		AAA+ ATPase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1F8V200
CADBPJ010000147.1	cds	9993	10811	-	BBJOLO_01077		hypothetical protein	PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13174.12, PFAM:PF13181.12, PFAM:PF13428.12, PFAM:PF14559.12, PFAM:PF14853.12
CADBPJ010000147.1	cds	10877	11044	-	BBJOLO_01078		hypothetical protein	PFAM:PF05979.17
CADBPJ010000147.1	cds	11077	11874	-	BBJOLO_01079		Undecaprenyl-diphosphatase	SO:0001217, UniRef:UniRef50_Q03ZT9
CADBPJ010000147.1	cds	11874	12500	-	BBJOLO_01080		hypothetical protein	PFAM:PF01202.28, PFAM:PF13189.12
CADBPJ010000147.1	cds	12515	13129	-	BBJOLO_01081		hypothetical protein	PFAM:PF01464.25
CADBPJ010000147.1	cds	13083	13682	-	BBJOLO_01082		hypothetical protein	PFAM:PF01121.26
CADBPJ010000147.1	cds	13684	14358	-	BBJOLO_01083		Uracil-DNA glycosylase	SO:0001217, UniRef:UniRef50_Q8R634
CADBPJ010000148.1	cds	167	1738	+	BBJOLO_01084		hypothetical protein	
CADBPJ010000148.1	cds	1814	5317	+	BBJOLO_01085		hypothetical protein	
CADBPJ010000148.1	cds	5436	6851	+	BBJOLO_01086		hypothetical protein	
CADBPJ010000148.1	cds	6946	7878	+	BBJOLO_01087		hypothetical protein	
CADBPJ010000148.1	cds	7890	8807	+	BBJOLO_01088		hypothetical protein	
CADBPJ010000148.1	cds	8933	9793	-	BBJOLO_01089		hypothetical protein	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000148.1	cds	10052	13093	+	BBJOLO_01090		hypothetical protein	PFAM:PF01074.27, PFAM:PF03065.20, PFAM:PF07748.19, PFAM:PF09261.16, PFAM:PF17677.7
CADBPJ010000148.1	cds	13185	14909	+	BBJOLO_01091		hypothetical protein	
CADBPJ010000148.1	cds	14939	15586	+	BBJOLO_01092		Beta-phosphoglucomutase	SO:0001217, UniRef:UniRef50_A0A7X5KT01
CADBPJ010000149.1	cds	1216	2214	-	BBJOLO_01093		hypothetical protein	PFAM:PF00639.27, PFAM:PF13616.12
CADBPJ010000149.1	cds	2266	5736	-	BBJOLO_01094		Transcription-repair-coupling factor	SO:0001217, UniRef:UniRef50_A0A9D1SE47
CADBPJ010000150.1	cds	5	226	+	BBJOLO_01095		hypothetical protein	
CADBPJ010000150.1	cds	241	3063	+	BBJOLO_01096		UvrABC system protein A	SO:0001217, UniRef:UniRef50_Q890X9
CADBPJ010000150.1	cds	3574	3741	-	BBJOLO_01097		hypothetical protein	
CADBPJ010000151.1	cds	12	1850	+	BBJOLO_01098		Leucine--tRNA ligase	SO:0001217, UniRef:UniRef50_B9DN46
CADBPJ010000151.1	ncRNA	1857	2043	+	BBJOLO_01099	Bacteria_large_SRP	Bacterial large signal recognition particle RNA	RFAM:RF01854, SO:0000655
CADBPJ010000151.1	ncRNA	1925	2024	+	BBJOLO_01100	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
CADBPJ010000151.1	cds	2132	4012	+	BBJOLO_01101		hypothetical protein	PFAM:PF00004.35, PFAM:PF13177.12, PFAM:PF22608.2
CADBPJ010000151.1	cds	4039	4392	+	BBJOLO_01102		Nucleoid-associated protein Apre_0791	SO:0001217, UniRef:UniRef50_C7RH58
CADBPJ010000152.1	cds	220	720	-	BBJOLO_01103		Acetolactate synthase small subunit	SO:0001217, UniRef:UniRef50_A0QUX7
CADBPJ010000152.1	cds	724	2388	-	BBJOLO_01104		Acetolactate synthase	SO:0001217, UniRef:UniRef50_C0EF01
CADBPJ010000152.1	cds	2481	4310	-	BBJOLO_01105	bipA	Large ribosomal subunit assembly factor BipA	SO:0001217, UniRef:UniRef50_C4G8A0
CADBPJ010000152.1	cds	4339	4431	-	BBJOLO_01106		hypothetical protein	
CADBPJ010000152.1	cds	4428	5123	-	BBJOLO_01107		hypothetical protein	PFAM:PF00395.25
CADBPJ010000152.1	cds	5128	5565	-	BBJOLO_01108		tRNA-specific adenosine deaminase	SO:0001217, UniRef:UniRef50_A0A094IDH1
CADBPJ010000152.1	cds	5580	6803	-	BBJOLO_01109	argJ	Arginine biosynthesis bifunctional protein ArgJ	SO:0001217, UniRef:UniRef50_A0A1L8PAA6
CADBPJ010000152.1	cds	6869	8125	-	BBJOLO_01110		Hemolysin	SO:0001217, UniRef:UniRef50_F4XEN1
CADBPJ010000152.1	cds	8261	9169	-	BBJOLO_01111		hypothetical protein	
CADBPJ010000152.1	cds	9235	10071	-	BBJOLO_01112		hypothetical protein	
CADBPJ010000152.1	cds	10192	10689	+	BBJOLO_01113	greA	Transcription elongation factor GreA	SO:0001217, UniRef:UniRef50_A0A415DUZ7
CADBPJ010000152.1	cds	10749	11768	+	BBJOLO_01114		hypothetical protein	
CADBPJ010000153.1	cds	428	703	+	BBJOLO_01115		hypothetical protein	
CADBPJ010000153.1	cds	1360	5262	-	BBJOLO_01116		hypothetical protein	
CADBPJ010000154.1	cds	572	4135	-	BBJOLO_01117		hypothetical protein	PFAM:PF00270.35, PFAM:PF00580.27, PFAM:PF12705.13, PFAM:PF13245.12, PFAM:PF13361.12, PFAM:PF13538.12
CADBPJ010000154.1	cds	4135	5667	-	BBJOLO_01118		hypothetical protein	PFAM:PF12705.13
CADBPJ010000155.1	cds	320	2971	-	BBJOLO_01119	ykoD	Putative HMP/thiamine import ATP-binding protein YkoD	SO:0001217, UniRef:UniRef50_A0A1C5WZA1
CADBPJ010000155.1	cds	2944	3870	-	BBJOLO_01120		Cobalt transport protein	SO:0001217, UniRef:UniRef50_A0A096B1Q3
CADBPJ010000155.1	cds	3836	4666	-	BBJOLO_01121		hypothetical protein	PFAM:PF14478.12
CADBPJ010000155.1	cds	4673	6262	-	BBJOLO_01122		Endo-1,4-beta-xylanase A	SO:0001217, UniRef:UniRef50_A0A174HG60
CADBPJ010000155.1	cds	6339	9026	-	BBJOLO_01123		hypothetical protein	PFAM:PF00395.25, PFAM:PF14478.12
CADBPJ010000155.1	ncRNA-region	9264	9465	-			Cobalamin riboswitch aptamer	RFAM:RF00174, SO:0000035
CADBPJ010000155.1	cds	9578	11404	-	BBJOLO_01124		hypothetical protein	
CADBPJ010000155.1	cds	11711	11866	-	BBJOLO_01125		Rubredoxin	SO:0001217, UniRef:UniRef50_A0A0K2YFY3
CADBPJ010000155.1	cds	11894	12088	-	BBJOLO_01126		hypothetical protein	PFAM:PF04324.20
CADBPJ010000155.1	cds	12088	12687	-	BBJOLO_01127		NADH peroxidase	SO:0001217, UniRef:UniRef50_A0A239U495
CADBPJ010000155.1	cds	12656	13030	-	BBJOLO_01128		hypothetical protein	
CADBPJ010000155.1	cds	13164	13568	-	BBJOLO_01129		Methylglyoxal synthase	SO:0001217, UniRef:UniRef50_A0A143XRR1
CADBPJ010000155.1	cds	13587	14459	-	BBJOLO_01130		hypothetical protein	PFAM:PF01656.29, PFAM:PF02374.21, PFAM:PF09140.17, PFAM:PF13614.12
CADBPJ010000155.1	cds	14475	15314	-	BBJOLO_01131		hypothetical protein	PFAM:PF03775.22, PFAM:PF05209.18
CADBPJ010000155.1	cds	15332	15601	-	BBJOLO_01132		hypothetical protein	PFAM:PF00905.27
CADBPJ010000156.1	cds	1227	2078	+	BBJOLO_01133	tetD	Transposon Tn10 TetD protein	SO:0001217, UniRef:UniRef50_A0A7U9NAP5
CADBPJ010000156.1	cds	1938	2288	-	BBJOLO_01134		hypothetical protein	
CADBPJ010000156.1	cds	2406	3023	-	BBJOLO_01135		hypothetical protein	PFAM:PF00150.24
CADBPJ010000157.1	cds	185	1516	+	BBJOLO_01136		Terminase large subunit	SO:0001217, UniRef:UniRef50_R9LSU9
CADBPJ010000157.1	cds	1650	1937	+	BBJOLO_01137		Damage-inducible protein J	SO:0001217, UniRef:UniRef50_A0A7U9N7J7
CADBPJ010000157.1	cds	1943	2359	+	BBJOLO_01138		Nucleic acid binding protein	SO:0001217, UniRef:UniRef50_C9LW49
CADBPJ010000157.1	cds	2551	2856	+	BBJOLO_01139		Addiction module antitoxin, RelB/DinJ family	SO:0001217, UniRef:UniRef50_Q0B0K0
CADBPJ010000157.1	cds	2853	3164	+	BBJOLO_01140		Plasmid stabilization system protein	SO:0001217, UniRef:UniRef50_G5GP18
CADBPJ010000157.1	cds	3232	4461	+	BBJOLO_01141		HK97 family phage portal protein	SO:0001217, UniRef:UniRef50_K1LU85
CADBPJ010000158.1	cds	26	505	+	BBJOLO_01142		hypothetical protein	PFAM:PF00037.32, PFAM:PF10589.14, PFAM:PF12797.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13237.11
CADBPJ010000158.1	cds	523	2256	+	BBJOLO_01143	hndC	NADP-reducing hydrogenase subunit HndC	SO:0001217, UniRef:UniRef50_A0A140LAJ5
CADBPJ010000158.1	cds	2478	4184	+	BBJOLO_01144		Adenine deaminase	SO:0001217, UniRef:UniRef50_A0A1G8QLB0
CADBPJ010000158.1	cds	4365	5213	-	BBJOLO_01145		hypothetical protein	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF12833.13
CADBPJ010000158.1	cds	5376	6392	+	BBJOLO_01146		hypothetical protein	PFAM:PF00251.26, PFAM:PF04041.19, PFAM:PF04616.20
CADBPJ010000158.1	cds	6501	7412	+	BBJOLO_01147		hypothetical protein	
CADBPJ010000158.1	cds	7412	8086	+	BBJOLO_01148		Metallo-beta-lactamase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A353F0E6
CADBPJ010000158.1	cds	8103	9254	+	BBJOLO_01149		Galactonate dehydratase	SO:0001217, UniRef:UniRef50_A0A4R5KL91
CADBPJ010000158.1	cds	9518	10291	+	BBJOLO_01150		SDR family oxidoreductase	SO:0001217, UniRef:UniRef50_A0A353EWD7
CADBPJ010000159.1	cds	479	1456	-	BBJOLO_01151		4-hydroxy-2-oxovalerate aldolase	SO:0001217, UniRef:UniRef50_A0A286RLD1
CADBPJ010000159.1	ncRNA-region	1599	1830	+			T-box leader	RFAM:RF00230, SO:0000140
CADBPJ010000159.1	cds	1877	2896	+	BBJOLO_01152		Phenylalanine--tRNA ligase alpha subunit	SO:0001217, UniRef:UniRef50_A3DBX6
CADBPJ010000159.1	cds	2919	5297	+	BBJOLO_01153		Phenylalanine--tRNA ligase beta subunit	SO:0001217, UniRef:UniRef50_Q8R9C7
CADBPJ010000159.1	cds	5297	6025	+	BBJOLO_01154		hypothetical protein	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13489.12, PFAM:PF13649.12
CADBPJ010000159.1	cds	6151	6333	+	BBJOLO_01155		hypothetical protein	
CADBPJ010000159.1	cds	6444	7028	+	BBJOLO_01156		hypothetical protein	
CADBPJ010000160.1	cds	1721	2485	+	BBJOLO_01157		Single-strand binding protein/Primosomal replication protein n	SO:0001217, UniRef:UniRef50_A3DCW6
CADBPJ010000160.1	cds	2368	3156	-	BBJOLO_01158		hypothetical protein	
CADBPJ010000160.1	cds	3240	3695	-	BBJOLO_01159		hypothetical protein	
CADBPJ010000160.1	cds	3830	6382	+	BBJOLO_01160		hypothetical protein	PFAM:PF00690.31, PFAM:PF00702.32, PFAM:PF08282.18
CADBPJ010000160.1	tRNA	6529	6604	+	BBJOLO_01161	trnV	tRNA-Val(tac)	SO:0000273
CADBPJ010000160.1	tRNA	6627	6703	+	BBJOLO_01162	trnD	tRNA-Asp(gtc)	SO:0000256
CADBPJ010000160.1	tRNA	6707	6782	+	BBJOLO_01163	trnF	tRNA-Phe(gaa)	SO:0000267
CADBPJ010000160.1	tRNA	6788	6862	+	BBJOLO_01164	trnG	tRNA-Gly(gcc)	SO:0000260
CADBPJ010000160.1	tRNA	6899	6973	+	BBJOLO_01165	trnC	tRNA-Cys(gca)	SO:0000258
CADBPJ010000160.1	cds	7143	8336	+	BBJOLO_01166		hypothetical protein	PFAM:PF01841.26, PFAM:PF04473.18
CADBPJ010000160.1	cds	8451	9095	-	BBJOLO_01167		Phosphoglycolate phosphatase	SO:0001217, UniRef:UniRef50_A0A173YXA8
CADBPJ010000160.1	cds	9092	9757	-	BBJOLO_01168		hypothetical protein	PFAM:PF04055.27
CADBPJ010000161.1	cds	13	432	+	BBJOLO_01169		hypothetical protein	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000161.1	cds	551	2197	-	BBJOLO_01170		hypothetical protein	PFAM:PF02463.25, PFAM:PF13304.12, PFAM:PF13476.12
CADBPJ010000161.1	cds	2201	2656	-	BBJOLO_01171		hypothetical protein	PFAM:PF01316.27, PFAM:PF02863.23
CADBPJ010000161.1	cds	2668	3492	-	BBJOLO_01172		hypothetical protein	PFAM:PF01513.26, PFAM:PF20143.4
CADBPJ010000161.1	cds	3559	3852	-	BBJOLO_01173		hypothetical protein	PFAM:PF01541.30
CADBPJ010000161.1	cds	3949	4128	-	BBJOLO_01174		Small acid-soluble spore protein C2	SO:0001217, UniRef:UniRef50_A0A174T849
CADBPJ010000161.1	cds	4258	6693	-	BBJOLO_01175		AAA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7K0RJ90
CADBPJ010000161.1	cds	6709	7707	-	BBJOLO_01176		Protein-arginine kinase	SO:0001217, UniRef:UniRef50_A0A9D1LWD3
CADBPJ010000161.1	cds	7704	8078	-	BBJOLO_01177		hypothetical protein	
CADBPJ010000161.1	cds	8078	8506	-	BBJOLO_01178		hypothetical protein	PFAM:PF05848.17, PFAM:PF17727.6
CADBPJ010000161.1	cds	8925	11645	+	BBJOLO_01179	secA	Protein translocase subunit SecA	SO:0001217, UniRef:UniRef50_A9KS12
CADBPJ010000161.1	cds	11955	12926	+	BBJOLO_01180		Peptide chain release factor 2	SO:0001217, UniRef:UniRef50_E4Q4W3
CADBPJ010000162.1	cds	172	363	+	BBJOLO_01181		hypothetical protein	
CADBPJ010000162.1	cds	366	1952	+	BBJOLO_01182		hypothetical protein	PFAM:PF00370.27
CADBPJ010000163.1	cds	7	324	+	BBJOLO_01183		hypothetical protein	
CADBPJ010000163.1	cds	351	662	+	BBJOLO_01184		hypothetical protein	
CADBPJ010000163.1	cds	677	2500	+	BBJOLO_01185		hypothetical protein	PFAM:PF00395.25, PFAM:PF09479.16
CADBPJ010000163.1	cds	2583	2789	+	BBJOLO_01186		hypothetical protein	
CADBPJ010000163.1	cds	2825	3790	+	BBJOLO_01187		hypothetical protein	
CADBPJ010000164.1	cds	45	1478	+	BBJOLO_01188		hypothetical protein	
CADBPJ010000164.1	cds	1540	1797	+	BBJOLO_01189		hypothetical protein	
CADBPJ010000164.1	cds	1853	4054	+	BBJOLO_01190		Toxin RTX-I translocation ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A6N3B0F3
CADBPJ010000164.1	cds	4059	4580	+	BBJOLO_01191		hypothetical protein	
CADBPJ010000164.1	cds	4584	6092	+	BBJOLO_01192		hypothetical protein	
CADBPJ010000165.1	cds	76	378	+	BBJOLO_01193		hypothetical protein	
CADBPJ010000165.1	cds	2206	2448	-	BBJOLO_01194		hypothetical protein	
CADBPJ010000165.1	cds	2548	2745	-	BBJOLO_01195		hypothetical protein	
CADBPJ010000166.1	cds	12	362	+	BBJOLO_01196		hypothetical protein	PFAM:PF11738.13
CADBPJ010000166.1	tRNA	459	534	+	BBJOLO_01197	trnW	tRNA-Trp(cca)	SO:0000271
CADBPJ010000166.1	cds	843	1088	-	BBJOLO_01198		hypothetical protein	
CADBPJ010000166.1	cds	1551	3323	+	BBJOLO_01199		hypothetical protein	PFAM:PF02518.31, PFAM:PF06580.19
CADBPJ010000166.1	cds	3347	4765	+	BBJOLO_01200		hypothetical protein	PFAM:PF00072.30, PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000166.1	cds	4965	5912	+	BBJOLO_01201		hypothetical protein	
CADBPJ010000166.1	cds	5930	6814	+	BBJOLO_01202		hypothetical protein	
CADBPJ010000166.1	cds	7130	7597	-	BBJOLO_01203		hypothetical protein	
CADBPJ010000167.1	cds	163	831	+	BBJOLO_01204		Adenylate kinase	SO:0001217, UniRef:UniRef50_B5EFS1
CADBPJ010000167.1	cds	836	1582	+	BBJOLO_01205		Methionine aminopeptidase	SO:0001217, UniRef:UniRef50_D4MYI3
CADBPJ010000167.1	cds	1595	1843	+	BBJOLO_01206		hypothetical protein	
CADBPJ010000167.1	cds	1855	2073	+	BBJOLO_01207		Translation initiation factor IF-1	SO:0001217, UniRef:UniRef50_D3P915
CADBPJ010000167.1	cds	2093	2206	+	BBJOLO_01208		Large ribosomal subunit protein bL36	SO:0001217, UniRef:UniRef50_Q5SHR2
CADBPJ010000167.1	cds	2324	2692	+	BBJOLO_01209		Small ribosomal subunit protein uS13	SO:0001217, UniRef:UniRef50_Q0K642
CADBPJ010000167.1	cds	2711	3109	+	BBJOLO_01210		Small ribosomal subunit protein uS11	SO:0001217, UniRef:UniRef50_A9VPA3
CADBPJ010000168.1	cds	554	2401	+	BBJOLO_01211		hypothetical protein	PFAM:PF00150.24
CADBPJ010000168.1	cds	2404	3237	+	BBJOLO_01212		hypothetical protein	PFAM:PF12706.13
CADBPJ010000169.1	cds	295	945	+	BBJOLO_01213		hypothetical protein	
CADBPJ010000169.1	cds	984	1697	+	BBJOLO_01214		hypothetical protein	
CADBPJ010000169.1	cds	1687	1953	+	BBJOLO_01215	pqqD	PqqD family protein	SO:0001217, UniRef:UniRef50_C8W2H1
CADBPJ010000169.1	cds	1957	2442	+	BBJOLO_01216		hypothetical protein	PFAM:PF00186.24
CADBPJ010000169.1	cds	2472	3032	-	BBJOLO_01217		hypothetical protein	PFAM:PF25137.1
CADBPJ010000170.1	cds	316	792	-	BBJOLO_01218		NADPH-dependent 7-cyano-7-deazaguanine reductase	SO:0001217, UniRef:UniRef50_Q9KAP6
CADBPJ010000170.1	cds	811	1650	-	BBJOLO_01219		Arogenate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1C5UBX7
CADBPJ010000170.1	cds	1991	3274	-	BBJOLO_01220		O-acetylhomoserine sulfhydrolase	SO:0001217, UniRef:UniRef50_A0A174QRI5
CADBPJ010000170.1	cds	3255	4232	-	BBJOLO_01221		hypothetical protein	
CADBPJ010000170.1	cds	4320	5843	-	BBJOLO_01222		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	SO:0001217, UniRef:UniRef50_Q6FFD5
CADBPJ010000170.1	cds	5951	6703	-	BBJOLO_01223		Triosephosphate isomerase	SO:0001217, UniRef:UniRef50_O83548
CADBPJ010000170.1	cds	6719	7339	-	BBJOLO_01224		Acetylxylan esterase	SO:0001217, UniRef:UniRef50_A0A645D596
CADBPJ010000170.1	cds	7520	8704	-	BBJOLO_01225		Phosphoglycerate kinase	SO:0001217, UniRef:UniRef50_O52632
CADBPJ010000170.1	cds	8853	9362	-	BBJOLO_01226		hypothetical protein	PFAM:PF07670.19
CADBPJ010000170.1	cds	9402	10661	-	BBJOLO_01227		DUF1015 domain-containing protein	SO:0001217, UniRef:UniRef50_R9M6E6
CADBPJ010000170.1	cds	10674	11162	-	BBJOLO_01228		Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase	SO:0001217, UniRef:UniRef50_A0A173Y1Q1
CADBPJ010000170.1	cds	11286	13673	-	BBJOLO_01229	mutS2	Endonuclease MutS2	SO:0001217, UniRef:UniRef50_A0A9D1MCC6
