#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CADBPJ010000104.1	1285	1671	-	BBJOLO_00795	13.5	4.6		
CADBPJ010000104.1	1655	2269	-	BBJOLO_00796	23.3	9.9		
CADBPJ010000104.1	2879	3619	-	BBJOLO_00798	28.7	5.0		
CADBPJ010000104.1	3619	3963	-	BBJOLO_00799	12.8	8.8		
CADBPJ010000106.1	91	900	+	BBJOLO_00802	30.1	4.9	PF17167.10|Glyco_hydro_36	PFAM:PF17167.10
CADBPJ010000106.1	923	1186	+	BBJOLO_00803	10.5	6.4		
CADBPJ010000106.1	1179	1634	+	BBJOLO_00804	17.5	4.7		
CADBPJ010000107.1	24	200	-	BBJOLO_00806	7.1	6.1	PF12728.13|HTH_17	PFAM:PF12728.13
CADBPJ010000107.1	354	1457	+	BBJOLO_00807	42.8	5.1		
CADBPJ010000108.1	260	1009	+	BBJOLO_00808	28.3	4.9	PF00395.25|SLH, PF14903.11|WG_beta_rep	PFAM:PF00395.25, PFAM:PF14903.11
CADBPJ010000108.1	1162	2430	-	BBJOLO_00809	48.4	4.5	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000108.1	2502	3611	-	BBJOLO_00810	41.0	5.8		
CADBPJ010000108.1	3949	4740	-	BBJOLO_00811	30.6	4.9	PF14285.11|DUF4367	PFAM:PF14285.11
CADBPJ010000108.1	4737	5330	-	BBJOLO_00812	23.4	6.2	PF04542.20|Sigma70_r2, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF08281.18
CADBPJ010000108.1	5406	5603	-	BBJOLO_00813	7.3	10.4		
CADBPJ010000108.1	5675	6160	-	BBJOLO_00814	18.8	5.5		
CADBPJ010000108.1	7157	9460	-	BBJOLO_00816	82.3	9.3		
CADBPJ010000108.1	9472	9957	-	BBJOLO_00817	18.7	8.7	PF00990.26|GGDEF	PFAM:PF00990.26
CADBPJ010000108.1	10018	10290	-	BBJOLO_00818	10.3	5.3		
CADBPJ010000108.1	13003	13578	-	BBJOLO_00820	22.2	6.3		
CADBPJ010000108.1	14512	15111	-	BBJOLO_00822	23.5	5.0		
CADBPJ010000109.1	37	522	+	BBJOLO_00823	18.2	5.9	PF22740.1|PapZ_C	PFAM:PF22740.1
CADBPJ010000109.1	582	1430	+	BBJOLO_00824	31.8	8.5	PF02650.20|HTH_WhiA, PF14527.11|LAGLIDADG_WhiA, PF14528.11|LAGLIDADG_3	PFAM:PF02650.20, PFAM:PF14527.11, PFAM:PF14528.11
CADBPJ010000109.1	5039	5254	+	BBJOLO_00826	8.3	4.7		
CADBPJ010000109.1	7822	9273	+	BBJOLO_00830	55.4	4.7	PF07833.16|Cu_amine_oxidN1	PFAM:PF07833.16
CADBPJ010000110.1	2752	3471	-	BBJOLO_00834	27.3	4.7		
CADBPJ010000110.1	3556	4305	-	BBJOLO_00835	28.1	5.3		
CADBPJ010000110.1	5630	6052	-	BBJOLO_00837	15.5	5.0	PF00702.32|Hydrolase, PF13242.12|Hydrolase_like	PFAM:PF00702.32, PFAM:PF13242.12
CADBPJ010000111.1	2951	3838	+	BBJOLO_00842	33.8	5.4	PF01261.30|AP_endonuc_2	PFAM:PF01261.30
CADBPJ010000111.1	3862	4479	+	BBJOLO_00843	22.9	4.1	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000111.1	4495	5205	-	BBJOLO_00844	26.6	5.2	PF00717.28|Peptidase_S24, PF13443.12|HTH_26	PFAM:PF00717.28, PFAM:PF13443.12
CADBPJ010000111.1	5457	5693	+	BBJOLO_00845	9.1	5.4		
CADBPJ010000111.1	5707	5904	+	BBJOLO_00846	7.7	5.7		
CADBPJ010000111.1	5904	6173	+	BBJOLO_00847	10.8	5.5		
CADBPJ010000111.1	6213	6926	-	BBJOLO_00848	26.0	4.1	PF01551.29|Peptidase_M23	PFAM:PF01551.29
CADBPJ010000111.1	7113	7787	+	BBJOLO_00849	25.7	5.8		
CADBPJ010000111.1	7865	8215	+	BBJOLO_00850	12.8	9.4		
CADBPJ010000112.1	56	391	+	BBJOLO_00851	12.1	8.7	PF17147.9|PFOR_II	PFAM:PF17147.9
CADBPJ010000112.1	1151	1693	+	BBJOLO_00853	19.3	5.3	PF01558.24|POR	PFAM:PF01558.24
CADBPJ010000112.1	1690	2244	-	BBJOLO_00854	20.9	8.3		
CADBPJ010000112.1	3028	4380	+	BBJOLO_00856	50.3	4.9	PF03413.25|PepSY, PF14620.12|YPEB_PepSY1-2, PF20769.2|YPEB_N	PFAM:PF03413.25, PFAM:PF14620.12, PFAM:PF20769.2
CADBPJ010000112.1	4377	4829	-	BBJOLO_00857	17.5	9.8		
CADBPJ010000113.1	133	813	+	BBJOLO_00858	27.2	4.7		
CADBPJ010000113.1	827	1717	+	BBJOLO_00859	34.7	4.5		
CADBPJ010000113.1	1704	1847	+	BBJOLO_00860	5.4	5.5		
CADBPJ010000113.1	1844	2347	+	BBJOLO_00861	18.7	4.8		
CADBPJ010000114.1	2156	2953	+	BBJOLO_00865	30.5	5.8	PF00165.29|HTH_AraC, PF02311.25|AraC_binding, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF12833.13
CADBPJ010000114.1	3032	4228	-	BBJOLO_00866	43.3	5.1	PF00365.25|PFK	PFAM:PF00365.25
CADBPJ010000115.1	2856	3638	-	BBJOLO_00869	28.8	5.7	PF00149.33|Metallophos, PF13277.11|YmdB	PFAM:PF00149.33, PFAM:PF13277.11
CADBPJ010000116.1	41	1504	+	BBJOLO_00872	54.8	4.3		
CADBPJ010000116.1	1620	4880	+	BBJOLO_00873	121.4	4.6	PF13229.12|Beta_helix	PFAM:PF13229.12
CADBPJ010000116.1	4928	7654	+	BBJOLO_00874	100.9	5.1	PF00933.27|Glyco_hydro_3, PF01915.27|Glyco_hydro_3_C	PFAM:PF00933.27, PFAM:PF01915.27
CADBPJ010000116.1	7903	8121	+	BBJOLO_00875	8.3	5.7	PF18495.6|VbhA	PFAM:PF18495.6
CADBPJ010000116.1	8858	9535	-	BBJOLO_00877	26.1	5.0	PF09479.16|Flg_new	PFAM:PF09479.16
CADBPJ010000117.1	5061	5906	+	BBJOLO_00881	31.6	7.2	PF00149.33|Metallophos, PF12850.12|Metallophos_2	PFAM:PF00149.33, PFAM:PF12850.12
CADBPJ010000117.1	6936	7598	-	BBJOLO_00883	25.1	4.6		
CADBPJ010000117.1	8176	9186	-	BBJOLO_00885	38.1	4.7	PF00702.32|Hydrolase, PF13242.12|Hydrolase_like	PFAM:PF00702.32, PFAM:PF13242.12
CADBPJ010000117.1	9814	10440	-	BBJOLO_00887	23.0	4.9		
CADBPJ010000119.1	387	836	-	BBJOLO_00891	17.2	4.7		
CADBPJ010000119.1	836	1819	-	BBJOLO_00892	36.4	5.1	PF13472.12|Lipase_GDSL_2	PFAM:PF13472.12
CADBPJ010000119.1	1842	2456	-	BBJOLO_00893	22.2	4.8		
CADBPJ010000120.1	168	725	+	BBJOLO_00894	21.5	5.2		
CADBPJ010000120.1	1042	1908	+	BBJOLO_00895	34.5	5.2	PF19481.4|DUF6017	PFAM:PF19481.4
CADBPJ010000120.1	2864	3226	+	BBJOLO_00897	14.0	8.8		
CADBPJ010000120.1	3226	3513	+	BBJOLO_00898	11.0	5.3		
CADBPJ010000120.1	3523	4086	+	BBJOLO_00899	21.4	5.2		
CADBPJ010000121.1	27	284	+	BBJOLO_00900	9.1	4.6	PF13662.12|Toprim_4, PF21175.2|RecR_C	PFAM:PF13662.12, PFAM:PF21175.2
CADBPJ010000122.1	267	1115	+	BBJOLO_00904	32.9	8.8	PF00165.29|HTH_AraC, PF02311.25|AraC_binding, PF07883.17|Cupin_2, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF07883.17, PFAM:PF12833.13
CADBPJ010000122.1	1164	2702	-	BBJOLO_00905	57.9	5.1	PF01228.26|Gly_radical	PFAM:PF01228.26
CADBPJ010000123.1	36	461	+	BBJOLO_00906	15.4	6.7		
CADBPJ010000123.1	454	1434	+	BBJOLO_00907	35.3	5.1	PF00108.29|Thiolase_N, PF08541.16|ACP_syn_III_C, PF08545.16|ACP_syn_III	PFAM:PF00108.29, PFAM:PF08541.16, PFAM:PF08545.16
CADBPJ010000123.1	1330	1782	-	BBJOLO_00908	16.0	9.6		
CADBPJ010000124.1	7	453	+	BBJOLO_00909	16.2	4.7	PF00005.33|ABC_tran	PFAM:PF00005.33
CADBPJ010000124.1	2344	4488	+	BBJOLO_00911	82.8	5.4	PF20013.4|GAP1-N2	PFAM:PF20013.4
CADBPJ010000124.1	4511	5218	+	BBJOLO_00912	26.8	5.5		
CADBPJ010000124.1	5243	5587	+	BBJOLO_00913	13.1	5.3		
CADBPJ010000124.1	18842	19723	-	BBJOLO_00922	31.8	4.5		
CADBPJ010000125.1	453	1568	-	BBJOLO_00929	39.6	8.4	PF00155.27|Aminotran_1_2, PF00266.25|Aminotran_5, PF01041.23|DegT_DnrJ_EryC1, PF01212.27|Beta_elim_lyase	PFAM:PF00155.27, PFAM:PF00266.25, PFAM:PF01041.23, PFAM:PF01212.27
CADBPJ010000125.1	1555	1797	-	BBJOLO_00930	8.8	9.5		
CADBPJ010000125.1	4096	4941	+	BBJOLO_00933	32.3	4.6		
CADBPJ010000125.1	4965	5888	-	BBJOLO_00934	35.1	8.1		
CADBPJ010000126.1	194	742	-	BBJOLO_00935	20.5	6.7		
CADBPJ010000126.1	735	1274	-	BBJOLO_00936	19.4	4.8	PF01965.30|DJ-1_PfpI	PFAM:PF01965.30
CADBPJ010000126.1	5299	5985	+	BBJOLO_00942	25.3	5.3		
CADBPJ010000127.1	1091	1519	+	BBJOLO_00944	16.3	9.3		
CADBPJ010000127.1	2347	2940	-	BBJOLO_00945	21.9	5.2		
CADBPJ010000128.1	50	1363	-	BBJOLO_00946	50.5	4.9		
CADBPJ010000128.1	1547	1729	+	BBJOLO_00947	6.8	10.4		
CADBPJ010000128.1	1829	2476	+	BBJOLO_00948	25.5	6.8	PF00882.24|Zn_dep_PLPC	PFAM:PF00882.24
CADBPJ010000128.1	2502	4031	-	BBJOLO_00949	57.4	4.5	PF01476.26|LysM, PF12673.12|SipL	PFAM:PF01476.26, PFAM:PF12673.12
CADBPJ010000128.1	4240	4428	-	BBJOLO_00950	7.0	4.4		
CADBPJ010000128.1	4447	5112	-	BBJOLO_00951	23.5	4.7		
CADBPJ010000128.1	5840	6130	+	BBJOLO_00953	10.5	4.6	PF01909.29|NTP_transf_2, PF18765.7|Polbeta, PF22600.2|MTPAP-like_central	PFAM:PF01909.29, PFAM:PF18765.7, PFAM:PF22600.2
CADBPJ010000128.1	7534	9183	-	BBJOLO_00956	62.1	4.8	PF02463.25|SMC_N	PFAM:PF02463.25
CADBPJ010000129.1	112	258	+	BBJOLO_00957	5.7	7.8		
CADBPJ010000129.1	11596	12579	+	BBJOLO_00965	38.4	5.6	PF19481.4|DUF6017	PFAM:PF19481.4
CADBPJ010000130.1	3579	4817	+	BBJOLO_00967	44.4	5.0	PF02875.26|Mur_ligase_C, PF08245.18|Mur_ligase_M	PFAM:PF02875.26, PFAM:PF08245.18
CADBPJ010000130.1	5675	6139	+	BBJOLO_00969	17.9	6.1		
CADBPJ010000130.1	7762	8508	-	BBJOLO_00971	28.5	5.3		
CADBPJ010000130.1	8887	10911	-	BBJOLO_00973	73.6	4.9	PF02272.25|DHHA1, PF07973.19|tRNA_SAD	PFAM:PF02272.25, PFAM:PF07973.19
CADBPJ010000131.1	204	1184	-	BBJOLO_00974	35.8	4.6		
CADBPJ010000132.1	1122	1433	-	BBJOLO_00977	11.3	5.0		
CADBPJ010000132.1	4465	5721	-	BBJOLO_00979	46.0	7.5		
CADBPJ010000133.1	415	618	+	BBJOLO_00980	7.3	9.8		
CADBPJ010000134.1	3246	5513	-	BBJOLO_00988	86.9	9.0	PF00037.32|Fer4, PF04432.18|FrhB_FdhB_C, PF12838.12|Fer4_7	PFAM:PF00037.32, PFAM:PF04432.18, PFAM:PF12838.12
CADBPJ010000134.1	5550	6386	-	BBJOLO_00989	32.7	9.2		
CADBPJ010000134.1	8546	9019	-	BBJOLO_00992	18.8	9.5		
CADBPJ010000135.1	1308	1961	-	BBJOLO_00993	23.9	5.2		
CADBPJ010000135.1	2030	2413	-	BBJOLO_00994	14.3	4.3		
CADBPJ010000136.1	115	549	+	BBJOLO_00995	16.9	9.3		
CADBPJ010000136.1	3344	3652	-	BBJOLO_01001	11.7	5.0		
CADBPJ010000138.1	14	427	+	BBJOLO_01014	14.2	5.6		
CADBPJ010000139.1	1900	2871	-	BBJOLO_01019	36.4	8.6	PF08478.15|POTRA_1	PFAM:PF08478.15
CADBPJ010000140.1	9	1256	+	BBJOLO_01021	46.5	4.5		
CADBPJ010000140.1	1253	1657	+	BBJOLO_01022	14.7	8.9		
CADBPJ010000141.1	375	1289	+	BBJOLO_01023	35.4	6.8	PF00165.29|HTH_AraC, PF02311.25|AraC_binding, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF12833.13
CADBPJ010000142.1	4	486	+	BBJOLO_01025	19.5	9.0		
CADBPJ010000142.1	483	1343	+	BBJOLO_01026	32.9	8.9	PF00535.33|Glycos_transf_2	PFAM:PF00535.33
CADBPJ010000142.1	1386	2474	+	BBJOLO_01027	41.8	9.5		
CADBPJ010000143.1	1191	1493	+	BBJOLO_01029	11.7	4.9	PF01250.22|Ribosomal_S6	PFAM:PF01250.22
CADBPJ010000143.1	1511	1990	+	BBJOLO_01030	17.8	4.8	PF00436.31|SSB	PFAM:PF00436.31
CADBPJ010000143.1	2391	2918	-	BBJOLO_01032	19.8	6.3		
CADBPJ010000143.1	3928	4641	+	BBJOLO_01034	26.5	8.2	PF00455.28|DeoRC, PF08220.18|HTH_DeoR	PFAM:PF00455.28, PFAM:PF08220.18
CADBPJ010000143.1	4843	5496	+	BBJOLO_01035	25.2	6.0		
CADBPJ010000145.1	1216	1752	-	BBJOLO_01043	20.8	9.3		
CADBPJ010000145.1	1818	2759	+	BBJOLO_01044	35.7	8.9	PF13308.11|YARHG	PFAM:PF13308.11
CADBPJ010000145.1	11923	13542	-	BBJOLO_01053	60.2	5.1	PF00989.32|PAS, PF02518.31|HATPase_c, PF13188.13|PAS_8, PF13426.13|PAS_9, PF14501.12|HATPase_c_5, PF14689.11|SPOB_a	PFAM:PF00989.32, PFAM:PF02518.31, PFAM:PF13188.13, PFAM:PF13426.13, PFAM:PF14501.12, PFAM:PF14689.11
CADBPJ010000145.1	13734	14048	+	BBJOLO_01054	12.2	9.6		
CADBPJ010000145.1	14045	14614	+	BBJOLO_01055	21.6	5.3		
CADBPJ010000145.1	14652	15428	+	BBJOLO_01056	29.0	9.5		
CADBPJ010000145.1	15453	16505	+	BBJOLO_01057	39.1	5.5		
CADBPJ010000145.1	17974	18552	+	BBJOLO_01059	21.9	9.6		
CADBPJ010000146.1	1045	2220	-	BBJOLO_01064	42.3	5.2	PF01266.30|DAO, PF07992.20|Pyr_redox_2, PF13450.12|NAD_binding_8	PFAM:PF01266.30, PFAM:PF07992.20, PFAM:PF13450.12
CADBPJ010000146.1	2236	3369	-	BBJOLO_01065	42.8	6.0	PF01408.29|GFO_IDH_MocA, PF02894.22|GFO_IDH_MocA_C, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF01408.29, PFAM:PF02894.22, PFAM:PF22725.1
CADBPJ010000146.1	3395	4471	-	BBJOLO_01066	40.2	5.0	PF01408.29|GFO_IDH_MocA, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF01408.29, PFAM:PF22725.1
CADBPJ010000147.1	637	1047	-	BBJOLO_01068	15.7	5.2	PF01029.23|NusB	PFAM:PF01029.23
CADBPJ010000147.1	2264	4483	-	BBJOLO_01070	84.5	5.9	PF00575.29|S1, PF00773.24|RNB, PF08206.17|OB_RNB, PF17876.7|CSD2	PFAM:PF00575.29, PFAM:PF00773.24, PFAM:PF08206.17, PFAM:PF17876.7
CADBPJ010000147.1	4517	5020	-	BBJOLO_01071	18.9	5.4	PF01202.28|SKI	PFAM:PF01202.28
CADBPJ010000147.1	5883	6554	-	BBJOLO_01073	25.8	4.9		
CADBPJ010000147.1	6682	7746	+	BBJOLO_01074	39.6	5.5		
CADBPJ010000147.1	7736	8602	-	BBJOLO_01075	31.7	9.6	PF00892.27|EamA	PFAM:PF00892.27
CADBPJ010000147.1	9993	10811	-	BBJOLO_01077	31.7	5.0	PF07719.23|TPR_2, PF12895.13|ANAPC3, PF13174.12|TPR_6, PF13181.12|TPR_8, PF13428.12|TPR_14, PF14559.12|TPR_19, PF14853.12|Fis1_TPR_C	PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13174.12, PFAM:PF13181.12, PFAM:PF13428.12, PFAM:PF14559.12, PFAM:PF14853.12
CADBPJ010000147.1	10877	11044	-	BBJOLO_01078	6.4	9.0	PF05979.17|DUF896	PFAM:PF05979.17
CADBPJ010000147.1	11874	12500	-	BBJOLO_01080	23.4	7.6	PF01202.28|SKI, PF13189.12|Cytidylate_kin2	PFAM:PF01202.28, PFAM:PF13189.12
CADBPJ010000147.1	12515	13129	-	BBJOLO_01081	23.9	9.3	PF01464.25|SLT	PFAM:PF01464.25
CADBPJ010000147.1	13083	13682	-	BBJOLO_01082	22.2	8.9	PF01121.26|CoaE	PFAM:PF01121.26
CADBPJ010000148.1	167	1738	+	BBJOLO_01084	58.0	4.4		
CADBPJ010000148.1	1814	5317	+	BBJOLO_01085	127.3	4.9		
CADBPJ010000148.1	5436	6851	+	BBJOLO_01086	51.9	4.8		
CADBPJ010000148.1	6946	7878	+	BBJOLO_01087	35.3	9.5		
CADBPJ010000148.1	7890	8807	+	BBJOLO_01088	34.3	9.6		
CADBPJ010000148.1	8933	9793	-	BBJOLO_01089	33.7	8.1	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000148.1	10052	13093	+	BBJOLO_01090	116.6	4.9	PF01074.27|Glyco_hydro_38N, PF03065.20|Glyco_hydro_57, PF07748.19|Glyco_hydro_38C, PF09261.16|Alpha-mann_mid, PF17677.7|Glyco_hydro38C2	PFAM:PF01074.27, PFAM:PF03065.20, PFAM:PF07748.19, PFAM:PF09261.16, PFAM:PF17677.7
CADBPJ010000148.1	13185	14909	+	BBJOLO_01091	65.3	4.9		
CADBPJ010000149.1	1216	2214	-	BBJOLO_01093	36.7	4.6	PF00639.27|Rotamase, PF13616.12|Rotamase_3	PFAM:PF00639.27, PFAM:PF13616.12
CADBPJ010000150.1	5	226	+	BBJOLO_01095	8.5	4.8		
CADBPJ010000150.1	3574	3741	-	BBJOLO_01097	6.2	9.1		
CADBPJ010000151.1	2132	4012	+	BBJOLO_01101	70.0	4.7	PF00004.35|AAA, PF13177.12|DNA_pol3_delta2, PF22608.2|DNAX_ATPase_lid	PFAM:PF00004.35, PFAM:PF13177.12, PFAM:PF22608.2
CADBPJ010000152.1	4339	4431	-	BBJOLO_01106	3.2	10.1		
CADBPJ010000152.1	4428	5123	-	BBJOLO_01107	25.7	4.7	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000152.1	8261	9169	-	BBJOLO_01111	34.7	9.4		
CADBPJ010000152.1	9235	10071	-	BBJOLO_01112	31.4	8.6		
CADBPJ010000152.1	10749	11768	+	BBJOLO_01114	37.1	9.5		
CADBPJ010000153.1	428	703	+	BBJOLO_01115	9.7	6.2		
CADBPJ010000153.1	1360	5262	-	BBJOLO_01116	147.5	4.7		
CADBPJ010000154.1	572	4135	-	BBJOLO_01117	137.7	5.2	PF00270.35|DEAD, PF00580.27|UvrD-helicase, PF12705.13|PDDEXK_1, PF13245.12|AAA_19, PF13361.12|UvrD_C, PF13538.12|UvrD_C_2	PFAM:PF00270.35, PFAM:PF00580.27, PFAM:PF12705.13, PFAM:PF13245.12, PFAM:PF13361.12, PFAM:PF13538.12
CADBPJ010000154.1	4135	5667	-	BBJOLO_01118	58.1	5.1	PF12705.13|PDDEXK_1	PFAM:PF12705.13
CADBPJ010000155.1	3836	4666	-	BBJOLO_01121	31.1	4.6	PF14478.12|DUF4430	PFAM:PF14478.12
CADBPJ010000155.1	6339	9026	-	BBJOLO_01123	97.3	4.4	PF00395.25|SLH, PF14478.12|DUF4430	PFAM:PF00395.25, PFAM:PF14478.12
CADBPJ010000155.1	9578	11404	-	BBJOLO_01124	70.3	5.0		
CADBPJ010000155.1	11894	12088	-	BBJOLO_01126	7.2	5.7	PF04324.20|Fer2_BFD	PFAM:PF04324.20
CADBPJ010000155.1	12656	13030	-	BBJOLO_01128	14.0	6.6		
CADBPJ010000155.1	13587	14459	-	BBJOLO_01130	31.8	6.0	PF01656.29|CbiA, PF02374.21|ArsA_ATPase, PF09140.17|MipZ, PF13614.12|AAA_31	PFAM:PF01656.29, PFAM:PF02374.21, PFAM:PF09140.17, PFAM:PF13614.12
CADBPJ010000155.1	14475	15314	-	BBJOLO_01131	31.1	5.3	PF03775.22|MinC_C, PF05209.18|MinC_N	PFAM:PF03775.22, PFAM:PF05209.18
CADBPJ010000155.1	15332	15601	-	BBJOLO_01132	9.4	8.1	PF00905.27|Transpeptidase	PFAM:PF00905.27
CADBPJ010000156.1	1938	2288	-	BBJOLO_01134	12.3	5.7		
CADBPJ010000156.1	2406	3023	-	BBJOLO_01135	24.6	5.1	PF00150.24|Cellulase	PFAM:PF00150.24
CADBPJ010000158.1	26	505	+	BBJOLO_01142	17.9	8.7	PF00037.32|Fer4, PF10589.14|NADH_4Fe-4S, PF12797.12|Fer4_2, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13237.11|Fer4_10	PFAM:PF00037.32, PFAM:PF10589.14, PFAM:PF12797.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13237.11
CADBPJ010000158.1	4365	5213	-	BBJOLO_01145	33.3	5.9	PF00165.29|HTH_AraC, PF02311.25|AraC_binding, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF12833.13
CADBPJ010000158.1	5376	6392	+	BBJOLO_01146	38.8	5.6	PF00251.26|Glyco_hydro_32N, PF04041.19|Glyco_hydro_130, PF04616.20|Glyco_hydro_43	PFAM:PF00251.26, PFAM:PF04041.19, PFAM:PF04616.20
CADBPJ010000158.1	6501	7412	+	BBJOLO_01147	35.2	5.4		
CADBPJ010000159.1	5297	6025	+	BBJOLO_01154	28.3	5.4	PF08241.18|Methyltransf_11, PF08242.18|Methyltransf_12, PF13489.12|Methyltransf_23, PF13649.12|Methyltransf_25	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13489.12, PFAM:PF13649.12
CADBPJ010000159.1	6151	6333	+	BBJOLO_01155	7.0	4.6		
CADBPJ010000159.1	6444	7028	+	BBJOLO_01156	22.7	4.7		
CADBPJ010000160.1	2368	3156	-	BBJOLO_01158	29.2	5.1		
CADBPJ010000160.1	3240	3695	-	BBJOLO_01159	17.6	9.8		
CADBPJ010000160.1	3830	6382	+	BBJOLO_01160	93.0	7.7	PF00690.31|Cation_ATPase_N, PF00702.32|Hydrolase, PF08282.18|Hydrolase_3	PFAM:PF00690.31, PFAM:PF00702.32, PFAM:PF08282.18
CADBPJ010000160.1	7143	8336	+	BBJOLO_01166	45.3	4.7	PF01841.26|Transglut_core, PF04473.18|DUF553	PFAM:PF01841.26, PFAM:PF04473.18
CADBPJ010000160.1	9092	9757	-	BBJOLO_01168	25.1	6.0	PF04055.27|Radical_SAM	PFAM:PF04055.27
CADBPJ010000161.1	13	432	+	BBJOLO_01169	16.1	9.2	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000161.1	551	2197	-	BBJOLO_01170	60.8	4.7	PF02463.25|SMC_N, PF13304.12|AAA_21, PF13476.12|AAA_23	PFAM:PF02463.25, PFAM:PF13304.12, PFAM:PF13476.12
CADBPJ010000161.1	2201	2656	-	BBJOLO_01171	16.3	6.1	PF01316.27|Arg_repressor, PF02863.23|Arg_repressor_C	PFAM:PF01316.27, PFAM:PF02863.23
CADBPJ010000161.1	2668	3492	-	BBJOLO_01172	29.9	5.1	PF01513.26|NAD_kinase, PF20143.4|NAD_kinase_C	PFAM:PF01513.26, PFAM:PF20143.4
CADBPJ010000161.1	3559	3852	-	BBJOLO_01173	11.2	9.5	PF01541.30|GIY-YIG	PFAM:PF01541.30
CADBPJ010000161.1	7704	8078	-	BBJOLO_01177	13.8	8.3		
CADBPJ010000161.1	8078	8506	-	BBJOLO_01178	16.5	5.5	PF05848.17|CtsR, PF17727.6|CtsR_C	PFAM:PF05848.17, PFAM:PF17727.6
CADBPJ010000162.1	172	363	+	BBJOLO_01181	7.6	9.9		
CADBPJ010000162.1	366	1952	+	BBJOLO_01182	59.0	5.1	PF00370.27|FGGY_N	PFAM:PF00370.27
CADBPJ010000163.1	7	324	+	BBJOLO_01183	11.9	5.1		
CADBPJ010000163.1	351	662	+	BBJOLO_01184	11.9	9.0		
CADBPJ010000163.1	677	2500	+	BBJOLO_01185	67.8	4.7	PF00395.25|SLH, PF09479.16|Flg_new	PFAM:PF00395.25, PFAM:PF09479.16
CADBPJ010000163.1	2583	2789	+	BBJOLO_01186	8.3	8.6		
CADBPJ010000163.1	2825	3790	+	BBJOLO_01187	37.7	5.0		
CADBPJ010000164.1	45	1478	+	BBJOLO_01188	55.6	9.3		
CADBPJ010000164.1	1540	1797	+	BBJOLO_01189	8.6	4.7		
CADBPJ010000164.1	4059	4580	+	BBJOLO_01191	19.6	5.2		
CADBPJ010000164.1	4584	6092	+	BBJOLO_01192	59.0	8.1		
CADBPJ010000165.1	76	378	+	BBJOLO_01193	10.8	4.1		
CADBPJ010000165.1	2206	2448	-	BBJOLO_01194	8.7	6.5		
CADBPJ010000165.1	2548	2745	-	BBJOLO_01195	7.2	10.0		
CADBPJ010000166.1	12	362	+	BBJOLO_01196	13.6	4.3	PF11738.13|DUF3298	PFAM:PF11738.13
CADBPJ010000166.1	843	1088	-	BBJOLO_01198	9.8	9.5		
CADBPJ010000166.1	1551	3323	+	BBJOLO_01199	67.4	5.5	PF02518.31|HATPase_c, PF06580.19|His_kinase	PFAM:PF02518.31, PFAM:PF06580.19
CADBPJ010000166.1	3347	4765	+	BBJOLO_01200	54.8	5.1	PF00072.30|Response_reg, PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00072.30, PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000166.1	4965	5912	+	BBJOLO_01201	35.4	9.2		
CADBPJ010000166.1	5930	6814	+	BBJOLO_01202	33.5	9.5		
CADBPJ010000166.1	7130	7597	-	BBJOLO_01203	18.3	9.8		
CADBPJ010000167.1	1595	1843	+	BBJOLO_01206	9.3	9.9		
CADBPJ010000168.1	554	2401	+	BBJOLO_01211	70.0	5.5	PF00150.24|Cellulase	PFAM:PF00150.24
CADBPJ010000168.1	2404	3237	+	BBJOLO_01212	31.4	5.4	PF12706.13|Lactamase_B_2	PFAM:PF12706.13
CADBPJ010000169.1	295	945	+	BBJOLO_01213	23.7	6.2		
CADBPJ010000169.1	984	1697	+	BBJOLO_01214	27.3	5.8		
CADBPJ010000169.1	1957	2442	+	BBJOLO_01216	18.7	5.9	PF00186.24|DHFR_1	PFAM:PF00186.24
CADBPJ010000169.1	2472	3032	-	BBJOLO_01217	20.6	5.2	PF25137.1|ADH_Fe_C	PFAM:PF25137.1
CADBPJ010000170.1	3255	4232	-	BBJOLO_01221	36.9	6.8		
