# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
CACVWD010000015.1	cds	20159	21742	+	BMNMOC_00469	624.0	8.6e-220	1.019	0.939	0.616	UniRef:UniRef50_O83488
CACVWD010000015.1	cds	22500	23168	-	BMNMOC_00470	-	-	-	-	-	-
CACVWD010000015.1	cds	23165	24385	-	BMNMOC_00471	-	-	-	-	-	-
CACVWD010000015.1	cds	24386	25312	-	BMNMOC_00472	-	-	-	-	-	-
CACVWD010000015.1	cds	25309	26406	-	BMNMOC_00473	-	-	-	-	-	-
CACVWD010000015.1	cds	26396	26872	-	BMNMOC_00474	174.0	1.7e-54	0.962	0.894	0.553	UniRef:UniRef50_J0MXJ0
CACVWD010000015.1	cds	26891	27817	-	BMNMOC_00475	372.0	1.6e-127	1.003	0.920	0.595	UniRef:UniRef50_J1H0Z7
CACVWD010000015.1	cds	27820	28647	-	BMNMOC_00476	262.0	1.1e-85	0.920	0.875	0.534	UniRef:UniRef50_A0A1G0XHA1
CACVWD010000015.1	cds	28795	30132	+	BMNMOC_00477	560.0	1.9e-197	1.002	0.943	0.612	UniRef:UniRef50_J1H1H5
CACVWD010000015.1	cds	30202	31653	-	BMNMOC_00478	-	-	-	-	-	-
CACVWD010000015.1	cds	31671	33653	-	BMNMOC_00479	-	-	-	-	-	-
CACVWD010000015.1	cds	33779	35167	-	BMNMOC_00480	526.0	1.1e-182	1.009	0.865	0.543	UniRef:UniRef50_A0A4U8QKG1
CACVWD010000015.1	cds	35164	36444	-	BMNMOC_00481	450.0	1.0e-154	1.007	0.953	0.527	UniRef:UniRef50_R4K1T0
CACVWD010000015.1	cds	36441	37292	-	BMNMOC_00482	304.0	2.7e-101	0.993	0.819	0.544	UniRef:UniRef50_F8F1B8
CACVWD010000015.1	cds	37303	38754	-	BMNMOC_00483	613.0	2.1e-217	0.998	0.951	0.627	UniRef:UniRef50_A0A7X8UCC4
CACVWD010000015.1	cds	38771	39382	-	BMNMOC_00484	-	-	-	-	-	-
CACVWD010000016.1	cds	257	805	+	BMNMOC_00485	-	-	-	-	-	-
CACVWD010000016.1	cds	712	1629	-	BMNMOC_00486	-	-	-	-	-	-
CACVWD010000016.1	cds	1626	2768	-	BMNMOC_00487	-	-	-	-	-	-
CACVWD010000016.1	cds	2914	4056	+	BMNMOC_00488	-	-	-	-	-	-
CACVWD010000016.1	cds	4058	4735	+	BMNMOC_00489	-	-	-	-	-	-
CACVWD010000016.1	cds	4875	5276	+	BMNMOC_00490	-	-	-	-	-	-
CACVWD010000016.1	cds	5316	6740	-	BMNMOC_00491	-	-	-	-	-	-
CACVWD010000016.1	cds	6834	7688	-	BMNMOC_00492	337.0	1.2e-114	0.986	0.903	0.568	UniRef:UniRef50_A0A175A558
CACVWD010000016.1	cds	7692	8522	-	BMNMOC_00493	-	-	-	-	-	-
CACVWD010000016.1	cds	8689	9246	-	BMNMOC_00494	-	-	-	-	-	-
CACVWD010000016.1	cds	9576	13331	+	BMNMOC_00495	1664.0	0.0	0.954	0.942	0.704	UniRef:UniRef50_Q0AUH2
CACVWD010000016.1	cds	13356	16937	+	BMNMOC_00496	1527.0	0.0	0.992	1.003	0.654	UniRef:UniRef50_A0A971RNM5
CACVWD010000016.1	cds	16942	17706	+	BMNMOC_00497	-	-	-	-	-	-
CACVWD010000016.1	cds	17878	18255	+	BMNMOC_00498	168.0	2.1e-53	1.0	1.016	0.680	UniRef:UniRef50_A0A962M7M0
CACVWD010000016.1	cds	18267	18737	+	BMNMOC_00499	228.0	1.9e-75	1.0	0.843	0.705	UniRef:UniRef50_P21469
CACVWD010000016.1	cds	18737	20824	+	BMNMOC_00500	818.0	1.1e-290	0.984	0.902	0.599	UniRef:UniRef50_Q5SHN5
CACVWD010000016.1	cds	20862	21431	+	BMNMOC_00501	257.0	1.0e-86	0.905	1.030	0.766	UniRef:UniRef50_A0A0S8DMV8
CACVWD010000017.1	cds	69	2051	+	BMNMOC_00502	-	-	-	-	-	-
CACVWD010000017.1	cds	2099	2962	-	BMNMOC_00503	355.0	4.4e-121	0.990	0.828	0.577	UniRef:UniRef50_A0A1H5VAX0
CACVWD010000017.1	cds	3005	3526	-	BMNMOC_00504	-	-	-	-	-	-
CACVWD010000017.1	cds	3542	3817	-	BMNMOC_00505	122.0	8.3e-36	0.945	0.819	0.547	UniRef:UniRef50_A0A3D3WBY0
CACVWD010000017.1	cds	3814	4455	-	BMNMOC_00506	211.0	5.6e-67	0.962	0.837	0.546	UniRef:UniRef50_A0A3C1WS63
CACVWD010000017.1	cds	4456	5955	-	BMNMOC_00507	595.0	6.7e-209	1.088	0.970	0.586	UniRef:UniRef50_Q8Y7R3
CACVWD010000017.1	cds	5956	7305	-	BMNMOC_00508	-	-	-	-	-	-
CACVWD010000017.1	cds	7298	9265	-	BMNMOC_00509	-	-	-	-	-	-
CACVWD010000017.1	cds	9258	9989	-	BMNMOC_00510	294.0	5.0e-99	1.0	0.897	0.609	UniRef:UniRef50_A0A174D7Z2
CACVWD010000017.1	cds	9982	11010	-	BMNMOC_00511	-	-	-	-	-	-
CACVWD010000017.1	cds	11014	11772	-	BMNMOC_00512	350.0	1.2e-120	0.992	0.865	0.728	UniRef:UniRef50_A0A173S144
CACVWD010000017.1	cds	11769	12455	-	BMNMOC_00513	-	-	-	-	-	-
CACVWD010000017.1	cds	12452	13594	-	BMNMOC_00514	369.0	4.9e-124	0.971	0.893	0.531	UniRef:UniRef50_A0A7X8IBN6
CACVWD010000017.1	cds	13587	14639	-	BMNMOC_00515	-	-	-	-	-	-
CACVWD010000017.1	cds	14636	15625	-	BMNMOC_00516	319.0	1.5e-106	0.924	0.930	0.553	UniRef:UniRef50_W2BZS5
CACVWD010000017.1	cds	15622	16752	-	BMNMOC_00517	408.0	5.5e-140	0.928	0.888	0.585	UniRef:UniRef50_R9M7U7
CACVWD010000017.1	cds	16749	17780	-	BMNMOC_00518	376.0	1.3e-128	0.901	0.893	0.615	UniRef:UniRef50_R5L5P4
CACVWD010000017.1	cds	17782	18945	-	BMNMOC_00519	380.0	3.1e-128	0.925	0.814	0.542	UniRef:UniRef50_A0A0J9C1X7
CACVWD010000017.1	cds	18942	19346	-	BMNMOC_00520	-	-	-	-	-	-
CACVWD010000017.1	cds	19452	20006	-	BMNMOC_00521	-	-	-	-	-	-
CACVWD010000017.1	cds	20025	20768	-	BMNMOC_00522	-	-	-	-	-	-
CACVWD010000018.1	cds	1444	2439	+	BMNMOC_00523	-	-	-	-	-	-
CACVWD010000018.1	cds	2449	2694	+	BMNMOC_00524	-	-	-	-	-	-
CACVWD010000018.1	cds	2733	4400	-	BMNMOC_00525	-	-	-	-	-	-
CACVWD010000018.1	cds	4397	4882	-	BMNMOC_00526	-	-	-	-	-	-
CACVWD010000018.1	cds	5054	6031	-	BMNMOC_00527	-	-	-	-	-	-
CACVWD010000018.1	cds	6098	6928	-	BMNMOC_00528	-	-	-	-	-	-
CACVWD010000018.1	cds	6942	7286	-	BMNMOC_00529	-	-	-	-	-	-
CACVWD010000018.1	cds	7560	9032	+	BMNMOC_00530	-	-	-	-	-	-
CACVWD010000018.1	cds	9098	10345	-	BMNMOC_00531	-	-	-	-	-	-
CACVWD010000018.1	cds	10342	11016	-	BMNMOC_00532	237.0	8.6e-77	0.996	0.802	0.529	UniRef:UniRef50_M1N0F2
CACVWD010000018.1	cds	11070	14183	-	BMNMOC_00533	1260.0	0.0	1.028	0.955	0.583	UniRef:UniRef50_Q899C3
CACVWD010000018.1	ncRNA-region	14217	14435	-	-	103.3	3.2e-14	-	-	-	RFAM:RF00230
CACVWD010000018.1	cds	14668	15429	+	BMNMOC_00534	-	-	-	-	-	-
CACVWD010000018.1	cds	16182	17789	-	BMNMOC_00535	-	-	-	-	-	-
CACVWD010000018.1	cds	17804	18469	-	BMNMOC_00536	-	-	-	-	-	-
CACVWD010000018.1	cds	18479	19729	-	BMNMOC_00537	-	-	-	-	-	-
CACVWD010000018.1	tRNA	19871	19946	+	BMNMOC_00538	81.4	-	-	-	-	-
CACVWD010000019.1	cds	122	1318	+	BMNMOC_00539	527.0	4.1e-187	0.844	0.968	0.765	UniRef:UniRef50_A0A3C0BA45
CACVWD010000019.1	cds	1401	1802	-	BMNMOC_00540	-	-	-	-	-	-
CACVWD010000019.1	cds	1855	2487	-	BMNMOC_00541	-	-	-	-	-	-
CACVWD010000019.1	cds	2681	3370	+	BMNMOC_00542	-	-	-	-	-	-
CACVWD010000019.1	cds	3421	4599	-	BMNMOC_00543	-	-	-	-	-	-
CACVWD010000019.1	cds	4730	5200	-	BMNMOC_00544	182.0	1.9e-57	0.994	0.871	0.561	UniRef:UniRef50_A0A1V5Y661
CACVWD010000019.1	cds	5334	6836	-	BMNMOC_00545	-	-	-	-	-	-
CACVWD010000019.1	cds	6971	7900	+	BMNMOC_00546	-	-	-	-	-	-
CACVWD010000019.1	cds	7990	9039	+	BMNMOC_00547	-	-	-	-	-	-
CACVWD010000019.1	cds	9096	10175	-	BMNMOC_00548	-	-	-	-	-	-
CACVWD010000019.1	cds	10201	10506	-	BMNMOC_00549	-	-	-	-	-	-
CACVWD010000019.1	cds	10519	10827	-	BMNMOC_00550	-	-	-	-	-	-
CACVWD010000019.1	cds	10924	11931	-	BMNMOC_00551	414.0	8.5e-144	0.985	0.957	0.633	UniRef:UniRef50_A0A3B0CEI9
CACVWD010000019.1	cds	12030	12635	-	BMNMOC_00552	-	-	-	-	-	-
CACVWD010000019.1	cds	12671	13366	-	BMNMOC_00553	198.0	1.4e-61	0.896	0.812	0.527	UniRef:UniRef50_A0A2G2MMA0
CACVWD010000019.1	cds	13491	14639	-	BMNMOC_00554	352.0	7.0e-117	1.008	0.861	0.504	UniRef:UniRef50_R5AFQ9
CACVWD010000019.1	cds	14670	15008	-	BMNMOC_00555	-	-	-	-	-	-
CACVWD010000019.1	cds	15005	16651	-	BMNMOC_00556	700.0	1.7e-248	1.002	0.876	0.625	UniRef:UniRef50_A0A1V5Y5V8
CACVWD010000019.1	cds	16666	17310	-	BMNMOC_00557	-	-	-	-	-	-
CACVWD010000019.1	cds	17347	17592	-	BMNMOC_00558	-	-	-	-	-	-
CACVWD010000020.1	cds	18	152	+	BMNMOC_00559	-	-	-	-	-	-
CACVWD010000020.1	cds	149	1354	+	BMNMOC_00560	-	-	-	-	-	-
CACVWD010000020.1	cds	1561	3270	+	BMNMOC_00561	-	-	-	-	-	-
CACVWD010000020.1	cds	3429	3956	+	BMNMOC_00562	-	-	-	-	-	-
CACVWD010000020.1	cds	3953	5563	+	BMNMOC_00563	-	-	-	-	-	-
CACVWD010000020.1	cds	5618	8200	-	BMNMOC_00564	1015.0	0.0	1.005	0.918	0.608	UniRef:UniRef50_A0A847JZK6
CACVWD010000020.1	ncRNA-region	8490	8572	+	-	56.8	3.1e-09	-	-	-	RFAM:RF00504
CACVWD010000020.1	ncRNA-region	8573	8664	+	-	42.3	2.7e-06	-	-	-	RFAM:RF00504
CACVWD010000020.1	cds	8764	10002	+	BMNMOC_00565	-	-	-	-	-	-
CACVWD010000020.1	cds	10045	10419	+	BMNMOC_00566	162.0	6.6e-51	0.992	0.953	0.659	UniRef:UniRef50_A0A1I7HJM6
CACVWD010000020.1	cds	10422	11735	+	BMNMOC_00567	560.0	7.3e-198	1.007	0.989	0.632	UniRef:UniRef50_A0A1M6SPD2
CACVWD010000020.1	cds	11732	13135	+	BMNMOC_00568	523.0	1.8e-182	1.017	0.996	0.543	UniRef:UniRef50_A7HLP1
CACVWD010000020.1	cds	13132	14106	+	BMNMOC_00569	302.0	5.7e-100	0.944	0.908	0.513	UniRef:UniRef50_I2F6P5
CACVWD010000020.1	cds	14108	15472	+	BMNMOC_00570	518.0	7.3e-181	1.015	0.989	0.579	UniRef:UniRef50_A0A810Q7H8
CACVWD010000020.1	cds	15957	16085	+	BMNMOC_00571	-	-	-	-	-	-
CACVWD010000020.1	cds	16170	18545	-	BMNMOC_00572	906.0	0.0	1.019	0.869	0.533	UniRef:UniRef50_A0A7X5IR94
CACVWD010000020.1	cds	18671	19615	+	BMNMOC_00573	-	-	-	-	-	-
CACVWD010000020.1	cds	19660	20805	-	BMNMOC_00574	-	-	-	-	-	-
CACVWD010000020.1	cds	20932	22884	+	BMNMOC_00575	694.0	1.4e-243	0.892	0.849	0.572	UniRef:UniRef50_A0A1V5GMU4
CACVWD010000020.1	cds	22884	24122	+	BMNMOC_00576	420.0	6.9e-144	0.852	0.882	0.553	UniRef:UniRef50_A0A174C632
CACVWD010000020.1	cds	24119	25246	+	BMNMOC_00577	410.0	8.6e-141	1.0	0.959	0.531	UniRef:UniRef50_A0A8J6IP83
CACVWD010000020.1	cds	25268	26833	+	BMNMOC_00578	542.0	2.2e-187	0.914	0.810	0.546	UniRef:UniRef50_A0A350UC25
CACVWD010000020.1	cds	27012	27785	+	BMNMOC_00579	315.0	3.3e-106	0.984	0.803	0.625	UniRef:UniRef50_P0A149
CACVWD010000020.1	cds	27778	28641	+	BMNMOC_00580	-	-	-	-	-	-
CACVWD010000020.1	cds	28702	30021	-	BMNMOC_00581	580.0	4.0e-205	0.973	0.882	0.681	UniRef:UniRef50_A0A0R1GTJ2
CACVWD010000020.1	cds	30148	30855	-	BMNMOC_00582	-	-	-	-	-	-
CACVWD010000021.1	cds	25	891	+	BMNMOC_00583	-	-	-	-	-	-
CACVWD010000021.1	cds	1072	1731	+	BMNMOC_00584	-	-	-	-	-	-
CACVWD010000021.1	cds	1728	4211	+	BMNMOC_00585	-	-	-	-	-	-
CACVWD010000021.1	cds	4217	5155	+	BMNMOC_00586	-	-	-	-	-	-
CACVWD010000021.1	cds	5131	6000	-	BMNMOC_00587	-	-	-	-	-	-
CACVWD010000021.1	cds	6073	7164	+	BMNMOC_00588	-	-	-	-	-	-
CACVWD010000021.1	cds	7361	8086	+	BMNMOC_00589	-	-	-	-	-	-
CACVWD010000021.1	cds	8079	8288	+	BMNMOC_00590	-	-	-	-	-	-
CACVWD010000021.1	cds	8304	8495	+	BMNMOC_00591	-	-	-	-	-	-
CACVWD010000021.1	cds	8536	9066	-	BMNMOC_00592	-	-	-	-	-	-
CACVWD010000021.1	cds	9168	9809	+	BMNMOC_00593	-	-	-	-	-	-
CACVWD010000021.1	cds	9882	10898	+	BMNMOC_00594	383.0	5.2e-131	0.973	0.877	0.587	UniRef:UniRef50_A9NH32
CACVWD010000021.1	cds	10946	11776	-	BMNMOC_00595	-	-	-	-	-	-
CACVWD010000021.1	cds	11779	12108	-	BMNMOC_00596	119.0	3.4e-34	1.0	0.982	0.514	UniRef:UniRef50_E7MNI4
CACVWD010000021.1	cds	12157	12948	-	BMNMOC_00597	-	-	-	-	-	-
CACVWD010000021.1	cds	12938	14113	-	BMNMOC_00598	426.0	2.2e-146	1.020	0.959	0.556	UniRef:UniRef50_A0A810PYU6
CACVWD010000021.1	tRNA	14286	14362	+	BMNMOC_00599	72.0	-	-	-	-	-
CACVWD010000021.1	ncRNA	14368	14547	+	BMNMOC_00600	59.1	1.1e-10	-	-	-	RFAM:RF00013
CACVWD010000021.1	tRNA	14557	14630	+	BMNMOC_00601	60.4	-	-	-	-	-
CACVWD010000021.1	ncRNA	14664	14736	+	BMNMOC_00602	64.4	4.8e-09	-	-	-	RFAM:RF01706
CACVWD010000021.1	cds	14943	15308	+	BMNMOC_00603	159.0	5.2e-50	0.992	1.0	0.633	UniRef:UniRef50_D7GU88
CACVWD010000021.1	cds	15557	15919	+	BMNMOC_00604	144.0	1.1e-43	0.958	0.898	0.583	UniRef:UniRef50_R7C6N5
CACVWD010000021.1	cds	16515	16997	+	BMNMOC_00605	-	-	-	-	-	-
CACVWD010000022.1	cds	93	2240	+	BMNMOC_00606	768.0	2.4e-270	0.993	0.900	0.583	UniRef:UniRef50_A0A1H2RL22
CACVWD010000022.1	cds	2290	3702	-	BMNMOC_00607	-	-	-	-	-	-
CACVWD010000022.1	cds	3740	4396	-	BMNMOC_00608	-	-	-	-	-	-
CACVWD010000022.1	cds	4431	5642	-	BMNMOC_00609	395.0	1.9e-133	0.998	0.874	0.522	UniRef:UniRef50_A0A140LDQ1
CACVWD010000022.1	cds	5639	6535	-	BMNMOC_00610	383.0	6.5e-132	1.0	0.856	0.577	UniRef:UniRef50_Q99XR4
CACVWD010000022.1	cds	6549	8549	-	BMNMOC_00611	916.0	0.0	1.062	0.974	0.636	UniRef:UniRef50_G4Q804
CACVWD010000022.1	cds	8569	10119	-	BMNMOC_00612	520.0	5.9e-180	0.973	0.982	0.548	UniRef:UniRef50_B9E7E0
CACVWD010000022.1	cds	10336	11622	+	BMNMOC_00613	393.0	1.1e-132	0.998	0.986	0.504	UniRef:UniRef50_A0A1I4EZS1
CACVWD010000022.1	cds	11623	12351	+	BMNMOC_00614	-	-	-	-	-	-
CACVWD010000022.1	cds	12466	12600	+	BMNMOC_00615	54.7	1.3e-10	0.955	0.857	0.690	UniRef:UniRef50_A0A7X8E9T5
CACVWD010000022.1	cds	12677	13051	+	BMNMOC_00616	-	-	-	-	-	-
CACVWD010000022.1	cds	13150	13287	+	BMNMOC_00617	-	-	-	-	-	-
CACVWD010000022.1	cds	13284	14360	+	BMNMOC_00618	-	-	-	-	-	-
CACVWD010000022.1	cds	14357	15169	+	BMNMOC_00619	-	-	-	-	-	-
CACVWD010000022.1	cds	15237	16538	+	BMNMOC_00620	-	-	-	-	-	-
CACVWD010000022.1	cds	16665	16967	+	BMNMOC_00621	-	-	-	-	-	-
CACVWD010000023.1	cds	50	949	+	BMNMOC_00622	-	-	-	-	-	-
CACVWD010000023.1	cds	1308	3065	+	BMNMOC_00623	590.0	4.4e-205	0.993	0.981	0.513	UniRef:UniRef50_A0A644WIT6
CACVWD010000023.1	cds	3076	4188	+	BMNMOC_00624	-	-	-	-	-	-
CACVWD010000023.1	cds	4185	5237	+	BMNMOC_00625	386.0	6.1e-132	0.951	0.874	0.592	UniRef:UniRef50_Q18CP0
CACVWD010000023.1	cds	5247	6647	+	BMNMOC_00626	452.0	6.5e-154	1.021	0.926	0.527	UniRef:UniRef50_A0A939ZY77
CACVWD010000023.1	cds	6991	8445	-	BMNMOC_00627	-	-	-	-	-	-
CACVWD010000023.1	cds	8653	10422	+	BMNMOC_00628	-	-	-	-	-	-
CACVWD010000023.1	cds	10513	11445	+	BMNMOC_00629	-	-	-	-	-	-
CACVWD010000023.1	cds	11462	12040	+	BMNMOC_00630	-	-	-	-	-	-
CACVWD010000023.1	cds	12040	13434	+	BMNMOC_00631	493.0	1.8e-170	1.065	1.006	0.518	UniRef:UniRef50_F3ALY5
CACVWD010000023.1	cds	13449	14570	+	BMNMOC_00632	-	-	-	-	-	-
CACVWD010000023.1	ncRNA-region	14616	14824	+	-	97.2	2.4e-13	-	-	-	RFAM:RF00230
CACVWD010000023.1	cds	14862	15887	+	BMNMOC_00633	483.0	1.1e-170	1.012	0.956	0.678	UniRef:UniRef50_A0A373J1K4
CACVWD010000023.1	cds	15900	18260	+	BMNMOC_00634	746.0	1.6e-260	1.010	0.999	0.508	UniRef:UniRef50_A0A1M6CKQ0
CACVWD010000023.1	cds	18273	19016	+	BMNMOC_00635	270.0	2.7e-89	0.984	0.907	0.556	UniRef:UniRef50_A0A6G7Y067
CACVWD010000023.1	cds	19013	19786	+	BMNMOC_00636	-	-	-	-	-	-
CACVWD010000023.1	cds	19886	21460	+	BMNMOC_00637	-	-	-	-	-	-
CACVWD010000023.1	cds	21470	22450	+	BMNMOC_00638	-	-	-	-	-	-
CACVWD010000023.1	cds	22521	22901	-	BMNMOC_00639	-	-	-	-	-	-
CACVWD010000023.1	cds	23132	23293	-	BMNMOC_00640	80.9	1.1e-20	1.0	0.841	0.604	UniRef:UniRef50_P58025
CACVWD010000024.1	cds	38	628	+	BMNMOC_00641	-	-	-	-	-	-
CACVWD010000024.1	cds	1140	2291	-	BMNMOC_00642	388.0	4.4e-131	0.953	0.818	0.570	UniRef:UniRef50_O32151
CACVWD010000024.1	ncRNA-region	2286	2463	-	-	131.9	2.3e-22	-	-	-	RFAM:RF03069
CACVWD010000024.1	cds	2469	4880	-	BMNMOC_00643	1015.0	0.0	1.036	0.920	0.588	UniRef:UniRef50_A0A167GRX8
CACVWD010000024.1	cds	5120	6130	+	BMNMOC_00644	380.0	2.3e-130	0.997	0.960	0.540	UniRef:UniRef50_A0A449BF78
CACVWD010000024.1	cds	6206	7516	+	BMNMOC_00645	534.0	1.3e-187	1.060	1.002	0.593	UniRef:UniRef50_A0A9E1EY83
CACVWD010000024.1	cds	7591	8625	+	BMNMOC_00646	357.0	5.5e-121	0.887	0.850	0.600	UniRef:UniRef50_A0A174JA88
CACVWD010000024.1	cds	8622	9482	+	BMNMOC_00647	284.0	6.3e-94	0.990	0.934	0.576	UniRef:UniRef50_A0A174ZZV4
CACVWD010000024.1	cds	9562	10590	+	BMNMOC_00648	409.0	1.1e-141	1.015	1.0	0.545	UniRef:UniRef50_A7VBS6
CACVWD010000024.1	cds	10596	11600	+	BMNMOC_00649	-	-	-	-	-	-
CACVWD010000024.1	cds	11973	13160	-	BMNMOC_00650	-	-	-	-	-	-
CACVWD010000024.1	cds	13275	15605	+	BMNMOC_00651	832.0	1.0e-293	1.041	0.983	0.537	UniRef:UniRef50_A0A1E8YJ34
CACVWD010000024.1	cds	15621	16046	+	BMNMOC_00652	-	-	-	-	-	-
CACVWD010000025.1	cds	140	718	+	BMNMOC_00653	-	-	-	-	-	-
CACVWD010000025.1	cds	811	2385	+	BMNMOC_00654	753.0	4.0e-270	0.962	0.839	0.752	UniRef:UniRef50_A0A2A7MF41
CACVWD010000025.1	cds	2382	3509	+	BMNMOC_00655	-	-	-	-	-	-
CACVWD010000025.1	cds	3506	4498	+	BMNMOC_00656	412.0	3.8e-143	1.003	0.994	0.674	UniRef:UniRef50_A0A645C4A9
CACVWD010000025.1	cds	4710	5279	+	BMNMOC_00657	-	-	-	-	-	-
CACVWD010000025.1	cds	5266	5682	+	BMNMOC_00658	-	-	-	-	-	-
CACVWD010000025.1	cds	5679	6776	+	BMNMOC_00659	-	-	-	-	-	-
CACVWD010000025.1	cds	6761	7504	+	BMNMOC_00660	303.0	7.2e-103	0.939	0.955	0.664	UniRef:UniRef50_A0A965UC37
CACVWD010000025.1	cds	7690	8922	+	BMNMOC_00661	463.0	5.1e-160	0.929	0.834	0.643	UniRef:UniRef50_A0A3D1YC50
CACVWD010000025.1	cds	9086	10675	+	BMNMOC_00662	646.0	1.8e-229	0.949	0.977	0.665	UniRef:UniRef50_A0A168DYA9
CACVWD010000025.1	cds	10662	12059	+	BMNMOC_00663	-	-	-	-	-	-
CACVWD010000025.1	cds	12143	13060	+	BMNMOC_00664	365.0	1.9e-124	1.062	0.893	0.605	UniRef:UniRef50_A0AA36Y572
CACVWD010000025.1	cds	13148	14290	-	BMNMOC_00665	495.0	1.1e-173	0.966	0.876	0.703	UniRef:UniRef50_A0A662ZD76
CACVWD010000025.1	cds	14300	14845	-	BMNMOC_00666	219.0	4.9e-71	1.017	0.840	0.571	UniRef:UniRef50_I0GV33
CACVWD010000025.1	cds	14842	15309	-	BMNMOC_00667	193.0	2.8e-62	0.910	0.887	0.638	UniRef:UniRef50_D6SBG9
CACVWD010000026.1	cds	217	1401	-	BMNMOC_00668	442.0	2.5e-152	0.990	0.865	0.544	UniRef:UniRef50_U5MTJ4
CACVWD010000026.1	cds	1419	2324	-	BMNMOC_00669	324.0	3.4e-109	0.977	0.948	0.571	UniRef:UniRef50_A0A7U9XA47
CACVWD010000026.1	cds	2321	3391	-	BMNMOC_00670	443.0	1.8e-154	0.986	0.978	0.632	UniRef:UniRef50_J6H6U7
CACVWD010000026.1	cds	3395	3967	-	BMNMOC_00671	206.0	7.9e-66	0.979	0.877	0.538	UniRef:UniRef50_A0A073ITR1
CACVWD010000026.1	cds	3971	5722	-	BMNMOC_00672	604.0	4.2e-210	1.079	0.994	0.515	UniRef:UniRef50_Q181W5
CACVWD010000026.1	cds	5809	7359	-	BMNMOC_00673	545.0	1.8e-190	1.0	1.129	0.576	UniRef:UniRef50_A0A9D2R4R4
CACVWD010000026.1	cds	7476	8309	+	BMNMOC_00674	-	-	-	-	-	-
CACVWD010000026.1	cds	8373	9683	-	BMNMOC_00675	-	-	-	-	-	-
CACVWD010000026.1	cds	9685	10359	-	BMNMOC_00676	258.0	3.2e-85	0.929	0.832	0.635	UniRef:UniRef50_A0A410PJA0
CACVWD010000026.1	cds	10356	10901	-	BMNMOC_00677	-	-	-	-	-	-
CACVWD010000026.1	cds	11015	11545	+	BMNMOC_00678	-	-	-	-	-	-
CACVWD010000026.1	cds	11542	12132	+	BMNMOC_00679	-	-	-	-	-	-
CACVWD010000026.1	cds	12183	13202	-	BMNMOC_00680	-	-	-	-	-	-
CACVWD010000026.1	cds	13204	13713	-	BMNMOC_00681	-	-	-	-	-	-
CACVWD010000026.1	cds	13715	14749	-	BMNMOC_00682	325.0	4.4e-108	0.913	0.820	0.519	UniRef:UniRef50_R9JRX9
CACVWD010000026.1	cds	14751	15275	-	BMNMOC_00683	-	-	-	-	-	-
CACVWD010000027.1	cds	41	3292	+	BMNMOC_00684	-	-	-	-	-	-
CACVWD010000027.1	cds	3292	4209	+	BMNMOC_00685	291.0	3.9e-96	0.980	0.971	0.538	UniRef:UniRef50_A0A1C6GTM0
CACVWD010000027.1	cds	4339	5772	+	BMNMOC_00686	-	-	-	-	-	-
CACVWD010000027.1	cds	5782	7194	+	BMNMOC_00687	-	-	-	-	-	-
CACVWD010000027.1	cds	7199	8650	+	BMNMOC_00688	-	-	-	-	-	-
CACVWD010000027.1	cds	8708	9064	-	BMNMOC_00689	135.0	2.9e-40	0.941	0.816	0.577	UniRef:UniRef50_Q3AC74
CACVWD010000027.1	cds	9178	9879	-	BMNMOC_00690	292.0	1.5e-98	0.948	0.840	0.624	UniRef:UniRef50_A0A140LEN8
CACVWD010000027.1	cds	9869	10384	-	BMNMOC_00691	166.0	3.6e-51	0.988	0.966	0.515	UniRef:UniRef50_A0A2V2E9D4
CACVWD010000027.1	cds	10381	10608	-	BMNMOC_00692	83.6	4.7e-21	0.960	0.809	0.625	UniRef:UniRef50_Q8XJP5
CACVWD010000027.1	cds	10620	10862	-	BMNMOC_00693	102.0	3.4e-28	0.975	0.812	0.603	UniRef:UniRef50_Q2SL58
CACVWD010000027.1	cds	10950	12290	-	BMNMOC_00694	530.0	7.0e-186	0.966	0.971	0.626	UniRef:UniRef50_A0A0S8JHQ4
CACVWD010000027.1	cds	12280	12636	-	BMNMOC_00695	-	-	-	-	-	-
CACVWD010000027.1	cds	12863	13108	-	BMNMOC_00696	-	-	-	-	-	-
CACVWD010000027.1	cds	13105	13287	-	BMNMOC_00697	-	-	-	-	-	-
CACVWD010000027.1	cds	13344	15014	-	BMNMOC_00698	-	-	-	-	-	-
CACVWD010000028.1	cds	55	828	+	BMNMOC_00699	295.0	9.2e-99	0.996	0.901	0.617	UniRef:UniRef50_A0A2G6QRD7
CACVWD010000028.1	cds	839	1678	+	BMNMOC_00700	341.0	4.3e-116	1.004	0.848	0.607	UniRef:UniRef50_A0A4P6LUQ1
CACVWD010000028.1	cds	1690	2247	+	BMNMOC_00701	199.0	1.8e-63	0.951	0.876	0.580	UniRef:UniRef50_A0A1D7QX21
CACVWD010000028.1	cds	2377	2799	+	BMNMOC_00702	167.0	2.4e-52	0.993	0.874	0.561	UniRef:UniRef50_Q24SG7
CACVWD010000028.1	cds	2811	4199	+	BMNMOC_00703	471.0	2.1e-162	0.998	0.991	0.547	UniRef:UniRef50_C9L6P9
