# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
CACVWD010000042.1	cds	4251	4769	-	BMNMOC_00928		hypothetical protein	PFAM:PF00440.29
CACVWD010000042.1	cds	5191	5664	+	BMNMOC_00929		hypothetical protein	
CACVWD010000042.1	cds	5677	6528	+	BMNMOC_00930		hypothetical protein	
CACVWD010000042.1	cds	6567	6944	-	BMNMOC_00931		hypothetical protein	
CACVWD010000042.1	tRNA	7422	7495	-	BMNMOC_00932	trnC	tRNA-Cys(gca)	SO:0000258
CACVWD010000042.1	tRNA	7539	7614	-	BMNMOC_00933	trnG	tRNA-Gly(gcc)	SO:0000260
CACVWD010000042.1	tRNA	7618	7693	-	BMNMOC_00934	trnF	tRNA-Phe(gaa)	SO:0000267
CACVWD010000042.1	tRNA	7698	7774	-	BMNMOC_00935	trnD	tRNA-Asp(gtc)	SO:0000256
CACVWD010000042.1	tRNA	7781	7856	-	BMNMOC_00936	trnV	tRNA-Val(tac)	SO:0000273
CACVWD010000042.1	cds	8016	8303	+	BMNMOC_00937		hypothetical protein	
CACVWD010000042.1	cds	8304	9263	-	BMNMOC_00938		hypothetical protein	
CACVWD010000042.1	cds	9412	9801	-	BMNMOC_00939		hypothetical protein	
CACVWD010000042.1	cds	9872	11065	-	BMNMOC_00940		Coenzyme A biosynthesis bifunctional protein CoaBC	SO:0001217, UniRef:UniRef50_D9R3G9
CACVWD010000042.1	cds	11286	11792	+	BMNMOC_00941		hypothetical protein	
CACVWD010000042.1	cds	11792	11992	+	BMNMOC_00942		hypothetical protein	
CACVWD010000042.1	cds	11996	12766	+	BMNMOC_00943		Type III pantothenate kinase	SO:0001217, UniRef:UniRef50_A0A1Y4RYS2
CACVWD010000042.1	tRNA	12839	12914	+	BMNMOC_00944	trnT	tRNA-Thr(ggt)	SO:0000270
CACVWD010000042.1	cds	13297	13407	-	BMNMOC_00945		hypothetical protein	PFAM:PF03143.23
CACVWD010000043.1	cds	389	874	-	BMNMOC_00946		Adenine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q1G9R7
CACVWD010000043.1	cds	911	2941	-	BMNMOC_00947		hypothetical protein	PFAM:PF01841.26, PFAM:PF02494.22
CACVWD010000043.1	cds	3611	4570	+	BMNMOC_00948	degV	DegV family protein	SO:0001217, UniRef:UniRef50_A0A2V2C9L8
CACVWD010000043.1	cds	4636	5328	-	BMNMOC_00949		hypothetical protein	PFAM:PF10263.15
CACVWD010000043.1	cds	5372	5716	-	BMNMOC_00950		hypothetical protein	
CACVWD010000043.1	cds	5862	8207	+	BMNMOC_00951		Ferrous iron transport protein B	SO:0001217, UniRef:UniRef50_A0A939Z9F6
CACVWD010000043.1	cds	8204	8383	+	BMNMOC_00952		hypothetical protein	
CACVWD010000043.1	cds	8418	9233	+	BMNMOC_00953		hypothetical protein	
CACVWD010000043.1	cds	9248	9667	+	BMNMOC_00954		hypothetical protein	PFAM:PF03479.20
CACVWD010000043.1	cds	9681	10247	+	BMNMOC_00955		hypothetical protein	
CACVWD010000043.1	cds	10274	11161	+	BMNMOC_00956		hypothetical protein	PFAM:PF13472.12
CACVWD010000043.1	cds	11196	11876	-	BMNMOC_00957		hypothetical protein	PFAM:PF01520.23
CACVWD010000043.1	tRNA	11973	12046	+	BMNMOC_00958	trnG	tRNA-Gly(ccc)	SO:0000260
CACVWD010000044.1	cds	5	202	+	BMNMOC_00959		hypothetical protein	
CACVWD010000044.1	cds	397	714	+	BMNMOC_00960		hypothetical protein	PFAM:PF07992.20
CACVWD010000044.1	cds	704	1336	+	BMNMOC_00961		Endonuclease III	SO:0001217, UniRef:UniRef50_A0A9D2AQJ8
CACVWD010000044.1	cds	1320	2591	+	BMNMOC_00962		GTPase Obg	SO:0001217, UniRef:UniRef50_A0A1V5TZU3
CACVWD010000044.1	cds	2604	2873	+	BMNMOC_00963		hypothetical protein	PFAM:PF01985.26
CACVWD010000044.1	cds	2946	3722	+	BMNMOC_00964		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_R9LWB3
CACVWD010000044.1	cds	3719	5299	+	BMNMOC_00965		hypothetical protein	
CACVWD010000044.1	cds	5395	6243	+	BMNMOC_00966		Diadenylate cyclase	SO:0001217, UniRef:UniRef50_A0A1V5U4H0
CACVWD010000044.1	cds	6245	7558	+	BMNMOC_00967		hypothetical protein	
CACVWD010000044.1	cds	7590	9206	+	BMNMOC_00968		FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A2V2FQ64
CACVWD010000044.1	cds	9333	11336	+	BMNMOC_00969		hypothetical protein	PFAM:PF00404.24, PFAM:PF06347.19, PFAM:PF08239.17
CACVWD010000044.1	cds	12113	12856	+	BMNMOC_00970		hypothetical protein	
CACVWD010000045.1	cds	21	2072	+	BMNMOC_00971		hypothetical protein	PFAM:PF00415.24, PFAM:PF09992.14, PFAM:PF13540.12
CACVWD010000045.1	cds	2076	3587	-	BMNMOC_00972		hypothetical protein	PFAM:PF12799.13
CACVWD010000045.1	cds	3816	5315	-	BMNMOC_00973		Recombinase family protein	SO:0001217, UniRef:UniRef50_R7KLN9
CACVWD010000045.1	cds	5312	5671	-	BMNMOC_00974		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_R9LWT4
CACVWD010000045.1	cds	5730	6620	-	BMNMOC_00975		hypothetical protein	
CACVWD010000045.1	cds	6617	9619	-	BMNMOC_00976		hypothetical protein	
CACVWD010000045.1	cds	9928	10851	+	BMNMOC_00977		Actin-like protein N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A174Z4V4
CACVWD010000045.1	cds	10853	11188	+	BMNMOC_00978		hypothetical protein	
CACVWD010000046.1	cds	46	711	+	BMNMOC_00979		hypothetical protein	PFAM:PF22421.1
CACVWD010000046.1	cds	765	1526	-	BMNMOC_00980		Short-chain dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1Q6RKG8
CACVWD010000046.1	cds	1670	2260	+	BMNMOC_00981		Cytokinin riboside 5'-monophosphate phosphoribohydrolase	SO:0001217, UniRef:UniRef50_A0AAN4VM59
CACVWD010000046.1	cds	2402	2992	+	BMNMOC_00982		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A354HD17
CACVWD010000046.1	cds	3000	3608	+	BMNMOC_00983		hypothetical protein	
CACVWD010000046.1	cds	3605	4288	+	BMNMOC_00984		NADPH-dependent FMN reductase	SO:0001217, UniRef:UniRef50_A0A1G5W3L0
CACVWD010000046.1	cds	4293	5486	+	BMNMOC_00985		hypothetical protein	PFAM:PF07931.18, PFAM:PF13302.13, PFAM:PF13508.13
CACVWD010000046.1	cds	5576	6604	-	BMNMOC_00986	lacI	Transcriptional regulator, LacI family	SO:0001217, UniRef:UniRef50_A0A1H9VCI2
CACVWD010000046.1	cds	6862	8016	+	BMNMOC_00987	msmX	Oligosaccharides import ATP-binding protein MsmX	SO:0001217, UniRef:UniRef50_P94360
CACVWD010000046.1	cds	8030	9010	+	BMNMOC_00988		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K2F723
CACVWD010000046.1	cds	9025	9930	+	BMNMOC_00989		Sugar ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A2V2ERS6
CACVWD010000046.1	cds	9870	11042	-	BMNMOC_00990		hypothetical protein	
CACVWD010000047.1	cds	112	990	+	BMNMOC_00991		hypothetical protein	PFAM:PF00132.30, PFAM:PF00293.34
CACVWD010000047.1	cds	1030	2526	-	BMNMOC_00992		hypothetical protein	
CACVWD010000047.1	cds	2600	3376	-	BMNMOC_00993		hypothetical protein	
CACVWD010000047.1	cds	3373	4803	-	BMNMOC_00994		hypothetical protein	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31
CACVWD010000047.1	cds	4800	5468	-	BMNMOC_00995		Stage 0 sporulation A-like protein	SO:0001217, UniRef:UniRef50_A0A4U8Q2H0
CACVWD010000047.1	cds	5543	6676	-	BMNMOC_00996		hypothetical protein	
CACVWD010000047.1	cds	6773	8674	+	BMNMOC_00997		hypothetical protein	PFAM:PF00128.31
CACVWD010000047.1	cds	8762	8959	+	BMNMOC_00998		DUF1858 domain-containing protein	SO:0001217, UniRef:UniRef50_B8I5L4
CACVWD010000047.1	cds	9009	9824	+	BMNMOC_00999	spoU	tRNA/rRNA methyltransferase SpoU type domain-containing protein	SO:0001217, UniRef:UniRef50_F4X9S3
CACVWD010000047.1	cds	9883	10404	-	BMNMOC_01000		hypothetical protein	PFAM:PF16321.10
CACVWD010000048.1	cds	5	238	+	BMNMOC_01001		hypothetical protein	
CACVWD010000048.1	cds	279	836	-	BMNMOC_01002		hypothetical protein	
CACVWD010000048.1	cds	952	2439	-	BMNMOC_01003		4-alpha-glucanotransferase	SO:0001217, UniRef:UniRef50_F1T4M1
CACVWD010000048.1	cds	2536	3447	+	BMNMOC_01004		Pseudouridine-5'-phosphate glycosidase	SO:0001217, UniRef:UniRef50_A9NGD7
CACVWD010000048.1	cds	3460	4296	+	BMNMOC_01005		hypothetical protein	PFAM:PF00404.24
CACVWD010000048.1	cds	4345	5082	-	BMNMOC_01006		hypothetical protein	
CACVWD010000048.1	cds	5075	6871	-	BMNMOC_01007		Alanine--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A941WB61
CACVWD010000048.1	cds	7063	8469	+	BMNMOC_01008		hypothetical protein	PFAM:PF00404.24
CACVWD010000048.1	cds	8517	9518	-	BMNMOC_01009		asparaginase	SO:0001217, UniRef:UniRef50_G5GJS3
CACVWD010000048.1	cds	9543	10394	-	BMNMOC_01010	folD	Bifunctional protein FolD	SO:0001217, UniRef:UniRef50_A0A073J670
CACVWD010000048.1	cds	10398	10511	-	BMNMOC_01011		hypothetical protein	
CACVWD010000049.1	rRNA	1	94	+	BMNMOC_01012	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
CACVWD010000049.1	cds	354	1409	+	BMNMOC_01013		hypothetical protein	PFAM:PF00571.33, PFAM:PF01595.25
CACVWD010000049.1	cds	1402	2685	+	BMNMOC_01014		hypothetical protein	PFAM:PF00571.33, PFAM:PF01595.25, PFAM:PF03471.22
CACVWD010000049.1	cds	2682	3173	+	BMNMOC_01015		Adenylate kinase	SO:0001217, UniRef:UniRef50_A0A1M6HWK2
CACVWD010000049.1	cds	3320	3673	-	BMNMOC_01016		Stage V sporulation protein AE	SO:0001217, UniRef:UniRef50_A0A7C6SYR6
CACVWD010000049.1	cds	3673	4701	-	BMNMOC_01017		Stage V sporulation protein AD	SO:0001217, UniRef:UniRef50_A0A2V2EG29
CACVWD010000049.1	cds	4831	5037	+	BMNMOC_01018		hypothetical protein	
CACVWD010000049.1	cds	5180	6061	+	BMNMOC_01019		hypothetical protein	PFAM:PF02698.23
CACVWD010000049.1	cds	6177	6638	+	BMNMOC_01020		hypothetical protein	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000049.1	cds	6635	6793	+	BMNMOC_01021		hypothetical protein	
CACVWD010000049.1	cds	6811	8037	+	BMNMOC_01022		hypothetical protein	
CACVWD010000049.1	cds	8146	9945	+	BMNMOC_01023		Diflavin flavoprotein A 1	SO:0001217, UniRef:UniRef50_A0A174MXH9
CACVWD010000049.1	cds	10001	10543	-	BMNMOC_01024		hypothetical protein	
CACVWD010000050.1	cds	25	342	+	BMNMOC_01025		hypothetical protein	
CACVWD010000050.1	cds	424	1092	+	BMNMOC_01026		VWFA domain-containing protein	SO:0001217, UniRef:UniRef50_G8QQR7
CACVWD010000050.1	cds	1334	1762	+	BMNMOC_01027		hypothetical protein	
CACVWD010000050.1	cds	1985	2773	+	BMNMOC_01028		hypothetical protein	
CACVWD010000050.1	cds	2922	3503	-	BMNMOC_01029		hypothetical protein	PFAM:PF00300.27
CACVWD010000050.1	cds	3494	3853	-	BMNMOC_01030		hypothetical protein	PFAM:PF02283.22
CACVWD010000050.1	cds	3844	4623	-	BMNMOC_01031		hypothetical protein	
CACVWD010000050.1	cds	4620	5144	-	BMNMOC_01032		Adenosylcobinamide kinase	SO:0001217, UniRef:UniRef50_A0A2V2E8T8
CACVWD010000050.1	cds	5141	6304	-	BMNMOC_01033		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0AAE3DKP2
CACVWD010000050.1	cds	6331	7332	-	BMNMOC_01034		hypothetical protein	
CACVWD010000050.1	cds	7419	7757	-	BMNMOC_01035		hypothetical protein	
CACVWD010000050.1	cds	7770	8831	-	BMNMOC_01036		S-methyl-5-thioribose-1-phosphate isomerase	SO:0001217, UniRef:UniRef50_D8IG88
CACVWD010000050.1	cds	8998	10176	+	BMNMOC_01037		NADH-dependent butanol dehydrogenase A	SO:0001217, UniRef:UniRef50_A0A173SUD3
CACVWD010000050.1	cds	10275	11276	-	BMNMOC_01038	pfkB	Carbohydrate kinase PfkB domain-containing protein	SO:0001217, UniRef:UniRef50_R9LKZ3
CACVWD010000050.1	cds	11280	12770	-	BMNMOC_01039		Sucrose-6-phosphate hydrolase	SO:0001217, UniRef:UniRef50_A0A7U9RUY8
CACVWD010000050.1	cds	12767	13411	-	BMNMOC_01040		hypothetical protein	
CACVWD010000050.1	cds	13424	14968	-	BMNMOC_01041		beta-fructofuranosidase	SO:0001217, UniRef:UniRef50_A0A9D1V6U7
CACVWD010000050.1	cds	15038	15826	-	BMNMOC_01042		hypothetical protein	
CACVWD010000051.1	cds	9	1142	+	BMNMOC_01043		hypothetical protein	
CACVWD010000051.1	cds	1139	1303	+	BMNMOC_01044		hypothetical protein	
CACVWD010000051.1	cds	1343	2011	-	BMNMOC_01045		hypothetical protein	PFAM:PF00392.27, PFAM:PF07729.17
CACVWD010000051.1	cds	2122	4404	-	BMNMOC_01046		hypothetical protein	PFAM:PF00905.27, PFAM:PF00912.28
CACVWD010000051.1	cds	4499	5032	-	BMNMOC_01047		hypothetical protein	
CACVWD010000051.1	cds	5029	5499	-	BMNMOC_01048		hypothetical protein	
CACVWD010000051.1	cds	5496	6335	-	BMNMOC_01049		hypothetical protein	PFAM:PF00882.24
CACVWD010000051.1	cds	6487	7380	+	BMNMOC_01050		hypothetical protein	PFAM:PF01520.23
CACVWD010000051.1	cds	7409	8005	+	BMNMOC_01051		hypothetical protein	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000051.1	cds	7995	8939	+	BMNMOC_01052		hypothetical protein	PFAM:PF09826.15
CACVWD010000051.1	cds	9030	9689	+	BMNMOC_01053		uridine/cytidine kinase	SO:0001217, UniRef:UniRef50_A0A2N2A507
CACVWD010000051.1	cds	9934	10392	-	BMNMOC_01054		hypothetical protein	
CACVWD010000052.1	cds	154	2850	+	BMNMOC_01055		hypothetical protein	PFAM:PF01580.24, PFAM:PF09397.16, PFAM:PF17854.6
CACVWD010000052.1	cds	2847	4136	+	BMNMOC_01056	rimO	Ribosomal protein uS12 methylthiotransferase RimO	SO:0001217, UniRef:UniRef50_R6AWX0
CACVWD010000052.1	cds	4133	4729	+	BMNMOC_01057		hypothetical protein	
CACVWD010000052.1	cds	4719	5954	+	BMNMOC_01058		Putative competence-damage inducible protein	SO:0001217, UniRef:UniRef50_U2NJ70
CACVWD010000052.1	cds	5985	7085	+	BMNMOC_01059	recA	Protein RecA	SO:0001217, UniRef:UniRef50_P43705
CACVWD010000052.1	cds	7187	7483	-	BMNMOC_01060		hypothetical protein	PFAM:PF05979.17
CACVWD010000052.1	cds	7502	9298	+	BMNMOC_01061		hypothetical protein	
CACVWD010000052.1	cds	9346	10284	-	BMNMOC_01062		FAD:protein FMN transferase	SO:0001217, UniRef:UniRef50_A0A1C5YZD0
CACVWD010000053.1	cds	111	860	+	BMNMOC_01063		hypothetical protein	
CACVWD010000053.1	cds	1021	2217	+	BMNMOC_01064		hypothetical protein	PFAM:PF00165.29, PFAM:PF12833.13
CACVWD010000053.1	cds	2500	3369	+	BMNMOC_01065		hypothetical protein	PFAM:PF02698.23
CACVWD010000053.1	cds	3421	4092	+	BMNMOC_01066		DNA alkylation repair protein	SO:0001217, UniRef:UniRef50_C8WAQ5
CACVWD010000053.1	cds	4382	5617	+	BMNMOC_01067		Glycerate 2-kinase	SO:0001217, UniRef:UniRef50_D4K1M6
CACVWD010000053.1	cds	5637	6125	-	BMNMOC_01068		hypothetical protein	PFAM:PF12672.12
CACVWD010000053.1	cds	6139	6387	-	BMNMOC_01069		hypothetical protein	
CACVWD010000053.1	cds	6420	7436	-	BMNMOC_01070		hypothetical protein	PFAM:PF00999.27
CACVWD010000053.1	cds	7941	8222	+	BMNMOC_01071		hypothetical protein	
CACVWD010000053.1	cds	8310	10778	-	BMNMOC_01072		hypothetical protein	PFAM:PF09479.16
CACVWD010000053.1	cds	11016	11534	+	BMNMOC_01073		hypothetical protein	PFAM:PF13302.13
CACVWD010000053.1	cds	11869	13398	-	BMNMOC_01074		hypothetical protein	PFAM:PF00070.33, PFAM:PF01266.30, PFAM:PF01593.30, PFAM:PF07992.20, PFAM:PF13450.12
CACVWD010000053.1	cds	13545	14594	+	BMNMOC_01075		DUF362 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I1Z6V5
CACVWD010000053.1	cds	14693	15679	+	BMNMOC_01076		Pyruvate kinase	SO:0001217, UniRef:UniRef50_G2T5Q1
CACVWD010000053.1	cds	15734	17011	-	BMNMOC_01077		UPF0597 protein H9910_04955	SO:0001217, UniRef:UniRef50_A0A9D2RBW1
CACVWD010000053.1	cds	17068	17643	-	BMNMOC_01078		hypothetical protein	
CACVWD010000054.1	cds	82	870	+	BMNMOC_01079		hypothetical protein	
CACVWD010000054.1	cds	897	4322	-	BMNMOC_01080		hypothetical protein	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF02559.22, PFAM:PF03461.20, PFAM:PF17757.6
CACVWD010000054.1	cds	4350	4958	-	BMNMOC_01081		Peptidyl-tRNA hydrolase	SO:0001217, UniRef:UniRef50_B0S0D9
CACVWD010000054.1	cds	5144	5605	+	BMNMOC_01082		hypothetical protein	
CACVWD010000054.1	cds	5586	6689	+	BMNMOC_01083		hypothetical protein	PFAM:PF08032.17
CACVWD010000054.1	cds	6686	7279	+	BMNMOC_01084		RNA polymerase sigma-H factor	SO:0001217, UniRef:UniRef50_F9N337
CACVWD010000054.1	cds	7333	7521	-	BMNMOC_01085		hypothetical protein	
CACVWD010000054.1	cds	7681	9012	-	BMNMOC_01086		hypothetical protein	
CACVWD010000054.1	cds	9043	9651	-	BMNMOC_01087		hypothetical protein	PFAM:PF02698.23
CACVWD010000054.1	cds	9977	10321	-	BMNMOC_01088		DUF559 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8J7QMA5
CACVWD010000054.1	cds	10321	13155	-	BMNMOC_01089		UvrABC system protein A	SO:0001217, UniRef:UniRef50_Q890X9
CACVWD010000054.1	cds	13156	14262	-	BMNMOC_01090		hypothetical protein	PFAM:PF12804.13
CACVWD010000054.1	cds	14259	14510	-	BMNMOC_01091		RNA-binding S4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9C7BFF6
CACVWD010000054.1	cds	14512	15363	-	BMNMOC_01092		hypothetical protein	
CACVWD010000054.1	cds	15439	16257	+	BMNMOC_01093		hypothetical protein	
CACVWD010000054.1	cds	16300	17550	-	BMNMOC_01094		hypothetical protein	PFAM:PF00089.32, PFAM:PF00595.29, PFAM:PF13180.12, PFAM:PF13365.12, PFAM:PF17820.7
CACVWD010000054.1	cds	17746	18966	+	BMNMOC_01095		hypothetical protein	
CACVWD010000054.1	cds	19133	19951	+	BMNMOC_01096		hypothetical protein	PFAM:PF01345.24
CACVWD010000054.1	cds	20053	21159	+	BMNMOC_01097		hypothetical protein	PFAM:PF00149.33, PFAM:PF12850.12
CACVWD010000054.1	cds	21156	21935	+	BMNMOC_01098		hypothetical protein	
CACVWD010000054.1	cds	21969	22742	-	BMNMOC_01099		hypothetical protein	PFAM:PF00702.32, PFAM:PF13242.12
CACVWD010000054.1	cds	22808	23188	+	BMNMOC_01100		Reactive intermediate imine deaminase	SO:0001217, UniRef:UniRef50_A0A0P7Z1A4
CACVWD010000054.1	cds	23195	23722	+	BMNMOC_01101		hypothetical protein	PFAM:PF00293.34
CACVWD010000054.1	cds	23775	24923	-	BMNMOC_01102		Citrate transporter-like domain-containing protein	SO:0001217, UniRef:UniRef50_F4XG28
CACVWD010000055.1	cds	924	1616	-	BMNMOC_01103	lolD	Lipoprotein-releasing system ATP-binding protein LolD	SO:0001217, UniRef:UniRef50_A0A1V5QBY3
CACVWD010000055.1	cds	1889	2887	-	BMNMOC_01104		hypothetical protein	PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF13581.12
CACVWD010000055.1	cds	2893	3555	-	BMNMOC_01105		Stage 0 sporulation A-like protein	SO:0001217, UniRef:UniRef50_A0A1K1LRA9
CACVWD010000055.1	cds	3563	5425	-	BMNMOC_01106		hypothetical protein	PFAM:PF01011.27, PFAM:PF13360.12, PFAM:PF13570.12
CACVWD010000055.1	cds	5552	7387	-	BMNMOC_01107		hypothetical protein	PFAM:PF01011.27, PFAM:PF13570.12
CACVWD010000055.1	cds	7819	9165	-	BMNMOC_01108		Phosphoglucosamine mutase	SO:0001217, UniRef:UniRef50_A0A9D2QHN7
CACVWD010000055.1	cds	9165	9827	-	BMNMOC_01109		UDP-N-acetylglucosamine pyrophosphorylase	SO:0001217, UniRef:UniRef50_G5IFU4
CACVWD010000055.1	cds	9831	10622	-	BMNMOC_01110		Glucosamine-6-phosphate deaminase	SO:0001217, UniRef:UniRef50_A0A1I1WZR9
CACVWD010000055.1	cds	10666	11247	+	BMNMOC_01111		hypothetical protein	
CACVWD010000055.1	ncRNA-region	10688	10840	-			glmS glucosamine-6-phosphate activated ribozyme aptamer	RFAM:RF00234, SO:0005836
CACVWD010000055.1	cds	11232	11573	+	BMNMOC_01112		hypothetical protein	PFAM:PF13508.13, PFAM:PF13527.13, PFAM:PF13673.13
CACVWD010000055.1	cds	11784	11948	-	BMNMOC_01113		hypothetical protein	
CACVWD010000055.1	cds	12139	13779	+	BMNMOC_01114		Glutamine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q188C8
CACVWD010000056.1	cds	70	627	+	BMNMOC_01115		hypothetical protein	PFAM:PF20256.3
CACVWD010000056.1	cds	683	2176	+	BMNMOC_01116		hypothetical protein	
CACVWD010000056.1	cds	2183	2983	-	BMNMOC_01117		ABC-type nitrate/sulfonate/bicarbonate transport system permease component	SO:0001217, UniRef:UniRef50_R6AX75
CACVWD010000056.1	cds	2980	3726	-	BMNMOC_01118	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	SO:0001217, UniRef:UniRef50_A0A1V4I9Q8
CACVWD010000056.1	cds	3841	4005	+	BMNMOC_01119		hypothetical protein	
CACVWD010000056.1	cds	4085	4924	+	BMNMOC_01120		hypothetical protein	PFAM:PF04085.20
CACVWD010000056.1	cds	4921	5412	+	BMNMOC_01121		hypothetical protein	
CACVWD010000056.1	cds	5409	7937	+	BMNMOC_01122		hypothetical protein	PFAM:PF00905.27, PFAM:PF03717.20
CACVWD010000056.1	cds	8025	9362	+	BMNMOC_01123		hypothetical protein	PFAM:PF01471.23
CACVWD010000057.1	rRNA	1	693	-	BMNMOC_01124	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
CACVWD010000057.1	cds	1232	1885	+	BMNMOC_01125		hypothetical protein	
CACVWD010000057.1	cds	1882	2844	+	BMNMOC_01126		tRNA-dihydrouridine synthase	SO:0001217, UniRef:UniRef50_A0A7C6H4D1
CACVWD010000057.1	cds	2881	3348	+	BMNMOC_01127		hypothetical protein	PFAM:PF01272.25, PFAM:PF03449.20
CACVWD010000057.1	cds	3363	5330	+	BMNMOC_01128		Lysine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q97EB7
CACVWD010000057.1	ncRNA-region	5868	5925	+			pemK RNA	RFAM:RF02913, SO:0005836
CACVWD010000057.1	cds	6096	6887	+	BMNMOC_01129		Sporulation initiation inhibitor protein Soj	SO:0001217, UniRef:UniRef50_B0NIG0
CACVWD010000057.1	cds	6877	7833	+	BMNMOC_01130		hypothetical protein	
CACVWD010000057.1	cds	8311	10281	-	BMNMOC_01131		hypothetical protein	
CACVWD010000058.1	cds	16	897	+	BMNMOC_01132		hypothetical protein	
CACVWD010000058.1	cds	755	2008	-	BMNMOC_01133		Phosphoglycerate kinase	SO:0001217, UniRef:UniRef50_F5YMA7
CACVWD010000058.1	cds	2030	3118	-	BMNMOC_01134		hypothetical protein	PFAM:PF02800.25
CACVWD010000058.1	cds	3174	4187	-	BMNMOC_01135		Inositol 2-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1V5U4Y1
CACVWD010000058.1	cds	4219	5784	-	BMNMOC_01136		phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	SO:0001217, UniRef:UniRef50_A0A1V5U4Y0
CACVWD010000058.1	cds	5799	6581	-	BMNMOC_01137	ppaX	Pyrophosphatase PpaX	SO:0001217, UniRef:UniRef50_A0A644YQG1
CACVWD010000058.1	cds	6578	7345	-	BMNMOC_01138		HAD family hydrolase	SO:0001217, UniRef:UniRef50_A0A363TD01
CACVWD010000058.1	cds	7368	8090	-	BMNMOC_01139		HAD family hydrolase	SO:0001217, UniRef:UniRef50_A0A3C1LRJ4
CACVWD010000058.1	cds	8118	8876	-	BMNMOC_01140		hypothetical protein	PFAM:PF00702.32, PFAM:PF13242.12
CACVWD010000058.1	cds	9134	9607	+	BMNMOC_01141		hypothetical protein	PFAM:PF00356.27, PFAM:PF00532.27
CACVWD010000059.1	cds	251	952	+	BMNMOC_01142		hypothetical protein	
CACVWD010000059.1	cds	1555	3000	-	BMNMOC_01143		hypothetical protein	PFAM:PF01256.23, PFAM:PF03853.21
CACVWD010000059.1	cds	2985	3479	-	BMNMOC_01144		hypothetical protein	PFAM:PF02631.22, PFAM:PF21981.2, PFAM:PF21982.2
CACVWD010000059.1	cds	3970	5766	+	BMNMOC_01145		hypothetical protein	PFAM:PF12229.13
CACVWD010000059.1	cds	5817	6350	+	BMNMOC_01146		hypothetical protein	
CACVWD010000059.1	cds	6379	6555	-	BMNMOC_01147		hypothetical protein	
CACVWD010000059.1	cds	6665	7384	+	BMNMOC_01148		hypothetical protein	PFAM:PF01471.23
CACVWD010000059.1	cds	7494	8819	+	BMNMOC_01149		hypothetical protein	PFAM:PF03403.19, PFAM:PF12697.13
CACVWD010000059.1	cds	8835	9272	+	BMNMOC_01150	ypdB	Transcriptional regulatory protein YpdB	SO:0001217, UniRef:UniRef50_A0A1V5Q3C3
CACVWD010000059.1	cds	9269	9580	+	BMNMOC_01151		hypothetical protein	
CACVWD010000059.1	cds	9609	10199	+	BMNMOC_01152		hypothetical protein	
CACVWD010000059.1	cds	10253	11041	-	BMNMOC_01153		hypothetical protein	PFAM:PF08241.18, PFAM:PF13649.12, PFAM:PF13847.12, PFAM:PF21302.3
CACVWD010000059.1	cds	11038	11343	-	BMNMOC_01154		hypothetical protein	
CACVWD010000059.1	cds	11345	12235	-	BMNMOC_01155		hypothetical protein	
CACVWD010000059.1	cds	12232	12552	-	BMNMOC_01156		hypothetical protein	
CACVWD010000059.1	cds	12589	12894	-	BMNMOC_01157		hypothetical protein	
CACVWD010000059.1	cds	12891	13175	-	BMNMOC_01158		hypothetical protein	
CACVWD010000059.1	cds	13372	15075	+	BMNMOC_01159		hypothetical protein	PFAM:PF00006.31, PFAM:PF07497.18, PFAM:PF07498.18
