#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CACVWD010000036.1	3200	4171	-	BMNMOC_00841	36.1	8.7		
CACVWD010000036.1	4406	5536	+	BMNMOC_00842	42.8	4.6	PF00149.33|Metallophos	PFAM:PF00149.33
CACVWD010000036.1	5691	6854	+	BMNMOC_00843	44.3	5.4	PF01381.28|HTH_3, PF13428.12|TPR_14, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF13428.12, PFAM:PF13560.12
CACVWD010000036.1	6911	7156	-	BMNMOC_00844	9.3	7.7		
CACVWD010000036.1	7249	7758	+	BMNMOC_00845	19.6	5.6	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000036.1	7769	9871	+	BMNMOC_00846	77.7	4.5		
CACVWD010000036.1	12649	13491	+	BMNMOC_00848	31.3	8.3		
CACVWD010000036.1	13598	14497	+	BMNMOC_00849	34.0	8.7		
CACVWD010000036.1	14592	14954	+	BMNMOC_00850	13.7	9.0	PF04218.19|CENP-B_N, PF13518.12|HTH_28	PFAM:PF04218.19, PFAM:PF13518.12
CACVWD010000036.1	15098	15811	+	BMNMOC_00851	27.4	7.7	PF00665.32|rve, PF13683.12|rve_3	PFAM:PF00665.32, PFAM:PF13683.12
CACVWD010000036.1	15958	17958	+	BMNMOC_00852	73.9	8.9		
CACVWD010000036.1	18000	18224	-	BMNMOC_00853	8.8	9.3		
CACVWD010000036.1	24040	24462	-	BMNMOC_00862	16.5	9.5	PF00707.27|IF3_C, PF05198.21|IF3_N	PFAM:PF00707.27, PFAM:PF05198.21
CACVWD010000037.1	246	959	-	BMNMOC_00863	26.0	8.7		
CACVWD010000037.1	2327	2971	-	BMNMOC_00865	25.1	6.0		
CACVWD010000037.1	3052	3762	-	BMNMOC_00866	26.6	5.5		
CACVWD010000037.1	3782	3931	-	BMNMOC_00867	5.4	4.6		
CACVWD010000037.1	3950	6610	-	BMNMOC_00868	99.4	5.1	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13414.12|TPR_11, PF13428.12|TPR_14, PF13676.11|TIR_2, PF14559.12|TPR_19	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13414.12, PFAM:PF13428.12, PFAM:PF13676.11, PFAM:PF14559.12
CACVWD010000037.1	7831	9192	+	BMNMOC_00870	52.2	5.8	PF05272.17|VapE-like_dom	PFAM:PF05272.17
CACVWD010000037.1	9562	9792	+	BMNMOC_00871	8.6	9.1		
CACVWD010000037.1	11691	12461	-	BMNMOC_00874	26.9	10.2		
CACVWD010000038.1	1645	2325	-	BMNMOC_00876	25.2	6.2		
CACVWD010000038.1	4200	5063	-	BMNMOC_00878	31.2	9.0		
CACVWD010000038.1	5060	5707	-	BMNMOC_00879	23.2	4.6	PF01551.29|Peptidase_M23	PFAM:PF01551.29
CACVWD010000038.1	5815	6801	-	BMNMOC_00880	36.8	5.4	PF03734.19|YkuD	PFAM:PF03734.19
CACVWD010000038.1	6952	7173	-	BMNMOC_00881	8.0	9.6		
CACVWD010000038.1	7184	7672	-	BMNMOC_00882	18.3	4.7		
CACVWD010000038.1	11669	12304	-	BMNMOC_00886	24.6	4.5		
CACVWD010000039.1	426	1259	-	BMNMOC_00887	30.4	6.7		
CACVWD010000039.1	1256	1921	-	BMNMOC_00888	24.5	5.4	PF04203.18|Sortase	PFAM:PF04203.18
CACVWD010000039.1	1925	2749	-	BMNMOC_00889	29.3	4.3		
CACVWD010000039.1	2852	3151	-	BMNMOC_00890	11.2	11.4		
CACVWD010000039.1	9149	9421	-	BMNMOC_00900	10.3	9.7		
CACVWD010000040.1	185	862	+	BMNMOC_00904	25.8	7.8		
CACVWD010000040.1	1689	2405	+	BMNMOC_00905	26.2	5.0		
CACVWD010000040.1	2450	2653	+	BMNMOC_00906	7.2	7.5	PF00037.32|Fer4, PF12797.12|Fer4_2, PF12800.12|Fer4_4, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13237.11|Fer4_10, PF13459.11|Fer4_15, PF13534.11|Fer4_17	PFAM:PF00037.32, PFAM:PF12797.12, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13237.11, PFAM:PF13459.11, PFAM:PF13534.11
CACVWD010000040.1	5103	6632	+	BMNMOC_00910	55.0	5.4	PF01144.29|CoA_trans	PFAM:PF01144.29
CACVWD010000040.1	6633	7319	-	BMNMOC_00911	26.0	5.9	PF00392.27|GntR, PF07729.17|FCD	PFAM:PF00392.27, PFAM:PF07729.17
CACVWD010000041.1	828	2363	-	BMNMOC_00916	58.9	6.4	PF13175.12|AAA_15, PF13304.12|AAA_21	PFAM:PF13175.12, PFAM:PF13304.12
CACVWD010000041.1	7357	8073	-	BMNMOC_00920	26.3	5.7	PF13472.12|Lipase_GDSL_2	PFAM:PF13472.12
CACVWD010000041.1	8077	9489	-	BMNMOC_00921	52.4	6.5	PF04616.20|Glyco_hydro_43	PFAM:PF04616.20
CACVWD010000041.1	9499	11040	-	BMNMOC_00922	58.7	6.0	PF01229.23|Glyco_hydro_39	PFAM:PF01229.23
CACVWD010000041.1	11053	12030	-	BMNMOC_00923	36.0	8.6	PF00933.27|Glyco_hydro_3	PFAM:PF00933.27
CACVWD010000042.1	390	1574	-	BMNMOC_00924	43.9	5.0	PF01243.27|PNPOx_N	PFAM:PF01243.27
CACVWD010000042.1	1576	2382	-	BMNMOC_00925	30.1	9.6		
CACVWD010000042.1	3290	4216	-	BMNMOC_00927	35.5	8.5		
CACVWD010000042.1	4251	4769	-	BMNMOC_00928	19.7	7.8	PF00440.29|TetR_N	PFAM:PF00440.29
CACVWD010000042.1	5191	5664	+	BMNMOC_00929	18.2	7.0		
CACVWD010000042.1	5677	6528	+	BMNMOC_00930	32.0	4.6		
CACVWD010000042.1	6567	6944	-	BMNMOC_00931	13.6	8.9		
CACVWD010000042.1	8016	8303	+	BMNMOC_00937	11.4	9.9		
CACVWD010000042.1	8304	9263	-	BMNMOC_00938	33.4	4.6		
CACVWD010000042.1	9412	9801	-	BMNMOC_00939	13.7	7.8		
CACVWD010000042.1	11286	11792	+	BMNMOC_00941	18.6	10.0		
CACVWD010000042.1	11792	11992	+	BMNMOC_00942	6.8	9.3		
CACVWD010000042.1	13297	13407	-	BMNMOC_00945	3.9	5.1	PF03143.23|GTP_EFTU_D3	PFAM:PF03143.23
CACVWD010000043.1	911	2941	-	BMNMOC_00947	74.8	4.8	PF01841.26|Transglut_core, PF02494.22|HYR	PFAM:PF01841.26, PFAM:PF02494.22
CACVWD010000043.1	4636	5328	-	BMNMOC_00949	26.7	9.9	PF10263.15|SprT-like	PFAM:PF10263.15
CACVWD010000043.1	5372	5716	-	BMNMOC_00950	11.3	9.4		
CACVWD010000043.1	8204	8383	+	BMNMOC_00952	6.1	9.0		
CACVWD010000043.1	8418	9233	+	BMNMOC_00953	30.0	9.4		
CACVWD010000043.1	9248	9667	+	BMNMOC_00954	15.5	5.4	PF03479.20|PCC	PFAM:PF03479.20
CACVWD010000043.1	9681	10247	+	BMNMOC_00955	21.1	8.3		
CACVWD010000043.1	10274	11161	+	BMNMOC_00956	32.3	4.6	PF13472.12|Lipase_GDSL_2	PFAM:PF13472.12
CACVWD010000043.1	11196	11876	-	BMNMOC_00957	24.3	4.7	PF01520.23|Amidase_3	PFAM:PF01520.23
CACVWD010000044.1	5	202	+	BMNMOC_00959	6.9	4.1		
CACVWD010000044.1	397	714	+	BMNMOC_00960	11.0	4.8	PF07992.20|Pyr_redox_2	PFAM:PF07992.20
CACVWD010000044.1	2604	2873	+	BMNMOC_00963	10.0	5.3	PF01985.26|CRS1_YhbY	PFAM:PF01985.26
CACVWD010000044.1	3719	5299	+	BMNMOC_00965	57.5	10.0		
CACVWD010000044.1	6245	7558	+	BMNMOC_00967	48.1	4.7		
CACVWD010000044.1	9333	11336	+	BMNMOC_00969	72.2	8.5	PF00404.24|Dockerin_1, PF06347.19|SH3_4, PF08239.17|SH3_3	PFAM:PF00404.24, PFAM:PF06347.19, PFAM:PF08239.17
CACVWD010000044.1	12113	12856	+	BMNMOC_00970	28.9	11.3		
CACVWD010000045.1	21	2072	+	BMNMOC_00971	73.1	5.0	PF00415.24|RCC1, PF09992.14|NAGPA, PF13540.12|RCC1_2	PFAM:PF00415.24, PFAM:PF09992.14, PFAM:PF13540.12
CACVWD010000045.1	2076	3587	-	BMNMOC_00972	55.0	4.5	PF12799.13|LRR_4	PFAM:PF12799.13
CACVWD010000045.1	5730	6620	-	BMNMOC_00975	34.6	6.7		
CACVWD010000045.1	6617	9619	-	BMNMOC_00976	115.7	6.4		
CACVWD010000045.1	10853	11188	+	BMNMOC_00978	12.8	4.7		
CACVWD010000046.1	46	711	+	BMNMOC_00979	25.0	5.3	PF22421.1|SYY_C-terminal	PFAM:PF22421.1
CACVWD010000046.1	3000	3608	+	BMNMOC_00983	22.6	5.6		
CACVWD010000046.1	4293	5486	+	BMNMOC_00985	45.2	5.2	PF07931.18|CPT, PF13302.13|Acetyltransf_3, PF13508.13|Acetyltransf_7	PFAM:PF07931.18, PFAM:PF13302.13, PFAM:PF13508.13
CACVWD010000046.1	9870	11042	-	BMNMOC_00990	43.5	5.7		
CACVWD010000047.1	112	990	+	BMNMOC_00991	31.3	5.4	PF00132.30|Hexapep, PF00293.34|NUDIX	PFAM:PF00132.30, PFAM:PF00293.34
CACVWD010000047.1	1030	2526	-	BMNMOC_00992	55.3	9.7		
CACVWD010000047.1	2600	3376	-	BMNMOC_00993	28.9	5.0		
CACVWD010000047.1	3373	4803	-	BMNMOC_00994	53.2	6.4	PF00512.31|HisKA, PF00672.30|HAMP, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31
CACVWD010000047.1	5543	6676	-	BMNMOC_00996	42.1	9.9		
CACVWD010000047.1	6773	8674	+	BMNMOC_00997	71.4	5.2	PF00128.31|Alpha-amylase	PFAM:PF00128.31
CACVWD010000047.1	9883	10404	-	BMNMOC_01000	20.0	5.2	PF16321.10|Ribosom_S30AE_C	PFAM:PF16321.10
CACVWD010000048.1	5	238	+	BMNMOC_01001	8.0	9.9		
CACVWD010000048.1	279	836	-	BMNMOC_01002	21.2	9.9		
CACVWD010000048.1	3460	4296	+	BMNMOC_01005	30.2	8.7	PF00404.24|Dockerin_1	PFAM:PF00404.24
CACVWD010000048.1	4345	5082	-	BMNMOC_01006	27.8	5.4		
CACVWD010000048.1	7063	8469	+	BMNMOC_01008	50.6	5.3	PF00404.24|Dockerin_1	PFAM:PF00404.24
CACVWD010000048.1	10398	10511	-	BMNMOC_01011	4.6	4.7		
CACVWD010000049.1	354	1409	+	BMNMOC_01013	38.9	4.7	PF00571.33|CBS, PF01595.25|CNNM	PFAM:PF00571.33, PFAM:PF01595.25
CACVWD010000049.1	1402	2685	+	BMNMOC_01014	48.4	4.2	PF00571.33|CBS, PF01595.25|CNNM, PF03471.22|CorC_HlyC	PFAM:PF00571.33, PFAM:PF01595.25, PFAM:PF03471.22
CACVWD010000049.1	4831	5037	+	BMNMOC_01018	7.6	10.3		
CACVWD010000049.1	5180	6061	+	BMNMOC_01019	31.6	9.2	PF02698.23|DUF218	PFAM:PF02698.23
CACVWD010000049.1	6177	6638	+	BMNMOC_01020	18.0	6.0	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000049.1	6635	6793	+	BMNMOC_01021	6.4	9.4		
CACVWD010000049.1	6811	8037	+	BMNMOC_01022	45.0	4.7		
CACVWD010000049.1	10001	10543	-	BMNMOC_01024	19.7	6.7		
CACVWD010000050.1	25	342	+	BMNMOC_01025	11.8	9.4		
CACVWD010000050.1	1334	1762	+	BMNMOC_01027	16.4	5.4		
CACVWD010000050.1	1985	2773	+	BMNMOC_01028	30.0	4.3		
CACVWD010000050.1	2922	3503	-	BMNMOC_01029	21.3	5.5	PF00300.27|His_Phos_1	PFAM:PF00300.27
CACVWD010000050.1	3494	3853	-	BMNMOC_01030	12.7	7.6	PF02283.22|CobU	PFAM:PF02283.22
CACVWD010000050.1	3844	4623	-	BMNMOC_01031	27.5	9.0		
CACVWD010000050.1	6331	7332	-	BMNMOC_01034	35.6	4.1		
CACVWD010000050.1	7419	7757	-	BMNMOC_01035	12.9	5.2		
CACVWD010000050.1	12767	13411	-	BMNMOC_01040	24.1	9.3		
CACVWD010000050.1	15038	15826	-	BMNMOC_01042	28.9	4.3		
CACVWD010000051.1	9	1142	+	BMNMOC_01043	40.9	4.6		
CACVWD010000051.1	1139	1303	+	BMNMOC_01044	5.8	9.8		
CACVWD010000051.1	1343	2011	-	BMNMOC_01045	25.1	5.7	PF00392.27|GntR, PF07729.17|FCD	PFAM:PF00392.27, PFAM:PF07729.17
CACVWD010000051.1	2122	4404	-	BMNMOC_01046	82.5	5.0	PF00905.27|Transpeptidase, PF00912.28|Transgly	PFAM:PF00905.27, PFAM:PF00912.28
CACVWD010000051.1	4499	5032	-	BMNMOC_01047	20.2	9.9		
CACVWD010000051.1	5029	5499	-	BMNMOC_01048	17.3	8.9		
CACVWD010000051.1	5496	6335	-	BMNMOC_01049	31.4	6.9	PF00882.24|Zn_dep_PLPC	PFAM:PF00882.24
CACVWD010000051.1	6487	7380	+	BMNMOC_01050	31.9	8.2	PF01520.23|Amidase_3	PFAM:PF01520.23
CACVWD010000051.1	7409	8005	+	BMNMOC_01051	22.2	5.9	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000051.1	7995	8939	+	BMNMOC_01052	33.9	4.6	PF09826.15|Beta_propel	PFAM:PF09826.15
CACVWD010000051.1	9934	10392	-	BMNMOC_01054	17.4	11.3		
CACVWD010000052.1	154	2850	+	BMNMOC_01055	97.9	5.7	PF01580.24|FtsK_SpoIIIE, PF09397.16|FtsK_gamma, PF17854.6|FtsK_alpha	PFAM:PF01580.24, PFAM:PF09397.16, PFAM:PF17854.6
CACVWD010000052.1	4133	4729	+	BMNMOC_01057	22.1	9.4		
CACVWD010000052.1	7187	7483	-	BMNMOC_01060	11.6	9.6	PF05979.17|DUF896	PFAM:PF05979.17
CACVWD010000052.1	7502	9298	+	BMNMOC_01061	67.0	4.8		
CACVWD010000053.1	111	860	+	BMNMOC_01063	28.6	7.9		
CACVWD010000053.1	1021	2217	+	BMNMOC_01064	45.7	8.8	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
CACVWD010000053.1	2500	3369	+	BMNMOC_01065	31.7	4.4	PF02698.23|DUF218	PFAM:PF02698.23
CACVWD010000053.1	5637	6125	-	BMNMOC_01068	19.1	9.5	PF12672.12|DUF3793	PFAM:PF12672.12
CACVWD010000053.1	6139	6387	-	BMNMOC_01069	9.1	7.8		
CACVWD010000053.1	6420	7436	-	BMNMOC_01070	36.2	9.4	PF00999.27|Na_H_Exchanger	PFAM:PF00999.27
CACVWD010000053.1	7941	8222	+	BMNMOC_01071	10.8	5.4		
CACVWD010000053.1	8310	10778	-	BMNMOC_01072	88.8	4.7	PF09479.16|Flg_new	PFAM:PF09479.16
CACVWD010000053.1	11016	11534	+	BMNMOC_01073	19.8	6.2	PF13302.13|Acetyltransf_3	PFAM:PF13302.13
CACVWD010000053.1	11869	13398	-	BMNMOC_01074	56.6	5.4	PF00070.33|Pyr_redox, PF01266.30|DAO, PF01593.30|Amino_oxidase, PF07992.20|Pyr_redox_2, PF13450.12|NAD_binding_8	PFAM:PF00070.33, PFAM:PF01266.30, PFAM:PF01593.30, PFAM:PF07992.20, PFAM:PF13450.12
CACVWD010000053.1	17068	17643	-	BMNMOC_01078	22.2	11.1		
CACVWD010000054.1	82	870	+	BMNMOC_01079	31.1	11.7		
CACVWD010000054.1	897	4322	-	BMNMOC_01080	127.3	5.8	PF00270.35|DEAD, PF00271.37|Helicase_C, PF02559.22|CarD_TRCF_RID, PF03461.20|TRCF, PF17757.6|UvrB_inter	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF02559.22, PFAM:PF03461.20, PFAM:PF17757.6
CACVWD010000054.1	5144	5605	+	BMNMOC_01082	17.4	5.7		
CACVWD010000054.1	5586	6689	+	BMNMOC_01083	40.5	9.1	PF08032.17|SpoU_sub_bind	PFAM:PF08032.17
CACVWD010000054.1	7333	7521	-	BMNMOC_01085	7.2	7.9		
CACVWD010000054.1	7681	9012	-	BMNMOC_01086	50.7	4.9		
CACVWD010000054.1	9043	9651	-	BMNMOC_01087	22.2	5.9	PF02698.23|DUF218	PFAM:PF02698.23
CACVWD010000054.1	13156	14262	-	BMNMOC_01090	39.8	5.7	PF12804.13|NTP_transf_3	PFAM:PF12804.13
CACVWD010000054.1	14512	15363	-	BMNMOC_01092	30.5	9.8		
CACVWD010000054.1	15439	16257	+	BMNMOC_01093	29.4	4.8		
CACVWD010000054.1	16300	17550	-	BMNMOC_01094	43.5	4.4	PF00089.32|Trypsin, PF00595.29|PDZ, PF13180.12|PDZ_2, PF13365.12|Trypsin_2, PF17820.7|PDZ_6	PFAM:PF00089.32, PFAM:PF00595.29, PFAM:PF13180.12, PFAM:PF13365.12, PFAM:PF17820.7
CACVWD010000054.1	17746	18966	+	BMNMOC_01095	44.0	9.1		
CACVWD010000054.1	19133	19951	+	BMNMOC_01096	27.6	4.1	PF01345.24|DUF11	PFAM:PF01345.24
CACVWD010000054.1	20053	21159	+	BMNMOC_01097	40.6	5.3	PF00149.33|Metallophos, PF12850.12|Metallophos_2	PFAM:PF00149.33, PFAM:PF12850.12
CACVWD010000054.1	21156	21935	+	BMNMOC_01098	28.6	5.0		
CACVWD010000054.1	21969	22742	-	BMNMOC_01099	29.1	6.2	PF00702.32|Hydrolase, PF13242.12|Hydrolase_like	PFAM:PF00702.32, PFAM:PF13242.12
CACVWD010000054.1	23195	23722	+	BMNMOC_01101	19.3	5.2	PF00293.34|NUDIX	PFAM:PF00293.34
CACVWD010000055.1	1889	2887	-	BMNMOC_01104	36.5	6.0	PF00512.31|HisKA, PF02518.31|HATPase_c, PF13581.12|HATPase_c_2	PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF13581.12
CACVWD010000055.1	3563	5425	-	BMNMOC_01106	67.1	4.7	PF01011.27|PQQ, PF13360.12|PQQ_2, PF13570.12|PQQ_3	PFAM:PF01011.27, PFAM:PF13360.12, PFAM:PF13570.12
CACVWD010000055.1	5552	7387	-	BMNMOC_01107	68.0	5.4	PF01011.27|PQQ, PF13570.12|PQQ_3	PFAM:PF01011.27, PFAM:PF13570.12
CACVWD010000055.1	10666	11247	+	BMNMOC_01111	21.9	10.8		
CACVWD010000055.1	11232	11573	+	BMNMOC_01112	13.1	5.3	PF13508.13|Acetyltransf_7, PF13527.13|Acetyltransf_9, PF13673.13|Acetyltransf_10	PFAM:PF13508.13, PFAM:PF13527.13, PFAM:PF13673.13
CACVWD010000055.1	11784	11948	-	BMNMOC_01113	6.4	8.3		
CACVWD010000056.1	70	627	+	BMNMOC_01115	19.8	6.8	PF20256.3|MoCoBD_2	PFAM:PF20256.3
CACVWD010000056.1	683	2176	+	BMNMOC_01116	55.4	5.3		
CACVWD010000056.1	3841	4005	+	BMNMOC_01119	6.2	9.7		
CACVWD010000056.1	4085	4924	+	BMNMOC_01120	30.6	5.1	PF04085.20|MreC	PFAM:PF04085.20
CACVWD010000056.1	4921	5412	+	BMNMOC_01121	17.4	10.4		
CACVWD010000056.1	5409	7937	+	BMNMOC_01122	94.2	5.0	PF00905.27|Transpeptidase, PF03717.20|PBP_dimer	PFAM:PF00905.27, PFAM:PF03717.20
CACVWD010000056.1	8025	9362	+	BMNMOC_01123	49.0	5.4	PF01471.23|PG_binding_1	PFAM:PF01471.23
CACVWD010000057.1	1232	1885	+	BMNMOC_01125	24.2	8.4		
CACVWD010000057.1	2881	3348	+	BMNMOC_01127	16.9	4.9	PF01272.25|GreA_GreB, PF03449.20|GreA_GreB_N	PFAM:PF01272.25, PFAM:PF03449.20
CACVWD010000057.1	6877	7833	+	BMNMOC_01130	37.0	5.5		
CACVWD010000057.1	8311	10281	-	BMNMOC_01131	70.7	6.4		
CACVWD010000058.1	16	897	+	BMNMOC_01132	33.3	11.0		
CACVWD010000058.1	2030	3118	-	BMNMOC_01134	39.8	7.1	PF02800.25|Gp_dh_C	PFAM:PF02800.25
CACVWD010000058.1	8118	8876	-	BMNMOC_01140	28.5	5.5	PF00702.32|Hydrolase, PF13242.12|Hydrolase_like	PFAM:PF00702.32, PFAM:PF13242.12
CACVWD010000058.1	9134	9607	+	BMNMOC_01141	17.5	8.7	PF00356.27|LacI, PF00532.27|Peripla_BP_1	PFAM:PF00356.27, PFAM:PF00532.27
CACVWD010000059.1	251	952	+	BMNMOC_01142	24.9	11.6		
CACVWD010000059.1	1555	3000	-	BMNMOC_01143	49.9	5.8	PF01256.23|Carb_kinase, PF03853.21|YjeF_N	PFAM:PF01256.23, PFAM:PF03853.21
CACVWD010000059.1	2985	3479	-	BMNMOC_01144	19.1	5.8	PF02631.22|RecX_HTH2, PF21981.2|RecX_HTH3, PF21982.2|RecX_HTH1	PFAM:PF02631.22, PFAM:PF21981.2, PFAM:PF21982.2
CACVWD010000059.1	3970	5766	+	BMNMOC_01145	64.8	4.8	PF12229.13|PG_binding_4	PFAM:PF12229.13
CACVWD010000059.1	5817	6350	+	BMNMOC_01146	19.8	7.7		
CACVWD010000059.1	6379	6555	-	BMNMOC_01147	6.4	4.2		
CACVWD010000059.1	6665	7384	+	BMNMOC_01148	26.3	6.6	PF01471.23|PG_binding_1	PFAM:PF01471.23
CACVWD010000059.1	7494	8819	+	BMNMOC_01149	48.6	4.9	PF03403.19|PAF-AH_p_II, PF12697.13|Abhydrolase_6	PFAM:PF03403.19, PFAM:PF12697.13
CACVWD010000059.1	9269	9580	+	BMNMOC_01151	11.5	6.1		
CACVWD010000059.1	9609	10199	+	BMNMOC_01152	22.2	9.5		
CACVWD010000059.1	10253	11041	-	BMNMOC_01153	28.9	6.2	PF08241.18|Methyltransf_11, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31, PF21302.3|Zn_ribbon_RlmA	PFAM:PF08241.18, PFAM:PF13649.12, PFAM:PF13847.12, PFAM:PF21302.3
CACVWD010000059.1	11038	11343	-	BMNMOC_01154	11.5	5.2		
CACVWD010000059.1	11345	12235	-	BMNMOC_01155	32.2	6.2		
CACVWD010000059.1	12232	12552	-	BMNMOC_01156	12.7	9.5		
CACVWD010000059.1	12589	12894	-	BMNMOC_01157	11.1	10.1		
CACVWD010000059.1	12891	13175	-	BMNMOC_01158	10.9	5.0		
CACVWD010000059.1	13372	15075	+	BMNMOC_01159	63.9	7.8	PF00006.31|ATP-synt_ab, PF07497.18|Rho_RNA_bind, PF07498.18|Rho_N	PFAM:PF00006.31, PFAM:PF07497.18, PFAM:PF07498.18
CACVWD010000059.1	15597	16259	-	BMNMOC_01161	24.9	6.5		
CACVWD010000060.1	417	1427	+	BMNMOC_01162	39.4	10.5		
CACVWD010000060.1	1736	1909	+	BMNMOC_01163	6.4	4.5		
CACVWD010000060.1	2824	3381	-	BMNMOC_01165	20.4	6.3		
CACVWD010000060.1	3540	4979	+	BMNMOC_01166	53.8	9.8		
CACVWD010000060.1	4990	6435	+	BMNMOC_01167	54.8	5.2		
CACVWD010000060.1	6432	7994	+	BMNMOC_01168	55.6	4.6	PF00415.24|RCC1, PF13540.12|RCC1_2, PF14559.12|TPR_19	PFAM:PF00415.24, PFAM:PF13540.12, PFAM:PF14559.12
CACVWD010000060.1	9279	10745	+	BMNMOC_01170	55.5	8.5		
CACVWD010000060.1	10603	11457	-	BMNMOC_01171	31.5	5.8		
CACVWD010000060.1	12038	12298	-	BMNMOC_01173	9.4	6.2	PF05239.21|PRC	PFAM:PF05239.21
CACVWD010000060.1	12459	13103	-	BMNMOC_01174	24.4	5.1		
CACVWD010000060.1	13243	14043	-	BMNMOC_01175	31.0	5.1		
CACVWD010000060.1	14241	15065	-	BMNMOC_01176	31.0	5.0		
CACVWD010000060.1	15121	15294	+	BMNMOC_01177	6.8	6.7		
CACVWD010000061.1	252	479	+	BMNMOC_01178	7.8	9.3		
CACVWD010000061.1	821	4177	+	BMNMOC_01179	123.5	5.4		
CACVWD010000061.1	4651	5754	+	BMNMOC_01180	42.3	7.0	PF13521.12|AAA_28	PFAM:PF13521.12
CACVWD010000061.1	5799	6356	-	BMNMOC_01181	20.5	9.5		
CACVWD010000061.1	9943	11055	+	BMNMOC_01186	40.2	10.3		
CACVWD010000061.1	12387	13583	-	BMNMOC_01188	43.5	5.0	PF02491.25|SHS2_FTSA, PF14450.12|FtsA	PFAM:PF02491.25, PFAM:PF14450.12
CACVWD010000061.1	13778	14401	+	BMNMOC_01189	23.5	5.3		
CACVWD010000061.1	14389	15147	-	BMNMOC_01190	29.3	10.8		
CACVWD010000062.1	983	1216	-	BMNMOC_01191	8.8	4.2		
CACVWD010000062.1	2721	4766	-	BMNMOC_01193	74.6	4.7	PF01841.26|Transglut_core, PF16403.11|Bact_surface_Ig-like, PF18981.6|InlK_D3	PFAM:PF01841.26, PFAM:PF16403.11, PFAM:PF18981.6
CACVWD010000062.1	4763	5608	-	BMNMOC_01194	31.1	6.1	PF01063.24|Aminotran_4	PFAM:PF01063.24
CACVWD010000062.1	5769	6446	-	BMNMOC_01195	24.7	8.2		
CACVWD010000062.1	8395	9087	-	BMNMOC_01197	25.8	9.5		
CACVWD010000063.1	52	852	+	BMNMOC_01198	30.2	4.4		
CACVWD010000063.1	878	1423	+	BMNMOC_01199	20.2	9.5		
CACVWD010000063.1	1427	2377	+	BMNMOC_01200	35.5	6.5	PF00753.33|Lactamase_B	PFAM:PF00753.33
CACVWD010000063.1	2436	4430	+	BMNMOC_01201	72.1	4.3		
CACVWD010000063.1	4521	7430	+	BMNMOC_01202	104.2	4.5	PF00149.33|Metallophos, PF16656.11|Pur_ac_phosph_N	PFAM:PF00149.33, PFAM:PF16656.11
CACVWD010000064.1	2127	2609	+	BMNMOC_01211	17.8	4.6		
CACVWD010000064.1	6505	7923	+	BMNMOC_01223	53.2	5.7	PF00512.31|HisKA, PF00672.30|HAMP, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31
CACVWD010000064.1	7859	8749	-	BMNMOC_01224	34.9	9.9		
CACVWD010000065.1	6130	7167	-	BMNMOC_01235	39.4	6.7		
CACVWD010000065.1	7186	8034	-	BMNMOC_01236	32.4	9.1		
CACVWD010000066.1	141	1703	+	BMNMOC_01239	59.4	6.9	PF00515.34|TPR_1, PF04138.20|GtrA_DPMS_TM, PF07719.23|TPR_2, PF13181.12|TPR_8, PF13424.12|TPR_12	PFAM:PF00515.34, PFAM:PF04138.20, PFAM:PF07719.23, PFAM:PF13181.12, PFAM:PF13424.12
CACVWD010000066.1	3373	4515	+	BMNMOC_01241	41.3	4.6		
CACVWD010000067.1	18	341	+	BMNMOC_01246	12.5	5.3		
CACVWD010000067.1	356	1864	+	BMNMOC_01247	56.2	4.8		
CACVWD010000067.1	1869	3584	+	BMNMOC_01248	63.1	4.6	PF12799.13|LRR_4, PF13855.12|LRR_8	PFAM:PF12799.13, PFAM:PF13855.12
CACVWD010000067.1	3651	4061	+	BMNMOC_01249	15.4	5.1		
