user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MAG_GCA_902775345.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902775345	GCA_902775345.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902775345	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_017510725.1, s__Crickella sp017510725, 95.0, 84.02, 0.211; GCA_017432075.1, s__Crickella sp017432075, 95.0, 83.54, 0.202; GCA_017431685.1, s__Crickella sp017431685, 95.0, 84.1, 0.205; GCA_017405845.1, s__Crickella sp017405845, 95.0, 83.38, 0.189; GCA_902779185.1, s__Crickella sp902779185, 95.0, 83.16, 0.169; GCA_902780815.1, s__Crickella sp902780815, 95.0, 84.79, 0.22; GCA_900320285.1, s__Crickella sp900320285, 95.0, 84.89, 0.234; GCA_017505405.1, s__Crickella sp017505405, 95.0, 84.44, 0.176; GCA_902801255.1, s__Crickella sp902801255, 95.0, 83.32, 0.187	N/A	N/A	N/A	N/A
MAG_GCA_902775355.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902775355	GCA_902775355.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902775355	100	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_017545165.1, s__Limivicinus sp017545165, 95.0, 89.73, 0.358; GCA_900316255.1, s__Limivicinus sp900316255, 95.28, 84.61, 0.16; GCA_900319635.1, s__Limivicinus sp900319635, 95.0, 84.44, 0.21; GCA_017447685.1, s__Limivicinus sp017447685, 95.0, 84.18, 0.155; GCA_017428565.1, s__Limivicinus sp017428565, 95.0, 85.08, 0.186	N/A	N/A	N/A	N/A
MAG_GCA_902775555.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902775555	GCA_902775555.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902775555	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902775695.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900316175	GCA_900316175.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900316175	99.41	0.924	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902775735.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp902775735	GCA_902775735.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp902775735	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_030533035.1, s__Bulleidia sp030533035, 95.0, 85.75, 0.182	N/A	N/A	N/A	N/A
MAG_GCA_902775875.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp900317915	GCA_900317915.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp900317915	98.88	0.911	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902775995.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900754145	GCA_902474595.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900754145	97.25	0.772	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_904501875.1, s__UBA737 sp904501875, 95.0, 85.91, 0.303; GCA_036308615.1, s__UBA737 sp036308615, 95.0, 90.35, 0.411; GCA_945875045.1, s__UBA737 sp945875045, 95.0, 88.31, 0.225; GCA_902496265.1, s__UBA737 sp902496265, 95.0, 89.7, 0.476; GCA_900547445.1, s__UBA737 sp900547445, 95.0, 90.45, 0.494; GCA_902762875.1, s__UBA737 sp902762875, 95.0, 85.4, 0.301	N/A	N/A	N/A	N/A
MAG_GCA_902776275.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp902776275	GCA_902776275.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp902776275	100	0.997	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900770725.1, s__Succinivibrio sp900770725, 95.0, 94.94, 0.8; GCA_900767695.1, s__Succinivibrio sp900767695, 95.0, 90.06, 0.601	N/A	N/A	N/A	N/A
MAG_GCA_902776285.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902776285	GCA_902776285.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902776285	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_024403035.1, s__Crickella sp024403035, 95.0, 84.08, 0.229; GCA_017404265.1, s__Crickella sp017404265, 95.0, 84.39, 0.255; GCA_017510505.1, s__Crickella sp017510505, 95.43, 84.43, 0.233	N/A	N/A	N/A	N/A
MAG_GCA_902776355.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG306;s__RUG306 sp900316075	GCA_900316075.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG306;s__RUG306 sp900316075	99.01	0.92	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_036343235.1, s__RUG306 sp036343235, 95.0, 86.66, 0.262	N/A	N/A	N/A	N/A
MAG_GCA_902776395.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902776395	GCA_902776395.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902776395	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_946414825.1, s__Eubacterium_Q sp946414825, 95.0, 90.28, 0.471; GCA_946609985.1, s__Eubacterium_Q sp002368685, 95.0, 92.74, 0.593; GCA_017480495.1, s__Eubacterium_Q sp017480495, 95.0, 94.69, 0.633	N/A	N/A	N/A	N/A
MAG_GCA_902776445.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG714;s__RUG714 sp902794945	GCA_902794945.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG714;s__RUG714 sp902794945	97.85	0.653	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902777215.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp900315985	GCA_900315985.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp900315985	97.82	0.87	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902777255.1	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parafannyhessea;s__Parafannyhessea sp902761955	GCA_902761955.1	95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parafannyhessea;s__Parafannyhessea sp902761955	98.04	0.857	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_012844235.1, s__Parafannyhessea sp900538935, 95.0, 93.93, 0.791; GCF_900105025.1, s__Parafannyhessea umbonata, 95.07, 95.51, 0.811; GCA_003862195.1, s__Parafannyhessea sp003862195, 95.0, 85.73, 0.257	N/A	N/A	N/A	N/A
MAG_GCA_902777335.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902777335	GCA_902777335.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902777335	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902790175.1, s__UBA2862 sp902790175, 95.0, 83.65, 0.157; GCA_017540445.1, s__UBA2862 sp017540445, 95.0, 94.42, 0.668; GCA_902778045.1, s__UBA2862 sp902778045, 95.0, 86.65, 0.23; GCA_902773515.1, s__UBA2862 sp902773515, 95.0, 86.04, 0.158	N/A	N/A	N/A	N/A
MAG_GCA_902777435.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp902777435	GCA_902777435.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp902777435	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902791425.1, s__UMGS1820 sp902791425, 95.0, 92.41, 0.548; GCA_902760955.1, s__UMGS1820 sp902760955, 95.0, 93.37, 0.624	N/A	N/A	N/A	N/A
MAG_GCA_902778145.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1248;s__UBA1248 sp902778145	GCA_902778145.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1248;s__UBA1248 sp902778145	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902762505.1, s__UBA1248 sp902762505, 95.0, 86.67, 0.212	N/A	N/A	N/A	N/A
MAG_GCA_902778155.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778665	GCA_902778665.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778665	97.33	0.806	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902778275.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778275	GCA_902778275.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778275	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902778285.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778285	GCA_902778285.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778285	100	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_946628965.1, s__Limivicinus sp946628965, 95.0, 84.06, 0.161; GCA_900319465.1, s__Limivicinus sp900319465, 95.0, 84.09, 0.162	N/A	N/A	N/A	N/A
MAG_GCA_902778725.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG12395;s__RUG12395 sp902778725	GCA_902778725.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG12395;s__RUG12395 sp902778725	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_017450965.1, s__RUG12395 sp017450965, 95.0, 85.45, 0.355; GCA_946410595.1, s__RUG12395 sp946410595, 95.0, 86.72, 0.377	N/A	N/A	N/A	N/A
MAG_GCA_902778995.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995	GCA_902778995.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995	100	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_017512905.1, s__UBA2862 sp017512905, 95.0, 84.34, 0.156	N/A	N/A	N/A	N/A
MAG_GCA_902779185.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902779185	GCA_902779185.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902779185	100	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902780815.1, s__Crickella sp902780815, 95.0, 85.1, 0.207; GCA_017510725.1, s__Crickella sp017510725, 95.0, 83.73, 0.183; GCA_900320285.1, s__Crickella sp900320285, 95.0, 84.28, 0.217; GCA_017432075.1, s__Crickella sp017432075, 95.0, 83.91, 0.185; GCA_017431685.1, s__Crickella sp017431685, 95.0, 83.39, 0.191; GCA_017505405.1, s__Crickella sp017505405, 95.0, 87.97, 0.4; GCA_902775345.1, s__Crickella sp902775345, 95.0, 83.16, 0.169; GCA_902801255.1, s__Crickella sp902801255, 95.0, 84.16, 0.193	N/A	N/A	N/A	N/A
MAG_GCA_902779285.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285	GCA_902779285.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285	100	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947304475.1, s__UBA1740 sp947304475, 95.0, 88.26, 0.294; GCA_017960705.1, s__UBA1740 sp017960705, 95.0, 90.76, 0.613; GCA_946404295.1, s__UBA1740 sp946404295, 95.0, 87.83, 0.274; GCA_017961575.1, s__UBA1740 sp017961575, 95.0, 84.91, 0.263; GCA_946404035.1, s__UBA1740 sp946404035, 95.0, 85.5, 0.283; GCA_902778985.1, s__UBA1740 sp902778985, 95.0, 87.84, 0.336	N/A	N/A	N/A	N/A
MAG_GCA_902779575.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola;s__Porcincola sp902779575	GCA_902779575.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola;s__Porcincola sp902779575	99.99	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_946620695.1, s__Porcincola sp002392705, 95.0, 86.99, 0.331	N/A	N/A	N/A	N/A
MAG_GCA_902779945.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902779945	GCA_902779945.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902779945	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902793285.1, s__Limivicinus sp902793285, 95.0, 84.29, 0.194	N/A	N/A	N/A	N/A
MAG_GCA_902780405.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia sp902780405	GCA_902780405.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia sp902780405	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_946614685.1, s__Wujia sp946614685, 95.0, 94.43, 0.844	N/A	N/A	N/A	N/A
MAG_GCA_902780565.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp902780565	GCA_902780565.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp902780565	100	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902780815.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902780815	GCA_902780815.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902780815	100	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_017432075.1, s__Crickella sp017432075, 95.0, 84.54, 0.187; GCA_902801255.1, s__Crickella sp902801255, 95.0, 84.05, 0.179; GCA_017510725.1, s__Crickella sp017510725, 95.0, 84.95, 0.182; GCA_902775345.1, s__Crickella sp902775345, 95.0, 84.79, 0.22; GCA_902779185.1, s__Crickella sp902779185, 95.0, 85.1, 0.207; GCA_017505405.1, s__Crickella sp017505405, 95.0, 85.08, 0.207; GCA_900320285.1, s__Crickella sp900320285, 95.0, 84.08, 0.167; GCA_017431685.1, s__Crickella sp017431685, 95.0, 84.72, 0.173	N/A	N/A	N/A	N/A
MAG_GCA_902780865.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__UBA1067 sp902780865	GCA_902780865.1	95	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__UBA1067 sp902780865	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902775595.1, s__UBA1067 sp002350535, 95.87, 89.42, 0.312; GCA_902801025.1, s__UBA1067 sp902801025, 95.0, 89.39, 0.338; GCA_900321255.1, s__UBA1067 sp900321255, 95.0, 89.07, 0.307; GCA_902799385.1, s__UBA1067 sp902799385, 95.0, 84.87, 0.175; GCA_017406465.1, s__UBA1067 sp017406465, 95.0, 89.02, 0.264; GCA_902761275.1, s__UBA1067 sp902761275, 95.0, 88.44, 0.265	N/A	N/A	N/A	N/A
MAG_GCA_902781115.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902774725	GCA_902774725.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902774725	96.79	0.684	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_946630725.1, s__Eubacterium_Q sp002392655, 95.0, 89.28, 0.217	N/A	N/A	N/A	N/A
MAG_GCA_902781225.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp902781225	GCA_902781225.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp902781225	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000225345.1, s__Roseburia hominis, 95.0, 94.89, 0.76	N/A	N/A	N/A	N/A
MAG_GCA_902781235.1	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp900548775	GCA_900548775.1	95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp900548775	98.37	0.857	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_905214175.1, s__Tractidigestivibacter sp905214175, 95.0, 89.53, 0.412; GCF_900605015.1, s__Tractidigestivibacter sp900605015, 95.0, 84.83, 0.231; GCA_902773995.1, s__Tractidigestivibacter sp902773995, 95.0, 90.42, 0.5; GCF_900119625.1, s__Tractidigestivibacter sp900119625, 95.0, 91.0, 0.554; GCA_004557505.1, s__Tractidigestivibacter sp004557505, 95.0, 85.62, 0.259; GCA_902834555.1, s__Tractidigestivibacter sp902834555, 95.0, 87.97, 0.438; GCA_000752675.2, s__Tractidigestivibacter sp000752675, 95.0, 88.27, 0.435; GCA_900770865.1, s__Tractidigestivibacter sp900770865, 95.0, 89.7, 0.343; GCF_024741235.1, s__Tractidigestivibacter montrealensis, 95.1, 88.85, 0.454; GCF_900111695.1, s__Tractidigestivibacter sp900111695, 95.0, 90.36, 0.504; GCF_001494635.1, s__Tractidigestivibacter scatoligenes, 95.0, 88.75, 0.436; GCA_022648325.1, s__Tractidigestivibacter sp022648325, 95.0, 87.19, 0.363	N/A	N/A	N/A	N/A
MAG_GCA_902781305.1	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__Selenomonas_A ruminantium_K	GCF_902781305.1	95	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__Selenomonas_A ruminantium_K	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002373045.1, s__Selenomonas_A ruminantium_J, 95.0, 93.57, 0.64; GCA_902785885.1, s__Selenomonas_A ruminantium_M, 95.0, 93.91, 0.653; GCF_000687995.1, s__Selenomonas_A ruminantium_B, 95.0, 86.35, 0.282; GCA_902798865.1, s__Selenomonas_A ruminantium_L, 95.0, 94.94, 0.689; GCF_000424065.1, s__Selenomonas_A ruminantium, 95.0, 91.99, 0.615; GCA_946541505.1, s__Selenomonas_A ruminantium_I, 95.0, 88.08, 0.374; GCF_015058625.1, s__Selenomonas_A ruminantium_N, 95.0, 86.19, 0.273	N/A	N/A	N/A	N/A
MAG_GCA_902781345.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__RUG11462 sp902781345	GCA_902781345.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__RUG11462 sp902781345	100	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902773485.1, s__RUG11462 sp902773485, 95.0, 83.79, 0.178; GCA_902769255.1, s__RUG11462 sp902769255, 95.0, 86.96, 0.352	N/A	N/A	N/A	N/A
MAG_GCA_902781445.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp900314255	GCA_900314255.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp900314255	99.33	0.877	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002394965.1, s__UBA4285 sp002394965, 95.0, 84.11, 0.21; GCA_903789615.1, s__UBA4285 sp903789615, 95.0, 85.96, 0.338	N/A	N/A	N/A	N/A
MAG_GCA_902781475.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp902760955	GCA_902760955.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp902760955	98.25	0.803	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902791425.1, s__UMGS1820 sp902791425, 95.0, 90.8, 0.5; GCA_902777435.1, s__UMGS1820 sp902777435, 95.0, 93.37, 0.574	N/A	N/A	N/A	N/A
MAG_GCA_902781505.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp902781505	GCA_902781505.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp902781505	99.99	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902781545.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp902781545	GCA_902781545.1	95	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp902781545	100	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_017618315.1, s__UBA9732 sp017618315, 95.0, 85.44, 0.185	N/A	N/A	N/A	N/A
MAG_GCA_902781635.1	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp902771745	GCA_902771745.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp902771745	98.75	0.836	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900313465.1, s__Enterosoma sp900313465, 95.0, 88.77, 0.253	N/A	N/A	N/A	N/A
MAG_GCA_902781745.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp902781745	GCA_902781745.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp902781745	100	0.997	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902781835.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus porci	GCF_003725415.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus porci	98.57	0.875	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_033971885.1, s__Absicoccus intestinalis, 95.0, 89.08, 0.569	N/A	N/A	N/A	N/A
