,MAG,query,target,identity,aln_len,evalue,bitscore,product,contig,start,end,taxonomy,Protein ID,Organism name,Locus,Gene,Function,PFAM ID,Reference,mid,distance,cluster,cluster_size
20726,GCA_902778655.1,EJF39089.1,GCA_902778655.1_BLBEIN_02080,35.9,128,3.57e-13,67.0,Ribose-5-phosphate isomerase B,CACYYT010000023.1,97126,97569,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900318625,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,97347.5,1197.0,15488,2
20730,GCA_902778675.1,WP_017967307.1,GCA_902778675.1_HOCOGK_00345,28.8,600,2.86e-65,228.0,Dihydroxy-acid dehydratase,CACYYU010000007.1,30779,32566,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,WP_017967307.1,Rhizobium leguminosarum bv. trifoliiSRDI565,sulfo-ED,sedC,SG dehydratase,PF00920,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,31672.5,15588.0,15491,2
20731,GCA_902778675.1,PRO65853.1,GCA_902778675.1_HOCOGK_00346,30.2,328,5.3899999999999986e-40,145.0,Fructose-bisphosphate aldolase,CACYYU010000007.1,32832,33833,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,33332.5,1660.0,15491,2
20737,GCA_902778675.1,EJF39099.1,GCA_902778675.1_HOCOGK_01164,42.5,266,2.6e-61,199.0,Transketolase 2,CACYYU010000034.1,6212,7057,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,6634.5,,15497,2
20738,GCA_902778675.1,EJF39090.1,GCA_902778675.1_HOCOGK_01165,46.3,298,1.47e-76,241.0,Transketolase%2C C-terminal subunit,CACYYU010000034.1,7068,8021,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,7544.5,910.0,15497,2
20745,GCA_902778675.1,EJF39099.1,GCA_902778675.1_HOCOGK_01602,43.4,242,1.71e-56,186.0,Transketolase 2,CACYYU010000075.1,1606,2454,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2030.0,,15504,2
20746,GCA_902778675.1,EJF39090.1,GCA_902778675.1_HOCOGK_01603,47.0,298,5.2100000000000005e-77,242.0,Transketolase%2C C-terminal subunit,CACYYU010000075.1,2502,3455,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2978.5,948.5,15504,2
20869,GCA_902778865.1,EJF39099.1,GCA_902778865.1_OFFKJG_01215,36.8,258,3.49e-40,152.0,Transketolase-like pyrimidine-binding domain-containing protein,CACYZG010000018.1,64764,66974,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902801155,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,65869.0,63077.5,15533,2
20870,GCA_902778865.1,EJF39089.1,GCA_902778865.1_OFFKJG_01216,34.2,73,0.000234,42.4,hypothetical protein,CACYZG010000018.1,67531,67806,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902801155,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,67668.5,1799.5,15533,2
20810,GCA_902778825.1,EJF39090.1,GCA_902778825.1_DCMHMC_01517,45.6,309,1.68e-80,251.0,Transketolase,CACYZH010000038.1,8351,9298,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp900315195,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8824.5,,15553,2
20811,GCA_902778825.1,EJF39099.1,GCA_902778825.1_DCMHMC_01518,47.8,245,3.46e-78,242.0,Transketolase 1,CACYZH010000038.1,9298,10146,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp900315195,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,9722.0,897.5,15553,2
20844,GCA_902778855.1,WP_017967310.1,GCA_902778855.1_JCEKJF_00524,25.3,186,4.22e-06,51.2,Oxidoreductase,CACYZM010000006.1,48940,49707,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cacconaster;s__Cacconaster sp902778855,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,49323.5,,15581,2
20845,GCA_902778855.1,AYG21326.1,GCA_902778855.1_JCEKJF_00527,25.6,363,1.91e-23,109.0,Glycoside hydrolase,CACYZM010000006.1,51992,53578,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cacconaster;s__Cacconaster sp902778855,AYG21326.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihQ,SQase,"PF13802, PF01055, PF21365",https://www.nature.com/articles/nature12947 ,52785.0,3461.5,15581,2
20848,GCA_902778855.1,EJF39099.1,GCA_902778855.1_JCEKJF_00666,40.6,271,4.67e-59,193.0,Transketolase 2,CACYZM010000009.1,31233,32078,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cacconaster;s__Cacconaster sp902778855,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,31655.5,,15584,2
20849,GCA_902778855.1,EJF39090.1,GCA_902778855.1_JCEKJF_00667,43.0,291,1.11e-69,223.0,Transketolase%2C C-terminal subunit,CACYZM010000009.1,32075,33019,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cacconaster;s__Cacconaster sp902778855,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,32547.0,891.5,15584,2
20930,GCA_902778925.1,WP_017967310.1,GCA_902778925.1_KDCAEO_00104,31.0,129,1.67e-07,55.5,3-ketodihydrosphingosine reductase,CACYZN010000001.1,119382,120188,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Colimorpha;s__Colimorpha sp902778925,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,119785.0,,15595,2
20931,GCA_902778925.1,EJF39089.1,GCA_902778925.1_KDCAEO_00109,28.9,142,7.92e-11,60.8,Ribose 5-phosphate isomerase B,CACYZN010000001.1,124055,124498,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Colimorpha;s__Colimorpha sp902778925,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,124276.5,4491.5,15595,2
20934,GCA_902778925.1,EJF39103.1,GCA_902778925.1_KDCAEO_00822,21.9,384,1.37e-14,79.0,Long-chain-alcohol dehydrogenase 2,CACYZN010000014.1,85732,86898,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Colimorpha;s__Colimorpha sp902778925,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,86315.0,,15598,3
20935,GCA_902778925.1,PRO65852.1,GCA_902778925.1_KDCAEO_00823,28.5,253,5e-15,80.1,ATP-dependent 6-phosphofructokinase,CACYZN010000014.1,86947,88029,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Colimorpha;s__Colimorpha sp902778925,PRO65852.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiK,SF kinase,PF00365,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,87488.0,1173.0,15598,3
20936,GCA_902778925.1,EJF39099.1,GCA_902778925.1_KDCAEO_00826,38.5,270,3e-51,173.0,Transketolase 2,CACYZN010000014.1,89644,90492,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Colimorpha;s__Colimorpha sp902778925,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,90068.0,2580.0,15598,3
20822,GCA_902778845.1,PRO65851.1,GCA_902778845.1_GNEKLH_00792,22.6,323,4.27e-09,63.2,hypothetical protein,CACYZQ010000028.1,29814,31298,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3766;s__UBA3766 sp947303375,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,30556.0,,15611,4
20823,GCA_902778845.1,EJF39090.1,GCA_902778845.1_GNEKLH_00793,47.0,296,2.03e-78,245.0,1-deoxy-D-xylulose-5-phosphate synthase,CACYZQ010000028.1,31431,32372,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3766;s__UBA3766 sp947303375,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,31901.5,1345.5,15611,4
20824,GCA_902778845.1,EJF39099.1,GCA_902778845.1_GNEKLH_00794,45.2,270,3.54e-79,244.0,Transketolase 1,CACYZQ010000028.1,32365,33195,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3766;s__UBA3766 sp947303375,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,32780.0,878.5,15611,4
20825,GCA_902778845.1,PRO65849.1,GCA_902778845.1_GNEKLH_00796,38.8,206,1.15e-39,139.0,DUF4867 domain-containing protein,CACYZQ010000028.1,34762,35379,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3766;s__UBA3766 sp947303375,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,35070.5,2290.5,15611,4
20973,GCA_902778945.1,WP_017967310.1,GCA_902778945.1_CDCHHO_00292,33.5,164,4.49e-19,87.4,3-oxoacyl-[acyl-carrier-protein] reductase,CACYZR010000005.1,39110,39838,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA1205;s__UBA1205 sp002309475,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,39474.0,34663.0,15621,2
20974,GCA_902778945.1,PRO65852.1,GCA_902778945.1_CDCHHO_00294,27.1,317,2.82e-15,80.5,ATP-dependent 6-phosphofructokinase,CACYZR010000005.1,41248,42237,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA1205;s__UBA1205 sp002309475,PRO65852.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiK,SF kinase,PF00365,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,41742.5,2268.5,15621,2
20975,GCA_902778945.1,PRO65854.1,GCA_902778945.1_CDCHHO_00465,24.2,339,9.44e-19,93.2,Aldehyde dehydrogenase,CACYZR010000008.1,66282,67700,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA1205;s__UBA1205 sp002309475,PRO65854.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,slaB,SLA dehydrogenase,PF02826,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,66991.0,,15622,2
20976,GCA_902778945.1,EJF39103.1,GCA_902778945.1_CDCHHO_00466,29.7,296,4.91e-30,123.0,Iron-containing alcohol dehydrogenase,CACYZR010000008.1,67703,68914,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA1205;s__UBA1205 sp002309475,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,68308.5,1317.5,15622,2
20993,GCA_902778985.1,MCD5344479.1,GCA_902778985.1_LLHCLA_00046,26.0,235,7.66e-10,64.3,hypothetical protein,CACYZS010000003.1,808,1812,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902778985,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,1310.0,,15633,2
20994,GCA_902778985.1,WP_017967310.1,GCA_902778985.1_LLHCLA_00048,28.0,246,5.09e-14,74.3,Fructuronate reductase,CACYZS010000003.1,2914,3777,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902778985,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,3345.5,2035.5,15633,2
20996,GCA_902778985.1,EJF39099.1,GCA_902778985.1_LLHCLA_00225,48.6,259,4.26e-80,247.0,Transketolase 1,CACYZS010000016.1,2190,3050,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902778985,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2620.0,,15635,2
20997,GCA_902778985.1,EJF39090.1,GCA_902778985.1_LLHCLA_00226,49.7,308,2.3e-80,250.0,1-deoxy-D-xylulose-5-phosphate synthase,CACYZS010000016.1,3043,3987,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902778985,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3515.0,895.0,15635,2
20955,GCA_902778935.1,WP_017967310.1,GCA_902778935.1_ACJGPD_00815,31.1,241,8.64e-20,89.4,3-oxoacyl-[acyl-carrier-protein] reductase,CACYZT010000004.1,155699,156427,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp902778935,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,156063.0,23579.0,15658,2
20956,GCA_902778935.1,PRO65853.1,GCA_902778935.1_ACJGPD_00819,31.7,328,3.8399999999999995e-40,146.0,Fructose-bisphosphate aldolase,CACYZT010000004.1,160296,161297,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp902778935,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,160796.5,4733.5,15658,2
20966,GCA_902778935.1,EJF39103.1,GCA_902778935.1_ACJGPD_01856,27.9,344,3.81e-29,123.0,hypothetical protein,CACYZT010000031.1,2549,5155,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp902778935,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3852.0,,15668,2
20967,GCA_902778935.1,PRO65852.1,GCA_902778935.1_ACJGPD_01860,26.5,185,0.000113,48.9,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase,CACYZT010000031.1,7115,8764,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp902778935,PRO65852.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiK,SF kinase,PF00365,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,7939.5,4087.5,15668,2
21029,GCA_902778995.1,EJF39099.1,GCA_902778995.1_EFMMFA_00615,29.4,279,3.9300000000000005e-27,110.0,Transketolase N-terminal domain-containing protein,CACYZW010000011.1,58555,59469,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,59012.0,10105.5,15672,2
21030,GCA_902778995.1,EJF39090.1,GCA_902778995.1_EFMMFA_00616,36.2,298,3.88e-52,178.0,Transketolase C-terminal domain-containing protein,CACYZW010000011.1,59487,60482,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,59984.5,972.5,15672,2
21033,GCA_902778995.1,PRO65853.1,GCA_902778995.1_EFMMFA_00776,35.3,278,1.29e-40,146.0,Putative fructose-bisphosphate aldolase,CACYZW010000017.1,16767,17630,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,17198.5,,15675,2
21034,GCA_902778995.1,PRO65851.1,GCA_902778995.1_EFMMFA_00777,23.0,278,4.19e-10,66.2,L-fucose isomerase C-terminal domain-containing protein,CACYZW010000017.1,18106,19509,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,18807.5,1609.0,15675,2
21043,GCA_902778995.1,PRO65852.1,GCA_902778995.1_EFMMFA_01286,25.1,167,0.00051,45.1,hypothetical protein,CACYZW010000035.1,25,555,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,PRO65852.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiK,SF kinase,PF00365,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,290.0,,15684,4
21044,GCA_902778995.1,AYG21321.1,GCA_902778995.1_EFMMFA_01290,24.6,260,4.7e-05,48.9,Carbohydrate kinase PfkB domain-containing protein,CACYZW010000035.1,2006,2956,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,AYG21321.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihV,SF kinase,PF00294,https://www.nature.com/articles/nature12947 ,2481.0,2191.0,15684,4
21045,GCA_902778995.1,PRO65853.1,GCA_902778995.1_EFMMFA_01292,40.8,284,1.11e-63,205.0,Class II fructose-1%2C6-bisphosphate aldolase,CACYZW010000035.1,4277,5125,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,4701.0,2220.0,15684,4
21046,GCA_902778995.1,PRO65853.1,GCA_902778995.1_EFMMFA_01293,36.7,248,1.7499999999999998e-42,151.0,hypothetical protein,CACYZW010000035.1,5199,6119,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,5659.0,958.0,15684,4
21049,GCA_902778995.1,EJF39099.1,GCA_902778995.1_EFMMFA_01428,47.7,264,3.98e-76,236.0,Transketolase,CACYZW010000040.1,16236,17039,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,16637.5,5121.0,15687,2
21050,GCA_902778995.1,EJF39090.1,GCA_902778995.1_EFMMFA_01429,42.5,306,1.53e-69,223.0,Putative transketolase C-terminal section,CACYZW010000040.1,17042,17983,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,17512.5,875.0,15687,2
21055,GCA_902778995.1,WP_017967310.1,GCA_902778995.1_EFMMFA_01727,33.9,192,3.8900000000000003e-22,95.9,Short-chain alcohol dehydrogenase,CACYZW010000051.1,4832,5596,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,5214.0,,15692,5
21056,GCA_902778995.1,AYG21322.1,GCA_902778995.1_EFMMFA_01729,33.3,282,1.25e-38,141.0,2-hydroxy-3-oxopropionate reductase,CACYZW010000051.1,6942,7829,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,AYG21322.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihU,SLA reductase,PF03446,https://www.nature.com/articles/nature12947 ,7385.5,2171.5,15692,5
21057,GCA_902778995.1,EJF39090.1,GCA_902778995.1_EFMMFA_01730,41.2,301,4.23e-60,198.0,1-deoxy-D-xylulose-5-phosphate synthase,CACYZW010000051.1,7844,8785,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8314.5,929.0,15692,5
21058,GCA_902778995.1,EJF39099.1,GCA_902778995.1_EFMMFA_01731,44.2,258,9.789999999999999e-61,197.0,Transketolase 1,CACYZW010000051.1,8789,9628,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,9208.5,894.0,15692,5
21059,GCA_902778995.1,WP_017967310.1,GCA_902778995.1_EFMMFA_01732,29.7,249,5.0300000000000005e-22,95.5,hypothetical protein,CACYZW010000051.1,9653,10405,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,10029.0,820.5,15692,5
21067,GCA_902778995.1,PRO65853.1,GCA_902778995.1_EFMMFA_02635,35.7,286,4.07e-44,155.0,hypothetical protein,CACYZW010000116.1,5739,6578,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,6158.5,,15700,2
21068,GCA_902778995.1,AYG21321.1,GCA_902778995.1_EFMMFA_02636,25.9,270,1.06e-14,77.4,hypothetical protein,CACYZW010000116.1,6607,7539,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,AYG21321.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihV,SF kinase,PF00294,https://www.nature.com/articles/nature12947 ,7073.0,914.5,15700,2
