cluster,target,contig,SQ_gene_content_set,SQ_pathway,SQ_score,taxonomy,bitscore_list,evalue_list
13147,"GCA_902775255.1_MPMJBL_00118,GCA_902775255.1_MPMJBL_00120",CACYLN010000002.1,"sedA,sqvA",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp900320455,"[107.0, 65.5]","[2.99e-27, 4.98e-11]"
13248,"GCA_902775345.1_BBOAEL_00593,GCA_902775345.1_BBOAEL_00594,GCA_902775345.1_BBOAEL_00595",CACYLW010000003.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902775345,"[242.0, 238.0, 147.0]","[1.74e-78, 1.98e-75, 1.5299999999999998e-42]"
13262,"GCA_902775355.1_ILOKAG_00654,GCA_902775355.1_ILOKAG_00655",CACYLY010000012.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902775355,"[184.0, 163.0]","[9.38e-53, 6.499999999999999e-47]"
13392,"GCA_902775555.1_FAICGF_01384,GCA_902775555.1_FAICGF_01385,GCA_902775555.1_FAICGF_01386,GCA_902775555.1_FAICGF_01387",CACYMQ010000022.1,"sqvA,sqvD,sqwG,sqwH",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902775555,"[159.0, 243.0, 238.0, 56.6]","[1.6700000000000002e-47, 7.41e-79, 2.04e-75, 5.02e-07]"
13424,"GCA_902775695.1_IOHCGB_00890,GCA_902775695.1_IOHCGB_00892,GCA_902775695.1_IOHCGB_00893",CACYMX010000029.1,"sqiA,sqvA,sqwG",sulfo-TAL,min,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900316175,"[82.8, 130.0, 141.0]","[1.74e-16, 1.09e-32, 1.87e-40]"
13476,"GCA_902775735.1_IBJFPG_00636,GCA_902775735.1_IBJFPG_00637,GCA_902775735.1_IBJFPG_00638,GCA_902775735.1_IBJFPG_00639,GCA_902775735.1_IBJFPG_00640,GCA_902775735.1_IBJFPG_00645",CACYNH010000007.1,"sqvA,sqvB,sqvD,yihQ,yihU,yihV",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp902775735,"[255.0, 157.0, 127.0, 565.0, 52.8, 105.0]","[8.67e-79, 1.82e-46, 3.9000000000000004e-33, 1.2e-193, 2.58e-06, 3.22e-26]"
13517,"GCA_902775875.1_KENGKO_01324,GCA_902775875.1_KENGKO_01325,GCA_902775875.1_KENGKO_01326,GCA_902775875.1_KENGKO_01327,GCA_902775875.1_KENGKO_01328,GCA_902775875.1_KENGKO_01329,GCA_902775875.1_KENGKO_01330,GCA_902775875.1_KENGKO_01332",CACYNQ010000015.1,"sqvA,sqvB,sqvD,sqwF,sqwG,sqwH,sqwI,yihQ",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp900317915,"[288.0, 189.0, 410.0, 335.0, 248.0, 273.0, 155.0, 541.0]","[3.87e-98, 3.94e-61, 2.14e-143, 4.12e-115, 4.33e-78, 1.1900000000000001e-85, 1.91e-45, 3.77e-184]"
13517,"GCA_902775875.1_KENGKO_01324,GCA_902775875.1_KENGKO_01325,GCA_902775875.1_KENGKO_01326,GCA_902775875.1_KENGKO_01327,GCA_902775875.1_KENGKO_01328,GCA_902775875.1_KENGKO_01329,GCA_902775875.1_KENGKO_01330,GCA_902775875.1_KENGKO_01332",CACYNQ010000015.1,"sqvA,sqvB,sqvD,sqwF,sqwG,sqwH,sqwI,yihQ",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp900317915,"[288.0, 189.0, 410.0, 335.0, 248.0, 273.0, 155.0, 541.0]","[3.87e-98, 3.94e-61, 2.14e-143, 4.12e-115, 4.33e-78, 1.1900000000000001e-85, 1.91e-45, 3.77e-184]"
13660,"GCA_902775995.1_CJGLOE_00969,GCA_902775995.1_CJGLOE_00972,GCA_902775995.1_CJGLOE_00973,GCA_902775995.1_CJGLOE_00975",CACYOP010000011.1,"sqiA,sqvB,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900754145,"[97.8, 175.0, 113.0, 132.0]","[1.99e-20, 4.98e-52, 6.37e-28, 7.49e-37]"
13758,"GCA_902776275.1_OEGFMJ_01193,GCA_902776275.1_OEGFMJ_01194,GCA_902776275.1_OEGFMJ_01196,GCA_902776275.1_OEGFMJ_01198",CACYPI010000028.1,"sqiA,sqvA,sqwG",sulfo-TAL,min,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp902776275,"[50.4, 79.0, 128.0, 147.0]","[1.4e-05, 3.85e-15, 7.03e-32, 7.43e-43]"
13778,"GCA_902776285.1_EKJIAF_00614,GCA_902776285.1_EKJIAF_00615,GCA_902776285.1_EKJIAF_00616",CACYPK010000007.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902776285,"[148.0, 244.0, 232.0]","[3.8300000000000004e-43, 5.46e-78, 2.78e-74]"
13790,"GCA_902776285.1_EKJIAF_01838,GCA_902776285.1_EKJIAF_01839,GCA_902776285.1_EKJIAF_01840,GCA_902776285.1_EKJIAF_01842",CACYPK010000033.1,"sqvA,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902776285,"[585.0, 249.0, 109.0, 276.0]","[1.15e-201, 1.59e-82, 1.7500000000000002e-26, 7.81e-87]"
13809,"GCA_902776355.1_ELOIGK_00634,GCA_902776355.1_ELOIGK_00636,GCA_902776355.1_ELOIGK_00637,GCA_902776355.1_ELOIGK_00638",CACYPT010000004.1,"sqvA,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG306;s__RUG306 sp900316075,"[256.0, 112.0, 275.0, 524.0]","[4.23e-79, 8.84e-28, 6.11e-93, 1.92e-177]"
13818,"GCA_902776355.1_ELOIGK_01146,GCA_902776355.1_ELOIGK_01147,GCA_902776355.1_ELOIGK_01148",CACYPT010000010.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG306;s__RUG306 sp900316075,"[153.0, 258.0, 219.0]","[4.38e-45, 1.2e-84, 2.9799999999999997e-68]"
13873,"GCA_902776445.1_LIGPLI_01222,GCA_902776445.1_LIGPLI_01223",CACYPX010000189.1,"sqvA,yihQ",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG714;s__RUG714 sp902794945,"[572.0, 283.0]","[3.93e-196, 5.57e-96]"
13916,"GCA_902776395.1_EGEAHC_00566,GCA_902776395.1_EGEAHC_00567,GCA_902776395.1_EGEAHC_00568,GCA_902776395.1_EGEAHC_00569",CACYQC010000020.1,"sqvA,sqvD,sqwG,sqwH",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902776395,"[60.1, 246.0, 253.0, 160.0]","[3.99e-08, 9.63e-79, 1.11e-82, 8.34e-48]"
14468,"GCA_902777215.1_FFNCOF_00667,GCA_902777215.1_FFNCOF_00672,GCA_902777215.1_FFNCOF_00674,GCA_902777215.1_FFNCOF_00675,GCA_902777215.1_FFNCOF_00676,GCA_902777215.1_FFNCOF_00677",CACYSW010000006.1,"sqiA,sqvA,sqvB,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp900315985,"[181.0, 586.0, 298.0, 124.0, 168.0, 278.0]","[6.91e-54, 1.63e-201, 6.53e-102, 5.36e-32, 9.940000000000001e-51, 6.65e-88]"
14506,"GCA_902777335.1_MDMLDL_00363,GCA_902777335.1_MDMLDL_00365",CACYTF010000004.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902777335,"[122.0, 53.1]","[4.1600000000000005e-32, 2.02e-06]"
14550,"GCA_902777255.1_HHPJCE_00629,GCA_902777255.1_HHPJCE_00630,GCA_902777255.1_HHPJCE_00631",CACYTG010000005.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parafannyhessea;s__Parafannyhessea sp902761955,"[245.0, 236.0, 132.0]","[1.93e-78, 4.71e-76, 1.39e-36]"
14552,"GCA_902777255.1_HHPJCE_01059,GCA_902777255.1_HHPJCE_01064,GCA_902777255.1_HHPJCE_01065",CACYTG010000010.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parafannyhessea;s__Parafannyhessea sp902761955,"[73.2, 228.0, 217.0]","[3.42e-14, 1.4000000000000002e-72, 3.18e-67]"
14661,"GCA_902777435.1_BFKGOO_00968,GCA_902777435.1_BFKGOO_00971,GCA_902777435.1_BFKGOO_00972,GCA_902777435.1_BFKGOO_00975",CACYTW010000053.1,"sqiA,sqvB,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp902777435,"[91.3, 169.0, 117.0, 131.0]","[3.04e-18, 8.22e-50, 5.46e-29, 1.6e-36]"
15033,"GCA_902778155.1_FNENEL_01456,GCA_902778155.1_FNENEL_01458,GCA_902778155.1_FNENEL_01459,GCA_902778155.1_FNENEL_01460,GCA_902778155.1_FNENEL_01461,GCA_902778155.1_FNENEL_01462",CACYWU010000012.1,"sqvD,sqwF,sqwG,sqwH,sqwI,yihQ",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778665,"[660.0, 278.0, 252.0, 290.0, 164.0, 206.0]","[1.85e-230, 8.85e-88, 1.29e-82, 1.08e-95, 3.83e-51, 1.17e-61]"
15040,"GCA_902778155.1_FNENEL_01906,GCA_902778155.1_FNENEL_01907",CACYWU010000019.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778665,"[160.0, 179.0]","[7.1e-46, 5.49e-51]"
15060,"GCA_902778145.1_JCLPFH_01492,GCA_902778145.1_JCLPFH_01494",CACYWW010000030.1,"sqvA,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1248;s__UBA1248 sp902778145,"[55.1, 130.0]","[9.41e-07, 4.09e-36]"
15125,"GCA_902778285.1_MGNEHD_01054,GCA_902778285.1_MGNEHD_01055",CACYXC010000018.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778285,"[162.0, 184.0]","[1.85e-46, 6.84e-53]"
15155,"GCA_902778275.1_BOKDHH_00396,GCA_902778275.1_BOKDHH_00397",CACYXE010000002.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778275,"[179.0, 164.0]","[5.49e-51, 4.72e-47]"
15163,"GCA_902778275.1_BOKDHH_00817,GCA_902778275.1_BOKDHH_00820,GCA_902778275.1_BOKDHH_00821,GCA_902778275.1_BOKDHH_00822,GCA_902778275.1_BOKDHH_00823,GCA_902778275.1_BOKDHH_00824,GCA_902778275.1_BOKDHH_00827",CACYXE010000007.1,"sqvB,sqvD,sqwF,sqwG,sqwH,sqwI,yihQ",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778275,"[380.0, 264.0, 290.0, 288.0, 163.0, 213.0, 134.0]","[1.85e-121, 2.18e-82, 2.28e-97, 2.92e-95, 8.13e-51, 2.59e-64, 2.28e-37]"
15463,"GCA_902778725.1_NBPDBI_00038,GCA_902778725.1_NBPDBI_00041,GCA_902778725.1_NBPDBI_00042",CACYYS010000001.1,"sqiA,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG12395;s__RUG12395 sp902778725,"[97.4, 164.0, 118.0]","[2.69e-20, 1.03e-47, 1.1900000000000001e-29]"
15473,"GCA_902778725.1_NBPDBI_00875,GCA_902778725.1_NBPDBI_00876,GCA_902778725.1_NBPDBI_00877",CACYYS010000019.1,"sqvA,sqwF,yihV",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG12395;s__RUG12395 sp902778725,"[66.6, 154.0, 58.9]","[5.84e-11, 1.43e-41, 5.64e-09]"
15700,"GCA_902778995.1_EFMMFA_02635,GCA_902778995.1_EFMMFA_02636",CACYZW010000116.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902778995,"[155.0, 77.4]","[4.07e-44, 1.06e-14]"
15859,"GCA_902779185.1_OJLAHJ_00630,GCA_902779185.1_OJLAHJ_00631,GCA_902779185.1_OJLAHJ_00632",CACZAM010000007.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902779185,"[237.0, 243.0, 146.0]","[2.33e-76, 1.53e-77, 3.11e-42]"
15932,"GCA_902779285.1_BBPLCO_01022,GCA_902779285.1_BBPLCO_01023",CACZAZ010000035.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285,"[124.0, 164.0]","[4.23e-32, 7.939999999999999e-48]"
16104,"GCA_902779575.1_AKMPNH_00520,GCA_902779575.1_AKMPNH_00521,GCA_902779575.1_AKMPNH_00522",CACZBW010000003.1,"sqiA,squF,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola;s__Porcincola sp902779575,"[70.9, 56.2, 161.0]","[2.22e-12, 1.9e-07, 1.69e-46]"
16543,"GCA_902779945.1_HKIONG_00403,GCA_902779945.1_HKIONG_00404",CACZDN010000002.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902779945,"[181.0, 159.0]","[2e-51, 3.99e-45]"
16545,"GCA_902779945.1_HKIONG_00608,GCA_902779945.1_HKIONG_00611,GCA_902779945.1_HKIONG_00612,GCA_902779945.1_HKIONG_00613,GCA_902779945.1_HKIONG_00614,GCA_902779945.1_HKIONG_00615,GCA_902779945.1_HKIONG_00617",CACZDN010000005.1,"sqvB,sqvD,sqwF,sqwG,sqwH,sqwI,yihQ",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902779945,"[124.0, 194.0, 153.0, 290.0, 293.0, 278.0, 667.0]","[1.66e-33, 4.87e-57, 2.11e-46, 5.11e-96, 2.72e-98, 1.31e-87, 1.45e-233]"
16769,"GCA_902780405.1_AOEGBL_01837,GCA_902780405.1_AOEGBL_01838",CACZFI010000010.1,"sqvA,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia sp902780405,"[62.0, 157.0]","[9.96e-09, 1.87e-46]"
17015,"GCA_902780565.1_ICAHBO_02385,GCA_902780565.1_ICAHBO_02386,GCA_902780565.1_ICAHBO_02387,GCA_902780565.1_ICAHBO_02388",CACZGD010000111.1,"sqvA,sqvB,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp902780565,"[593.0, 291.0, 112.0, 158.0]","[2.42e-204, 5.36e-99, 9.41e-28, 1.1399999999999999e-46]"
17148,"GCA_902780815.1_APJJJE_00514,GCA_902780815.1_APJJJE_00515",CACZGY010000018.1,"sqvA,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902780815,"[92.8, 143.0]","[6.6500000000000005e-22, 3.49e-41]"
17202,"GCA_902780865.1_JCFODN_01511,GCA_902780865.1_JCFODN_01513",CACZHC010000054.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__UBA1067 sp902780865,"[101.0, 157.0]","[2.6000000000000003e-23, 6.61e-45]"
17405,"GCA_902781095.1_KMAKJO_01970,GCA_902781095.1_KMAKJO_01973",CACZHW010000022.1,"sqiK,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp902781095,"[65.5, 78.6]","[3.47e-10, 4.15e-15]"
17471,"GCA_902781115.1_BNDMGA_01709,GCA_902781115.1_BNDMGA_01710,GCA_902781115.1_BNDMGA_01711",CACZIF010000090.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902774725,"[235.0, 243.0, 156.0]","[8.22e-75, 1.38e-78, 3.86e-46]"
17547,"GCA_902781235.1_PEPOED_02195,GCA_902781235.1_PEPOED_02196,GCA_902781235.1_PEPOED_02197",CACZIM010000035.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp900548775,"[212.0, 193.0, 138.0]","[1.53e-65, 5.7200000000000015e-59, 5.92e-39]"
17557,"GCA_902781225.1_JECOAO_01210,GCA_902781225.1_JECOAO_01211,GCA_902781225.1_JECOAO_01212",CACZIN010000010.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp902781225,"[164.0, 239.0, 249.0]","[3.76e-49, 3.49e-77, 4.33e-80]"
17564,"GCA_902781225.1_JECOAO_02011,GCA_902781225.1_JECOAO_02013,GCA_902781225.1_JECOAO_02014",CACZIN010000027.1,"sqvA,sqvB,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp902781225,"[156.0, 67.8, 133.0]","[3.86e-46, 1.45e-10, 2.7700000000000003e-37]"
17695,"GCA_902781305.1_HCJLBG_02198,GCA_902781305.1_HCJLBG_02199",CACZIV010000071.1,sqvA,sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__Selenomonas_A ruminantium_K,"[66.2, 42.0]","[2.33e-12, 0.000929]"
17706,"GCA_902781345.1_CBENNK_00812,GCA_902781345.1_CBENNK_00813,GCA_902781345.1_CBENNK_00816",CACZIY010000033.1,"sqiA,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__RUG11462 sp902781345,"[116.0, 157.0, 97.1]","[4.5800000000000004e-29, 5.22e-45, 3.72e-20]"
17788,"GCA_902781445.1_JJKDIE_01576,GCA_902781445.1_JJKDIE_01578,GCA_902781445.1_JJKDIE_01579",CACZJE010000009.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp900314255,"[158.0, 226.0, 223.0]","[4.970000000000001e-47, 8.01e-71, 7.250000000000001e-71]"
17852,"GCA_902781505.1_KEGLEL_01227,GCA_902781505.1_KEGLEL_01229,GCA_902781505.1_KEGLEL_01230",CACZJL010000015.1,"sqvA,sqvB,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp902781505,"[143.0, 69.3, 143.0]","[3.59e-41, 4.54e-11, 3.85e-41]"
17904,"GCA_902781545.1_KJEICA_00639,GCA_902781545.1_KJEICA_00640,GCA_902781545.1_KJEICA_00643",CACZJR010000013.1,"sqiA,sqwF,yihV",sulfo-EMP,min,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp902781545,"[122.0, 164.0, 84.0]","[4.4e-31, 2.88e-47, 2.94e-16]"
17935,"GCA_902781475.1_HIJHFP_00444,GCA_902781475.1_HIJHFP_00447,GCA_902781475.1_HIJHFP_00448,GCA_902781475.1_HIJHFP_00451",CACZJS010000006.1,"sqiA,sqvB,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp902760955,"[95.1, 170.0, 115.0, 133.0]","[1.64e-19, 5.96e-50, 2.02e-28, 4.13e-37]"
17991,"GCA_902781635.1_CLEBII_00512,GCA_902781635.1_CLEBII_00513,GCA_902781635.1_CLEBII_00514,GCA_902781635.1_CLEBII_00515,GCA_902781635.1_CLEBII_00516",CACZJY010000022.1,"sqvA,sqvB,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp902771745,"[134.0, 134.0, 95.1, 269.0, 459.0]","[1.76e-37, 2.9700000000000002e-33, 3.04e-21, 1.58e-90, 3.93e-152]"
18093,"GCA_902781745.1_NOJOGI_00089,GCA_902781745.1_NOJOGI_00090",CACZKM010000001.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp902781745,"[192.0, 187.0]","[5.490000000000001e-56, 2.87e-56]"
18120,"GCA_902781835.1_IHCPHL_00592,GCA_902781835.1_IHCPHL_00599",CACZKR010000005.1,sqvA,sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus porci,"[47.8, 103.0]","[0.000263, 1.79e-25]"
18175,"GCA_902781965.1_GDINBE_01809,GCA_902781965.1_GDINBE_01811,GCA_902781965.1_GDINBE_01814",CACZKY010000060.1,"sqiA,sqvA,sqwG",sulfo-TAL,min,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp002473165,"[78.2, 124.0, 142.0]","[7.27e-15, 1.18e-30, 1.35e-40]"
18179,"GCA_902781895.1_KKCJLP_00019,GCA_902781895.1_KKCJLP_00020",CACZLA010000001.1,"sqvA,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902781895,"[54.3, 160.0]","[2.77e-06, 8.529999999999999e-48]"
18187,"GCA_902781895.1_KKCJLP_01170,GCA_902781895.1_KKCJLP_01171",CACZLA010000022.1,"sqvA,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902781895,"[161.0, 58.5]","[3.01e-48, 1.26e-07]"
18230,"GCA_902781975.1_LFDJBG_02006,GCA_902781975.1_LFDJBG_02008,GCA_902781975.1_LFDJBG_02009",CACZLC010000027.1,"sqvA,sqvB,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003537285,"[163.0, 66.6, 154.0]","[5.32e-49, 3.34e-10, 2.02e-45]"
18267,"GCA_902782045.1_PIPECD_00240,GCA_902782045.1_PIPECD_00241",CACZLL010000001.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp002472405,"[178.0, 133.0]","[2.1e-50, 1.54e-36]"
18322,"GCA_902782075.1_NCKANJ_01135,GCA_902782075.1_NCKANJ_01136",CACZLX010000016.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp900318875,"[187.0, 107.0]","[2.3899999999999998e-54, 2.5e-25]"
18525,"GCA_902782445.1_HIDILJ_00286,GCA_902782445.1_HIDILJ_00289",CACZNC010000005.1,sqvA,sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp902782445,"[118.0, 133.0]","[2.3000000000000003e-31, 3.86e-37]"
18678,"GCA_902782475.1_ABAEIE_00411,GCA_902782475.1_ABAEIE_00412",CACZNR010000060.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__QANA01 sp902782475,"[68.2, 198.0]","[1.68e-11, 7.28e-61]"
18733,"GCA_902782635.1_ONPDED_00598,GCA_902782635.1_ONPDED_00599,GCA_902782635.1_ONPDED_00600",CACZNT010000069.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__CACZNT01;s__CACZNT01 sp902782635,"[66.6, 224.0, 231.0]","[8.24e-12, 3.26e-71, 7.000000000000001e-73]"
